ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-10-036193	1009313	Stock Option (Right to Buy)		20.0				08-APR-2009		08-APR-2011		Class A Common Stock		2500.0				2500.0				D			
0001209191-10-036193	1009315	Stock Option (Right to Buy)		18.28				14-OCT-2010		14-APR-2013		Class A Common Stock		2500.0				2500.0				D			
0001209191-10-036193	1009314	Stock Option (Right to Buy)		8.69				15-OCT-2009		15-APR-2012		Class A Common Stock		2500.0				2500.0				D			
0001209191-10-036192	1021232	Stock Option (Right to Acquire)		0.0				25-JAN-2006		25-JAN-2012		Class B Common Stock		400.0	F4			400.0				D			
0001209191-10-036192	1021231	Stock Option (Right to Acquire)		0.0				06-MAR-2005		06-MAR-2011		Class B Common Stock		2000.0	F4			2000.0				D			
0001209191-10-036192	1021230	Stock Option (Right to Buy)		13.54				23-JUL-2009	F3	23-JUL-2013		Class A Common Stock		500000.0				500000.0				D			
0001209191-10-036192	1021229	Stock Option (Right to Buy)		62.68				05-JAN-2007		05-JAN-2011		Class A Common Stock		100000.0				100000.0				D			
0001209191-10-036192	1021227	Stock Option (Right to Buy)		18.32				06-MAR-2005		06-MAR-2011		Class A Common Stock		20000.0				20000.0				D			
0001209191-10-036192	1021228	Stock Option (Right to Buy)		26.32				25-JAN-2006		25-JAN-2012		Class A Common Stock		4000.0				4000.0				D			
0001181431-10-035200	884833	Class B Common Stock			F11				F11		F11	Class A Common Stock		55379670.0				55379670.0				I		By Trust	F12
0001140361-10-027589	1054801	Option to purchase Common Stock	F1	16.46				08-MAY-2009		08-MAY-2018		Common Stock		53000.0				53000.0				D			
0001140361-10-027589	1054800	Option to purchase Common Stock	F1	15.7				17-MAY-2008		17-MAY-2017		Common Stock		50000.0				50000.0				D			
0001140361-10-027589	1054799	Option to purchase Common Stock	F1	17.07				07-JUL-2006		07-JUL-2015		Common Stock		50000.0				50000.0				D			
0001140361-10-027589	1054798	Option to purchase Common Stock	F1	17.39				20-APR-2005		20-APR-2014		Common Stock		50000.0				50000.0				D			
0001140361-10-027589	1054797	Option to purchase Common Stock	F1	17.97				04-AUG-2004		04-AUG-2013		Common Stock		50000.0				50000.0				D			
0001140361-10-027589	1054802	Option to purchase Common Stock	F1	15.61				19-SEP-2009		19-SEP-2018		Common Stock		53000.0				53000.0				D			
0001209191-10-036169	1066643	Non-Qualified Stock Option (right to buy)		76.52					F2	24-MAR-2015		Class A Common Stock		19104.0								D			
0001140361-10-027586	996407	Option to purchase Common Stock	F1	16.46				08-MAY-2009		08-MAY-2018		Common Stock		53000.0				53000.0				D			
0001140361-10-027586	996408	Option to purchase Common Stock	F1	15.61				19-SEP-2009		19-SEP-2018		Common Stock		53000.0				53000.0				D			
0001140361-10-027586	996406	Option to purchase Common Stock	F1	15.7				17-MAY-2008		17-MAY-2017		Common Stock		40000.0				40000.0				D			
0001140361-10-027586	996405	Option to purchase Common Stock	F1	17.07				07-JUL-2006		07-JUL-2015		Common Stock		30000.0				30000.0				D			
0001140361-10-027586	996404	Option to purchase Common Stock	F1	17.39				19-APR-2005		19-APR-2014		Common Stock		20000.0				20000.0				D			
0001140361-10-027586	996403	Option to purchase Common Stock	F1	17.97				04-AUG-2004		04-AUG-2013		Common Stock		20000.0				20000.0				D			
0001140361-10-027577	950038	Option to purchase Common Stock	F1	16.46				08-MAY-2009		08-MAY-2018		Common Stock		53000.0				53000.0				D			
0001140361-10-027577	950039	Option to purchase Common Stock	F1	15.61				19-SEP-2009		19-SEP-2018		Common Stock		53000.0				53000.0				D			
0001140361-10-027577	950036	Option to purchase Common Stock	F1	17.07				07-JUL-2006		07-JUL-2015		Common Stock		30000.0				30000.0				D			
0001140361-10-027577	950037	Option to purchase Common Stock	F1	15.7				17-MAY-2008		17-MAY-2017		Common Stock		40000.0				40000.0				D			
0001140361-10-027576	993122	Stock Options		13.73				28-JUL-2006		28-JUL-2015		Common Stock		14300.0	F1			14300.0				D			
0001140361-10-027576	993123	Stock Options		13.7				11-OCT-2006		11-OCT-2015		Common Stock		7150.0	F2			7150.0				D			
0001140361-10-027573	855993	Stock Options		13.73				28-JUL-2006		28-JUL-2015		Common Stock		14300.0	F1			14300.0				D			
0001140361-10-027570	870598	Stock Options		13.7				11-OCT-2006		11-OCT-2015		Common Stock		7150.0	F2			7150.0				D			
0001140361-10-027570	870597	Stock Options		13.73				28-JUL-2006		28-JUL-2015		Common Stock		14300.0	F1			14300.0				D			
0001140361-10-027568	892710	Stock Options		13.73				28-JUL-2006		28-JUL-2015		Common Stock		14300.0	F1			14300.0				D			
0001140361-10-027568	892711	Stock Options		13.7				11-OCT-2006		11-OCT-2015		Common Stock		7150.0	F2			7150.0				D			
0001140361-10-027566	982613	Phantom Stock			F2				F2		F2	Common Stock		14897.07				14897.07				D			
0001140361-10-027566	982614	Stock Options		13.73				28-JUL-2006		28-JUL-2015		Common Stock		14300.0	F3			14300.0				D			
0001140361-10-027566	982615	Stock Options		13.7				11-OCT-2006		11-OCT-2015		Common Stock		7150.0	F4			7150.0				D			
0001140361-10-027561	946585	Phantom Stock			F1				F1		F1	Common Stock		202292.92				20292.92				D			
0001140361-10-027561	946587	Stock Options		13.7				11-OCT-2006		11-OCT-2015		Common Stock		7150.0	F3			7150.0				D			
0001140361-10-027561	946586	Stock Options		13.73				28-JUL-2006		28-JUL-2015		Common Stock		14300.0	F2			14300.0				D			
0001140361-10-027559	987953	Stock Options		13.73				28-JUL-2006		28-JUL-2015		Common Stock		14300.0	F1			14300.0				D			
0001140361-10-027559	987954	Stock Options		13.7				11-OCT-2006		11-OCT-2015		Common Stock		7150.0	F2			7150.0				D			
0001140361-10-027545	940624	Common Stock Option		3.5				19-JUL-2002		19-JUL-2010		Common Stock		100000.0				100000.0				D			
0000752642-10-000035	897775	Qualified Stock Option to Purchase Common Stock		7.25				20-OCT-2009		20-OCT-2016		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000035	897776	Qualified Stock Option to Purchase Common Stock		8.22				12-DEC-2008		12-DEC-2015		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000035	897782	Qualified Stock Option to Purchase Common Stock		8.28				10-AUG-2006		10-AUG-2013		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000035	897778	Qualified Stock Option to Purchase Common Stock		8.05				22-JAN-2008		22-JAN-2015		MNR Common Stock		16375.0				16375.0				D			
0000752642-10-000035	897779	Qualified Stock Option to Purchase Common Stock		8.15				02-AUG-2007		02-AUG-2014		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000035	897780	Qualified Stock Option to Purchase Common Stock		6.9				22-JAN-2004		22-JAN-2011		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000035	897781	Qualified Stock Option to Purchase Common Stock		7.89				03-AUG-2005		03-AUG-2012		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000035	897774	Qualified Stock Option to Purchase Common Stock		7.22				05-JAN-2011		05-JAN-2018		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000035	897777	Qualified Stock Option to Purchase Common Stock		8.7				21-SEP-2006		21-SEP-2013		MNR Common Stock		16375.0				16375.0				D			
0001483999-10-000001	1055097	Stock Options		1.0	F3			08-NOV-2011		07-NOV-2014		Common Stock		400000.0	F2							D			
0001483999-10-000001	1055096	Stock Options		0.88	F3			08-NOV-2010		07-NOV-2014		Common Stock		400000.0	F2							D			
0001483999-10-000001	1055095	Stock Options		0.75	F3			08-NOV-2009		07-NOV-2014		Common Stock		400000.0	F2							D			
0001483999-10-000001	1055094	Stock Options		0.63	F3			08-NOV-2008		07-NOV-2014		Common Stock		400000.0	F2							D			
0001483999-10-000001	1055093	Stock Options		0.53	F3			08-NOV-2007		07-NOV-2014		Common Stock		400000.0	F2							D			
0001181431-10-035160	1022388	Warrant for Common Stock		5.87				16-NOV-2007		16-NOV-2012		Common Stock, par value $0.01 per share		280992.0								D			
0001209191-10-036154	923970	stock option, right to buy		28.28					F6	11-FEB-2016		common stock		15000.0								D			
0001209191-10-036154	923969	restricted stock unit		0.0					F5		F4	common stock		14000.0								D			
0001209191-10-036154	923968	restricted stock unit		0.0					F3		F4	common stock		6000.0								D			
0001209191-10-036154	923967	stock option, right to buy		19.74					F2	07-FEB-2014		common stock		75000.0								D			
0001253467-10-000052	870231	Stock Appreciation Rights		14.05					F1	28-JAN-2017		Common Stock		14000.0				14000.0				D			
0000752642-10-000034	992243	Qualified Stock Option to Purchase Common Stock		7.25				20-OCT-2009		20-OCT-2016		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000034	992250	Qualified Stock Option to Purchase Common Stock		8.28				10-AUG-2006		10-AUG-2013		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000034	992249	Qualified Stock Option to Purchase Common Stock		7.89				03-AUG-2005		03-AUG-2012		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000034	992248	Qualified Stock Option to Purchase Common Stock		6.9				22-JAN-2004		22-JAN-2011		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000034	992247	Qualified Stock Option to Purchase Common Stock		8.15				02-AUG-2007		02-AUG-2014		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000034	992246	Qualified Stock Option to Purchase Common Stock		8.05				22-JAN-2008		22-JAN-2015		MNR Common Stock		16375.0				16375.0				D			
0000752642-10-000034	992245	Qualified Stock Option to Purchase Common Stock		8.7				21-SEP-2006		21-SEP-2013		MNR Common Stock		16375.0				16375.0				D			
0000752642-10-000034	992242	Qualified Stock Option to Purchase Common Stock		7.22				05-JAN-2011		05-JAN-2018		MNR Common Stock		65000.0				65000.0				D			
0000752642-10-000034	992244	Qualified Stock Option to Purchase Common Stock		8.22				12-DEC-2008		12-DEC-2015		MNR Common Stock		65000.0				65000.0				D			
0001181431-10-035159	959573	Warrant for Common Stock		5.87				16-NOV-2007		16-NOV-2012		Common Stock, par value $0.01 per share		1685949.0	F1							I		Through QVT Fund LP and Quintessence Fund L.P.	
0000907242-10-000006	855061	Option/right to buy		7.28				19-JUN-2012		19-JUN-2019		Common Stock		33333.0				142666.0				D			
0001341293-10-000010	964894	Stock Option (Right to Buy)		8.0					F2	02-DEC-2014		Common Stock		350000.0								D			
0001341293-10-000010	964893	Stock Option (Right to Buy)		3.0					F1	21-APR-2012		Common Stock		200000.0								D			
0001341293-10-000009	1009361	Stock Option (Right to Buy)		8.0					F1	02-DEC-2014		Common Stock		200000.0								D			
0001341293-10-000008	1061460	Stock Option (Right to Buy)		12.5					F1	20-MAR-2015		Common Stock		200000.0								D			
0001341293-10-000007	913474	Stock Option (Right to Buy)		8.0					F1	02-DEC-2014		Common Stock		200000.0								D			
0001181431-10-035153	1041076	Stock Options		16.2				30-JUN-2009	F1	30-JUN-2019		Common Stock		0.0				10000.0				D			
0001181431-10-035151	1043295	Stock Options		16.2				28-OCT-2009	F1	28-OCT-2018		Common Stock		0.0				50000.0				D			
0001181431-10-035151	1043296	Stock Options		16.2				26-JAN-2010	F2	26-JAN-2019		Common Stock		0.0				21612.0				D			
0001181431-10-035151	1043297	Stock Options		16.2				26-JAN-2014	F3	26-JAN-2019		Common Stock		0.0				5407.0				D			
0001181431-10-035150	1041100	Stock Options		16.2				17-SEP-2009	F1	17-SEP-2018		Common Stock		0.0				7500.0				D			
0001181431-10-035149	1044612	Stock Options		16.2				17-SEP-2009	F1	17-SEP-2018		Common Stock		0.0				7500.0				D			
0001341293-10-000006	994339	Stock Option (Right to Buy)		8.0					F1	02-DEC-2014		Common Stock		200000.0								D			
0001341293-10-000005	863229	Stock Option (Right to Buy)		8.0					F2	02-DEC-2014		Common Stock		200000.0								D			
0001341293-10-000004	885124	Stock Option (Right to Buy)		8.0				04-MAY-2009		04-MAY-2014		Common Stock		500000.0								D			
0001341293-10-000004	885123	Stock Option (Right to Buy)		6.0				19-JAN-2009		19-JAN-2014		Common Stock		500000.0								D			
0001341293-10-000004	885122	Stock Option (Right to Buy)		5.0				21-APR-2007		21-APR-2012		Common Stock		100000.0								I			
0001341293-10-000004	885121	Stock Option (Right to Buy)		5.0				21-APR-2007		21-APR-2012		Common Stock		200000.0								D		By spouse	F1
0001209191-10-036125	989635	Warrant for Common Stock		5.87				16-NOV-2007		16-NOV-2012		Common Stock, par value $0.01 per share		2488782.0	F2, F1							I	F3	See Footnote 1	F1
0001341293-10-000003	1047941	Stock Option (Right to Buy)		8.0					F2	30-SEP-2014		Common Stock		500000.0								D			
0001341293-10-000003	1047940	Stock Option (Right to Buy)		4.0					F1	30-MAY-2013		Common Stock		500000.0								D			
0001341293-10-000003	1047942	Warrant (Right to Buy)		6.0				01-DEC-2009			F3	Common Stock		5050.0								D			
0001181431-10-035143	910737	Stock Appreciation Rights (right to buy)	F1	5.0				01-APR-2011	F2	31-MAR-2015		Common Stock		3152.0								D			
0001181431-10-035143	910738	Stock Appreciation Rights (right to buy)	F1	1.57				23-MAR-2011	F3	22-MAR-2016		Common Stock		12700.0								D			
0001181431-10-035143	910739	Stock Appreciation Rights (right to buy)	F1	5.18				05-APR-2011	F4	04-APR-2017		Common Stock		6112.0								D			
0001181431-10-035143	910740	Non-Qualified Stock Option (right to buy)		5.1				15-OCT-2004		15-OCT-2011		Common Stock		1000.0								D			
0001181431-10-035143	910741	Non-Qualified Stock Option (right to buy)		6.29				15-OCT-2005	F5	15-OCT-2011		Common Stock		6000.0								D			
0001341293-10-000002	846718	Stock Option (Right to Buy)		5.0				21-APR-2007		21-APR-2012		Common Stock		300000.0								D			
0001341293-10-000002	846721	Warrant (Right to Buy)		6.0				01-DEC-2009			F2	Common Stock		647.0								I			
0001341293-10-000002	846720	Warrant (Right to Buy)		6.0				01-DEC-2009			F2	Common Stock		2089.0								D			
0001341293-10-000002	846719	Stock Option (Right to Buy)		5.0				21-APR-2007		21-APR-2012		Common Stock		100000.0								I			
0001341293-10-000002	846716	Stock Option (Right to Buy)		8.0				04-MAY-2009		04-MAY-2014		Common Stock		500000.0								D		By spouse	F1
0001341293-10-000002	846717	Stock Option (Right to Buy)		6.0				19-JAN-2009		19-JAN-2014		Common Stock		500000.0								D		By spouse	F1
0001183740-10-000397	1021590	Options to Buy		0.5				10-APR-2010		10-APR-2020		Common Shares		750000.0								D			
0001019056-10-000820	1000791	Common Share Purchase Warrants		1.05	F1			19-SEP-2009		19-MAR-2013		Common Shares		9000000.0				9000000.0				D	F2		
0001183740-10-000396	956820	Options to Buy		0.5				10-APR-2010		10-APR-2020		Common shares		750000.0								D			
0001225772-10-000018	1053310	Employee stock option(right to buy)		4.66				17-OCT-2005		17-OCT-2010		Common stock		12000.0				12000.0				D			
0001494312-10-000002	1031267	Warrant (right to buy)		5.0					F1	07-APR-2017	F2	Common Stock, $0.01 par value		1470000.0								I		By Carolina Marie Garcia, as Co-Trustee of the above trusts	F3
0001494312-10-000002	1031268	Warrant (right to buy)		5.0					F1	18-DEC-2017	F2	Common Stock, $0.01 par value		960000.0								I		By Carolina Marie Garcia, as Co-Trustee of the above trusts	F3
0001494312-10-000002	1031266	Warrant (right to buy)		5.0					F1	18-DEC-2017	F2	Common Stock, $0.01 par value		320000.0								I		By Irrevocable Trust for Victor Garcia	F3
0001494312-10-000002	1031265	Warrant (right to buy)		5.0					F1	07-APR-2017	F2	Common Stock, $0.01 par value		490000.0								I		By Irrevocable Trust for Victor Garcia	F3
0001494312-10-000002	1031264	Warrant (right to buy)		5.0					F1	18-DEC-2017	F2	Common Stock,$0.01 par value		320000.0								I		By Jacqueline Marie Garcia 2006 Family Trust	F3
0001494312-10-000002	1031263	Warrant (right to buy)		5.0					F1	07-APR-2017	F2	Common Stock, $0.01 par value		490000.0								I		By Jacqueline Marie Garcia 2006 Family Trust	F3
0001494312-10-000002	1031262	Warrant (right to buy)		5.0					F1	18-DEC-2017	F2	Common Stock, $0.01 par value		320000.0								I		By Carolina Marie Garcia 2006 Family Trust	F3
0001494312-10-000002	1031261	Warrant (right to buy)		5.0					F1	07-APR-2017	F2	Common Stock, $0.01 par value		490000.0								I		By Carolina Marie Garcia 2006 Family Trust	F3
0001225772-10-000016	947257	Employee stock option(right to buy)		4.24				17-OCT-2005		17-OCT-2010		Common stock		12000.0				12000.0				D			
0001225772-10-000015	973174	Employee stock option(right to buy)		4.24				17-OCT-2005		17-OCT-2010		Common stock		12000.0				12000.0				D			
0001225772-10-000014	984087	Employee stock option(right to buy)		4.24				17-OCT-2005		17-OCT-2010		Common stock		12000.0				12000.0				D			
0001225772-10-000013	851201	Employee stock option(right to buy)		4.24				17-OCT-2005		17-OCT-2010		Common stock		12000.0				12000.0				D			
0001225772-10-000012	934137	Employee stock option(right to buy)		4.24				17-OCT-2005		17-OCT-2010		Common stock		12000.0				12000.0				D			
0001181431-10-035109	898349	Warrant for Common Stock		5.87				16-NOV-2007		16-NOV-2012		Common Stock, par value $0.01 per share		1685949.0	F1							I		Through QVT Fund LP and Quintessence Fund L.P.	
0001401700-10-000004	982839	Stock Options	F2	9.94				30-JAN-2010		30-JAN-2019		Common Stock		69300.0				69300.0				D			
0001127602-10-017994	1065679	Restricted Stock Units		0.0	F1			03-MAR-2013		03-MAR-2015		Common Stock, Par Value $.01		5300.0				5300.0				D			
0001127602-10-017994	1065680	Restricted	F5	0.0					F3, F4		F3, F4	Common Stock, Par Value $.01		11640.0				11640.0				D			
0001127602-10-017994	1065681	Restricted	F3	0.0				31-DEC-2010		31-DEC-2010		Common Stock, Par Value $.01		13600.0				13600.0				D			
0001127602-10-017994	1065678	Restricted Stock Units		0.0	F1			05-MAY-2014		05-MAY-2014		Common Stock, Par Value $.01		10510.0				10510.0				D			
