ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001179110-11-013747	1424040	Stock option(right to buy)		12.86		30-SEP-2011				4	M	0				12000.0				0.0		D		30-OCT-2004		30-OCT-2011		Common Stock		12000.0				0.0				D			
0001181431-11-050882	1371874	Stock Option (right to buy)		2.38		28-SEP-2011				4	A	0				35000.0				0.0		A		28-SEP-2012	F1	28-SEP-2020	F2	Class A Common Stock		35000.0				35000.0				D			
0001181431-11-050881	1526900	Stock Option (right to buy)		2.38		28-SEP-2011				4	A	0				20000.0				0.0		A		28-SEP-2012	F1	28-SEP-2020	F2	Class A Common Stock		20000.0				20000.0				D			
0001181431-11-050880	1468659	Stock Option (right to buy)		2.38		28-SEP-2011				4	A	0				120000.0				0.0		A		28-SEP-2012	F1	28-SEP-2020	F2	Class A Common Stock		120000.0				120000.0				D			
0001181431-11-050879	1578044	Stock Option (right to buy)		2.38		28-SEP-2011				4	A	0				120000.0				0.0		A		28-SEP-2012	F1	28-SEP-2020	F2	Class A Common Stock		120000.0				120000.0				D			
0001181431-11-050878	1577028	Stock Option (right to buy)		5.5		28-SEP-2011				4	A	0				450000.0				0.0		A		28-SEP-2012	F1	27-SEP-2018		Common Stock		450000.0				450000.0				D			
0001183740-11-000700	1451875	Options to Purchase		2.78		26-SEP-2011				4	A	0	F1			25000.0					F1	A		26-SEP-2011		26-SEP-2021		Common stock		25000.0				167500.0	F2			D			
0001181431-11-050877	1392621	Stock Option (right to buy)		5.5		28-SEP-2011				4	A	0				150000.0				0.0		A		28-SEP-2012	F1	27-SEP-2018		Common Stock		150000.0				150000.0				D			
0001181431-11-050876	1417713	Stock Option (right to buy)		5.5		28-SEP-2011				4	A	0				150000.0				0.0		A		28-SEP-2012	F1	27-SEP-2018		Common Stock		150000.0				150000.0				D			
0001181431-11-050875	1587689	Stock Option (right to buy)		5.5		28-SEP-2011				4	A	0				112500.0				0.0		A		28-SEP-2012	F1	27-SEP-2018		Common Stock		112500.0				112500.0				D			
0001181431-11-050875	1587690	Restricted Stock Units			F2	28-SEP-2011				4	A	0				12500.0				0.0		A			F3		F3	Common Stock		12500.0				12500.0				D			
0001181431-11-050874	1468482	Restricted Stock Units			F2	28-SEP-2011				4	A	0				8333.0				0.0		A			F3		F3	Common Stock		8333.0				8333.0				D			
0001181431-11-050874	1468481	Stock Option (right to buy)		5.5		28-SEP-2011				4	A	0				75000.0				0.0		A		28-SEP-2012	F1	27-SEP-2018		Common Stock		75000.0				75000.0				D			
0001181431-11-050873	1536997	Restricted Stock Units			F1	28-SEP-2011				4	A	0				1000000.0				0.0		A			F2		F2	Common Stock		1000000.0				1000000.0				D			
0001396677-11-000036	1605862	Employee Stock Option (right to buy)		3.5		28-SEP-2011				4	M	0				1300.0				0.0		D			F4	13-DEC-2011		Common Stock		1300.0				55800.0				D			
0001140361-11-047513	1424410	Stock Options		8.93		29-SEP-2011				4	A	0				5000.0	F1			0.0		A		29-SEP-2012		29-SEP-2021		Common Stock		5000.0				5000.0				D			
0001140361-11-047511	1471172	Stock Options		8.93		29-SEP-2011				4	A	0				5000.0	F1			0.0		A		29-SEP-2012		29-SEP-2021		Common Stock		5000.0				5000.0				D			
0001140361-11-047509	1458082	Stock Options		8.93		29-SEP-2011				4	A	0				5000.0	F1			0.0		A		29-SEP-2012		29-SEP-2021		Common Stock		5000.0				5000.0				D			
0001140361-11-047507	1507816	Stock Options		8.93		29-SEP-2011				4	A	0				5000.0	F1			0.0		A		29-SEP-2012		29-SEP-2021		Common Stock		5000.0				5000.0				D			
0001140361-11-047505	1551086	Stock Options		8.93		29-SEP-2011				4	A	0				5000.0	F1			0.0		A		29-SEP-2012		29-SEP-2021		Common Stock		5000.0				5000.0				D			
0001140361-11-047503	1443519	Stock Options		8.93		29-SEP-2011				4	A	0				5000.0	F1			0.0		A		29-SEP-2012		29-SEP-2021		Common Stock		5000.0				5000.0				D			
0001140361-11-047501	1500438	Stock Options		8.93		29-SEP-2011				4	A	0				5000.0	F1			0.0		A		29-SEP-2012		29-SEP-2021		Common Stock		5000.0				5000.0				D			
0001140361-11-047499	1557943	Stock Options		8.93		29-SEP-2011				4	A	0				5000.0	F1			0.0		A		29-SEP-2012		29-SEP-2021		Common Stock		5000.0				5000.0				D			
0001140361-11-047497	1461178	Stock Options		8.93		29-SEP-2011				4	A	0				5000.0	F1			0.0		A		29-SEP-2012		29-SEP-2021		Common Stock		5000.0				5000.0				D			
0001140361-11-047495	1398073	Stock Options		8.93		29-SEP-2011				4	A	0				5000.0	F1			0.0		A		29-SEP-2012		29-SEP-2021		Common Stock		5000.0				5000.0				D			
0001140361-11-047491	1601118	Stock Options		8.93		29-SEP-2011				4	A	0				5000.0	F1			0.0		A		29-SEP-2012		29-SEP-2021		Common Stock		5000.0				5000.0				D			
0001246360-11-003637	1630079	Stock Option		55.96		30-SEP-2011				4	A	false				15000.0				0.0		A		30-SEP-2014		30-SEP-2018		Common Stock		15000.0				15000.0				D			
0001246360-11-003636	1622262	Stock Option		55.96		30-SEP-2011				4	A	false				25000.0				0.0		A		30-SEP-2014		30-SEP-2018		Common Stock		25000.0				25000.0				D			
0001246360-11-003635	1527540	Stock Option		55.96		30-SEP-2011				4	A	false				25000.0				0.0		A		30-SEP-2014		30-SEP-2018		Common Stock		25000.0				25000.0				D			
0001246360-11-003634	1479764	Phantom Stock Units		0.0		30-SEP-2011				4	A	false				7.0	F8			35.38		A		08-AUG-1988		08-AUG-1988		Class A Common Stock		3184.0				3191.0				D			
0001246360-11-003633	1621058	Stock Option		55.96		30-SEP-2011				4	A	false				25000.0				0.0		A		30-SEP-2014		30-SEP-2018		Common Stock		25000.0				25000.0				D			
0001144204-11-055845	1504112	Restricted Stock Unit			F1	28-SEP-2011				4	A	0				25000.0				0.0		A			F2		F2	Common Stock		25000.0				25000.0				D			
0001144204-11-055843	1597482	Restricted Stock Unit			F1	28-SEP-2011				4	A	0				25000.0				0.0		A			F2		F2	Common Stock		25000.0				25000.0				D			
0001144204-11-055839	1486841	Restricted Stock Unit			F1	28-SEP-2011				4	A	0				5000.0				0.0		A			F2		F2	Common Stock		5000.0				5000.0				D			
0001144204-11-055837	1594671	Restricted Stock Unit			F1	28-SEP-2011				4	A	0				5000.0				0.0		A			F2		F2	Common Stock		5000.0				5000.0				D			
0001144204-11-055834	1397397	Restricted Stock Unit			F1	28-SEP-2011				4	A	0				25000.0				0.0		A		28-SEP-2012		28-SEP-2012		Common Stock		25000.0				25000.0				D			
0001209191-11-049510	1551587	Employee Stock Option (right to buy)		3.74		29-SEP-2011				4	M	0				4000.0				0.0		D			F4	28-JAN-2016		Common Stock		4000.0				68000.0				I		See footnote	F1
0001225208-11-022353	1629914	Non-Qualified Stock Option (right to buy)	F2	75.64		30-SEP-2011				4	M	0				10000.0				0.0		D			F3	29-SEP-2014		Common Stock		10000.0				10000.0				D			
0001127602-11-026161	1510656	Restricted Stock Unit	F1	0.0		29-SEP-2011				4	A	0				387.0	F2			0.0		A		02-MAY-2011		01-JAN-2013		Common Stock		387.0				3238.0				D			
0001104659-11-054350	1396055	Employee Stock Option		1.66		28-SEP-2011				4	A	0				150000.0				0.0		A		28-SEP-2011	F1	28-SEP-2021		Common Stock		150000.0				150000.0				D			
0001246360-11-003627	1474107	Phantom Stock Units		0.0		30-SEP-2011				4	A	false				545.0	F4			35.38		A		08-AUG-1988		08-AUG-1988		Class A Common Stock		22541.0				23086.0				D			
0001246360-11-003626	1576354	Phantom Stock Units		0.0		30-SEP-2011				4	A	false				77.0	F4			35.38		A		08-AUG-1988		08-AUG-1988		Class A Common Stock		33919.0				33996.0				D			
0001246360-11-003625	1422941	Phantom Stock Units		0.0		30-SEP-2011				4	A	false				1395.0	F4			35.38		A		08-AUG-1988		08-AUG-1988		Class A Common Stock		85202.0				86597.0				D			
0001246360-11-003624	1581222	Phantom Stock Units		0.0		30-SEP-2011				4	A	false				458.0	F1			35.38		A		08-AUG-1988		08-AUG-1988		Class A Common Stock		634.0				1092.0				D			
0001246360-11-003623	1394532	Phantom Stock Units		0.0		30-SEP-2011				4	A	false				673.0	F4			35.38		A		08-AUG-1988		08-AUG-1988		Class A Common Stock		64090.0				64763.0				D			
0001246360-11-003622	1564184	Phantom Stock Units		0.0		30-SEP-2011				4	A	false				12.0	F4			35.38		A		08-AUG-1988		08-AUG-1988		Class A Common Stock		3562.0				3574.0				D			
0001246360-11-003621	1380054	Phantom Stock Units		0.0		30-SEP-2011				4	A	false				36.0	F4			35.38		A		08-AUG-1988		08-AUG-1988		Class A Common Stock		15931.0				15967.0				D			
0001246360-11-003619	1622577	Phantom Stock Units		0.0		30-SEP-2011				4	A	false				614.0	F4			35.38		A		08-AUG-1988		08-AUG-1988		Class A Common Stock		43632.0				44246.0				D			
0001222604-11-000010	1467354	Stock Option		12.34		30-SEP-2011				4	M	0				1000.0				12.34		D		15-JAN-2005		14-JAN-2012		Common Stock		1000.0				2091.0				D			
0001179110-11-013733	1372625	Stock Options (right to buy)		5.0		28-SEP-2011				4	U	0				50000.0					F5	D			F4	23-MAR-2016		Common Stock		50000.0				0.0				D			
0001127602-11-026158	1626673	Employee Stock Option (Right to Buy)		17.17		28-SEP-2011				4	M	0				3000.0				0.0		D			F2	20-SEP-2015		Common Stock		3000.0				14699.0				D			
0001127602-11-026155	1424584	Restricted Stock Unit	F1	0.0		29-SEP-2011				4	A	0				387.0	F2			0.0		A		02-MAY-2011		01-JAN-2013		Common Stock		387.0				3238.0				D			
0001127602-11-026153	1472877	Restricted Stock Unit	F1	0.0		29-SEP-2011				4	A	0				387.0	F2			0.0		A		02-MAY-2011		01-JAN-2013		Common Stock		387.0				3238.0				D			
0001181431-11-050851	1456004	Stock Options - Right to Aquire		4.01		29-SEP-2011				4	M	0				50000.0				4.01		D		05-JAN-2002	F4	05-OCT-2011		Common Stock		50000.0				0.0				D			
0001127602-11-026151	1530629	Restricted Stock Unit	F1	0.0		29-SEP-2011				4	A	0				387.0	F2			0.0		A		02-MAY-2011		01-JAN-2013		Common Stock		387.0				3238.0				D			
0001140361-11-047461	1578378	Employee Stock Option (Right to Buy)		3.94		28-SEP-2011				4	M	0				7100.0				0.0		D			F5	12-OCT-2019		Common Stock		7100.0				236336.0				D			
0001140361-11-047461	1578379	Employee Stock Option (Right to Buy)		3.94		29-SEP-2011				4	M	0				1800.0				0.0		D			F5	12-OCT-2019		Common Stock		1800.0				234536.0				D			
0000031235-11-000134	1548346	Restricted Stock Units			F4	28-SEP-2011				4	M	0				14366.0	F6			0.0		D			F7		F7	Common Stock		14366.0				14366.0				D			
0001179110-11-013728	1573482	Restricted Share Units		0.0		30-SEP-2011		30-SEP-2011		4	J	0	F1			2000.0				0.0		D			F1		F1	Common Shares		2000.0	F1			0.0				D			
0001181431-11-050848	1497033	Employee Stock Option (Right to Buy)		1.5		28-SEP-2011				4	A	0				28000.0				0.0		A			F1	27-SEP-2021		Common Stock		28000.0				28000.0				D			
0001093691-11-000029	1498212	Option to Purchase Plug Power Common Stock		1.93		20-SEP-2011				4	A	0				65000.0	F1			0.0		A			F2	20-SEP-2021		Plug Power Common Stock		65000.0				89725.0	F3			D			
0000031235-11-000132	1391880	Restricted Stock Units			F3	28-SEP-2011				4	M	0				19930.0	F4			0.0		D			F5		F5	Common Stock		19930.0				19930.0				D			
0001181431-11-050847	1507928	Employee Stock Option (Right to Buy)		1.5		28-SEP-2011				4	A	0				39200.0				0.0		A			F1	27-SEP-2021		Common Stock		39200.0				39200.0				D			
0001209191-11-049495	1386115	Employee Stock Option (Right to Buy)		24.96		29-SEP-2011		29-SEP-2011		4	A	0				16440.0				24.96	F2	A		29-SEP-2012	F1	29-SEP-2018		Common  Stock		16440.0				16440.0				D			
0001497486-11-000032	1506214	Stock Option		29.78		27-SEP-2011				4	J	0				11667.0					F3	A			F3		F3	Class A Common Stock		11667.0				23334.0	F3			D			
0001497486-11-000032	1506215	Stock Option		28.35		27-SEP-2011				4	J	0				10000.0					F4	A			F4		F4	Class A Common Stock		11667.0				11667.0	F4			D			
0001437749-11-007231	1510053	Common Stock Warrants (right to buy)		0.6		30-SEP-2011				4	P	0				5700.0					F1	A		30-SEP-2011		30-SEP-2014		Common Stock		5700.0				5700.0				D			
0001093691-11-000028	1575990	Option to Purchase Plug Power Common Stock		1.93		20-SEP-2011				4	A	0				65000.0	F1			0.0		A			F2	20-SEP-2021		Plug Power Common Stock		65000.0				135500.0				D			
0001497486-11-000031	1635283	Stock Option		28.35		27-SEP-2011				4	J	0				10000.0					F4	A			F4		F4	Class A Common Stock		10000.0				10000.0	F4			D			
0001497486-11-000031	1635282	Stock Option		29.78		27-SEP-2011				4	J	0				11667.0					F3	A			F3		F3	Class A Common Stock		11667.0				23334.0	F3			D			
0001127602-11-026147	1634212	Phantom Stock		0.0	F1	30-SEP-2011	F3			4	A	0				825.87				0.0		A			F2		F2	Common Stock		825.87				15517.92				D			
0001093691-11-000027	1618407	Option to Purchase Plug Power Common Stock		1.93		20-SEP-2011				4	A	0				65000.0	F1			0.0		A			F2	20-SEP-2021		Plug Power Common Stock		65000.0				88200.0	F3			D			
0001497486-11-000030	1616688	Stock Option		28.35		27-SEP-2011				4	J	0				10000.0					F3	A			F3		F3	Class A Common Stock		10000.0				10000.0	F3			D			
0001497486-11-000030	1616687	Stock Option		29.78		27-SEP-2011				4	J	0				11667.0					F2	A			F2		F2	Class A Common Stock		11667.0				23334.0	F2			D			
0001225208-11-022349	1400832	Phantom Stock Unit			F1	30-SEP-2011				4	A	0				369.5				40.6		A			F2		F3	Common Stock - No Par Value		369.5				24457.8				D			
0001225208-11-022348	1602161	Phantom Stock Unit			F1	30-SEP-2011				4	A	0				369.5				40.6		A			F2		F3	Common Stock - No Par Value		369.5				36904.71				D			
0001225208-11-022347	1468141	Phantom Stock Unit			F1	30-SEP-2011				4	A	0				369.5				40.6		A			F2		F3	Common Stock - No Par Value		369.5				7134.04				D			
0001225208-11-022346	1371716	Phantom Stock Unit			F1	30-SEP-2011				4	A	0				369.5				40.6		A			F2		F3	Common Stock - No Par Value		369.5				38230.09				D			
0001225208-11-022345	1540077	Phantom Stock Unit			F1	30-SEP-2011				4	A	0				369.5				40.6		A			F2		F3	Common Stock - No Par Value		369.5				12585.33				D			
0001225208-11-022344	1605330	Phantom Stock Unit			F2	30-SEP-2011				4	A	0				369.5				40.6		A			F3		F4	Common Stock - No Par Value		369.5				3413.81	F1			D			
0001225208-11-022343	1545463	Phantom Stock Unit			F2	30-SEP-2011				4	A	0				369.5				40.6		A			F3		F4	Common Stock - No Par Value		369.5				11095.88	F1			D			
0001225208-11-022342	1470609	Phantom Stock Unit			F1	30-SEP-2011				4	A	0				369.5				40.6		A			F2		F3	Common Stock - No Par Value		369.5				26652.4				D			
0001225208-11-022341	1402100	Phantom Stock Unit			F1	30-SEP-2011				4	A	0				369.5				40.6		A			F2		F3	Common Stock - No Par Value		369.5				31509.26				D			
0001497486-11-000029	1598070	Stock Option	F2	29.78		27-SEP-2011				4	J	0				10000.0					F2	A			F2		F2	Class A Common Stock		10000.0				20000.0	F2			D			
0001497486-11-000029	1598069	Stock Option	F1	28.35		27-SEP-2011				4	J	0				8334.0					F1	A			F1		F1	Class A Common Stock		8334.0				8334.0	F1			D			
0001127602-11-026145	1490189	Restricted Stock Unit	F1	0.0		29-SEP-2011				4	A	0				387.0	F2			0.0		A		02-MAY-2011		01-JAN-2013		Common Stock		387.0				3238.0				D			
0001093691-11-000026	1371014	Option to Purchase Plug Power Common Stock		1.93		20-SEP-2011				4	A	0				65000.0	F1			0.0		A			F2	20-SEP-2021		Plug Power Common Stock		65000.0				92500.0	F3, F4			D			
0001127602-11-026142	1422703	Restricted Stock Unit	F1	0.0		29-SEP-2011				4	A	0				387.0	F2			0.0		A		02-MAY-2011		01-JAN-2013		Common Stock		387.0				3238.0				D			
0001437749-11-007228	1410882	Restricted Stock Award		0.0		30-SEP-2011				4	M	0				125.0				0.0		D		30-SEP-2011		30-SEP-2011		Common Stock		125.0				0.0				D			
0001497486-11-000028	1442224	Stock Option	F3	29.78		27-SEP-2011				4	J	0				8333.0					F3	A			F3		F3	Class A Common Stock		8333.0				16667.0	F3			D			
0001497486-11-000028	1442225	Stock Option	F4	28.35		27-SEP-2011				4	J	0				5556.0					F3	A			F4		F4	Class A Common Stock		5556.0				5556.0	F3			D			
0001437749-11-007227	1502879	Restricted Stock Award		0.0		30-SEP-2011				4	M	0				125.0				0.0		D		30-SEP-2011		30-SEP-2011		Common Stock		125.0				0.0				D			
0001437749-11-007227	1502880	Restricted Stock Award		0.0		30-SEP-2011				4	M	0				250.0				0.0		D		30-SEP-2011		30-SEP-2012		Common Stock		250.0				250.0				D			
0001127602-11-026139	1458510	Restricted Stock Unit	F1	0.0		29-SEP-2011				4	A	0				872.0	F2			0.0		A		02-MAY-2011		01-JAN-2013		Common Stock		872.0				1698.0				D			
0001181431-11-050832	1507270	Non-qualified stock option		0.14		28-SEP-2011				4	A	0				200000.0				0.0		A			F1	28-SEP-2021		Common Stock		200000.0				200000.0				D			
0001127602-11-026135	1475598	Restricted Stock Unit	F1	0.0		29-SEP-2011				4	A	0				801.0	F2			0.0		A		02-MAY-2011		01-JAN-2013		Common Stock		801.0				6699.0				D			
0001140361-11-047428	1448644	Non Employee Stock Option		33.28		29-MAR-2011				4	M	0				1500.0				0.0		D		24-MAR-2006		24-MAR-2015		Common		1500.0				0.0				D			
