ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-11-049265	1398221	Stock Options (Right to Buy)		67.86		26-SEP-2011				4	M	0	F1			8000.0				0.0	F7	D		11-FEB-2006	F7	11-FEB-2015		Common Stock		8000.0				31726.0				D			
0001209191-11-049265	1398223	Stock Options (Right to Buy)		86.4		27-SEP-2011				4	M	0	F1			7000.0				0.0	F8	D		11-FEB-2009	F8	11-FEB-2018		Common Stock		7000.0				17199.0				D			
0001209191-11-049256	1513394	Option		18.81		26-SEP-2011				4	A	0				225.0				0.0		A			F1	11-AUG-2016		Common Stock		225.0				6900.0				D			
0001209191-11-049255	1563335	Option		18.81		26-SEP-2011				4	A	0				225.0				0.0		A			F1	11-AUG-2016		Common Stock		225.0				6900.0				D			
0001209191-11-049254	1496858	Option		18.81		26-SEP-2011				4	A	0				225.0				0.0		A			F1	11-AUG-2016		Common Stock		225.0				6900.0				D			
0001209191-11-049253	1549832	Option		18.81		26-SEP-2011				4	A	0				225.0				0.0		A			F1	11-AUG-2016		Common Stock		225.0				6900.0				D			
0001209191-11-049249	1424357	Non-Qualified Stock Option (Right to Buy)		10.58		01-JUL-2011				4	A	0				1204.0	F1			0.0		A		01-JUL-2011	F2	01-JUL-2021		Common Stock		1204.0	F1			1204.0				D			
0001437749-11-007124	1537931	Option to purchase		2.94		26-SEP-2011	F1			4	M	0				3400.0				2.94		D		28-SEP-2009		28-SEP-2011		Common Stock		3400.0				7185.0				D			
0001437749-11-007124	1537932	Option to purchase		2.94		26-SEP-2011	F1			4	M	0				7185.0				2.94		D		28-SEP-2009		28-SEP-2011		Common Stock		7185.0				0.0				D			
0001437749-11-007120	1447496	Option to purchase		2.03		26-SEP-2011				4	M	0				94697.0				2.03		D		28-SEP-2006		28-SEP-2011		Common Stock		94697.0				0.0				D			
0001437749-11-007120	1447497	Option to purchase		2.94		26-SEP-2011				4	M	0				85987.0				2.94		D		28-SEP-2009		28-SEP-2011		Common Stock		85987.0				0.0				D			
0001181431-11-050600	1553424	Stock Option (Right to Buy)		0.25		26-SEP-2011				4	A	0				1530000.0				0.0		A			F1	25-SEP-2021		Common Stock		1530000.0				1530000.0				D			
0001181431-11-050598	1639063	Options to Acquire Class A Common Stock		5.69		26-SEP-2011				4	M	0				5000.0				7.25		D		10-OCT-2006		10-OCT-2011		Class A Common Stock		5000.0				20600.0				D			
0000941138-11-000068	1551292	Employee Stock Option (right to buy)		18.12		26-SEP-2011				4	M	0				3333.0				0.0		D			F1	02-JAN-2012		Common Stock		3333.0				9999.0				D			
0001127602-11-026015	1485869	Stock Options (Right to Buy)		2.09		27-SEP-2011				4	M	0				11250.0				0.0		D		01-OCT-2010		30-SEP-2011		Common Stock		11250.0				0.0				D			
0001127602-11-026014	1555110	Stock Option- Right to Buy		42.47		27-SEP-2011				4	M	0				7114.0				0.0		D		01-JAN-2010		09-SEP-2016		Class A Common Stock		7114.0				0.0				D			
0001181431-11-050591	1382464	Common Stock  Warrant (right to buy)		9.34	F1	29-JUL-2011				4	X	0				70156.0				0.0		D		24-JUN-2005		24-JUN-2012		Common Stock		70156.0				0.0				D	F2, F7, F3, F6, F5, F8, F4, F9, F1		
0001181431-11-050590	1622527	Common Stock  Warrant (right to buy)		9.34	F1	29-JUL-2011				4	X	0				70156.0				0.0		D		24-JUN-2005		24-JUN-2012		Common Stock		70156.0				0.0				I		Held through KKR Financial Holdings III, LLC	F2, F7, F3, F6, F5, F8, F4, F9, F1
0001086377-11-000001	1594217	Convertible Note	F2	1.08		28-JUL-2011				4	P	0				115741.0				1.08		A		28-JUL-2011		28-JUL-2014		Common Stock		115741.0				300742.0				D			
0001086377-11-000001	1594215	Convertible Note	F1	1.2		13-JUN-2011				4	P	0				116667.0				1.2		A		13-JUN-2011		13-JUN-2014		Common Stock		116667.0				150001.0				D			
0001086377-11-000001	1594218	Warrant	F2	1.08		28-JUL-2011				4	P	0				34722.0				0.0		A		28-JUL-2011		28-JUL-2016		Common Stock		34722.0				335464.0				D			
0001086377-11-000001	1594216	Warrant	F1	1.2		13-JUN-2011				4	P	0				35000.0				0.0		A		13-JUN-2011		13-JUN-2016		Common Stock		35000.0				185001.0				D			
0000943440-11-000589	1572615	Option to Purchase Common Stock		0.05		26-SEP-2011				4	A	0				750000.0					F1	A		26-SEP-2012		26-SEP-2016		Common Stock		750000.0				750000.0				D			
0000943440-11-000589	1572616	Option to Purchase Common Stock		0.05		26-SEP-2011				4	A	0				750000.0					F1	A		26-MAR-2013		26-SEP-2016		Common Stock		750000.0				750000.0				D			
0000943440-11-000589	1572614	Option to Purchase Common Stock		0.05		26-SEP-2011				4	A	0				1500000.0					F1	A		26-MAR-2012		26-SEP-2016		Common Stock		1500000.0				1500000.0				D			
0001127602-11-026011	1470567	Phantom Stock (Deferred Compensation)			F1	26-SEP-2011				4	A	0				250.97				23.31		A			F1		F1	Common Stock		250.97				525.9				D			
0001127602-11-026010	1427222	Phantom Stock (Deferred Compensation)			F1	26-SEP-2011				4	A	0				557.7				23.31		A			F1		F1	Common Stock		557.7				6528.89				D			
0001127602-11-026009	1406487	Phantom Stock (Deferred Compensation)			F1	26-SEP-2011				4	A	0				471.9				23.31		A			F1		F1	Common Stock		471.9				18497.87				D			
0001127602-11-026008	1422197	Phantom Stock (Deferred Compensation)			F1	26-SEP-2011				4	A	0				268.13				23.31		A			F1		F1	Common Stock		268.13				3401.17				D			
0001127602-11-026007	1395335	Phantom Stock (Deferred Compensation)			F1	26-SEP-2011				4	A	0				321.75				23.31		A			F1		F1	Common Stock		321.75				3454.79				D			
0001127602-11-026006	1561283	Phantom Stock (Deferred Compensation)			F1	26-SEP-2011				4	A	0				525.53				23.31		A			F1		F1	Common Stock		525.53				51207.31				D			
0001127602-11-026005	1402509	Stock Option (Right to Buy)		68.77		26-SEP-2011				4	A	0				5970.0				0.0		A			F1	26-SEP-2021		Common Stock		5970.0				5970.0				D			
0001127602-11-026004	1514535	Phantom Stock (Deferred Compensation)			F1	26-SEP-2011				4	A	0				514.8				23.31		A			F1		F1	Common Stock		514.8				1646.4				D			
0001127602-11-026002	1487465	Phantom Stock (Deferred Compensation)			F1	26-SEP-2011				4	A	0				568.43				23.31		A			F1		F1	Common Stock		568.43				19925.51				D			
0001447348-11-000011	1533818	Non-Qualified Stock Option (right to buy)	F1	5.33		27-SEP-2011				4	M	0				746.0				6.33		D		01-JUL-2010		01-JUL-2019		Common Stock		746.0				35000.0				D			
0001222613-11-000001	1525631	Stock Option		16.56		26-SEP-2011				4	M	0				1714.0				16.56		D		20-JAN-2004		19-JAN-2013		Common Stock		1714.0				0.0				D			
0001193805-11-001886	1424738	Option		8.25		26-SEP-2011				4	J	0	F1			25000.0				0.0		D		05-FEB-2010		04-FEB-2013		Common Stock		25000.0				0.0				D			
0001193805-11-001886	1424739	Option		4.97		26-SEP-2011				4	J	0	F1			200000.0				4.97		D		29-MAR-2011		28-MAR-2015		Common Stock		200000.0				200000.0				D			
0001193805-11-001885	1459571	Option		8.25		26-SEP-2011				4	J	0	F1			25000.0				0.0		D		05-FEB-2010		04-FEB-2013		Common Stock		25000.0				0.0				D			
0001193805-11-001885	1459572	Option		4.97		26-SEP-2011				4	J	0	F1			200000.0				4.97		D		29-MAR-2011		28-MAR-2015		Common Stock		200000.0				200000.0				D			
0001193805-11-001884	1515282	Option		4.97		26-SEP-2011				4	J	0	F1			200000.0				4.97		D		29-MAR-2011		28-MAR-2015		Common Stock		200000.0				200000.0				D			
0001193805-11-001884	1515281	Option		8.25		26-SEP-2011				4	J	0	F1			25000.0				0.0		D		05-FEB-2010		04-FEB-2013		Common Stock		25000.0				0.0				D			
0001127602-11-025999	1439675	Non-qualified Stock Option (Right to Buy)		35.87		26-SEP-2011				4	M	0	F1			11176.0				0.0		D			F4	12-FEB-2018		Common Stock		11176.0				7059.0				D			
0001127602-11-025997	1502559	Non-qualified Stock Option (Right to Buy)		35.87		26-SEP-2011				4	M	0	F1			53000.0				0.0		D			F3	12-FEB-2018		Common Stock		53000.0				18635.0				D			
0001246360-11-003597	1451726	Phantom Stock-D	F1		F2	26-SEP-2011				4	A	false				174.74	F1			0.0	F3	A			F4		F4	Common Stock		174.74				9361.93				D			
0001246360-11-003596	1601649	Phantom Stock-D	F1		F2	26-SEP-2011				4	A	false				157.07	F1			0.0	F3	A			F4		F4	Common Stock		157.07				14012.2				D			
0001246360-11-003595	1618279	Phantom Stock-D	F1		F2	26-SEP-2011				4	A	false				174.74	F1			0.0	F3	A			F4		F4	Common Stock		174.74				11689.42				D			
0001246360-11-003594	1390461	Phantom Stock-D	F1		F2	26-SEP-2011				4	A	false				174.74	F1			0.0	F3	A			F4		F4	Common Stock		174.74				23915.91				D			
0001246360-11-003593	1636680	Phantom Stock-D	F1		F2	26-SEP-2011				4	A	false				145.29	F1			0.0	F3	A			F4		F4	Common Stock		145.29				1662.2				D			
0001422882-11-000005	1522221	Stock Option (right to buy)	F1	0.65		24-SEP-2011				4	A	0				150000.0				0.0		A			F2	24-SEP-2021		Common Stock		150000.0				150000.0				D			
0001397187-11-000040	1421782	Stock Option (Right to Buy)		4.14	F1	23-SEP-2011				4	M	0				10000.0	F1			0.0		D			F4	30-MAR-2016		Common Stock		10000.0	F1			310000.0	F1			D			
0001397187-11-000040	1421783	Stock Option (Right to Buy)		4.14	F1	26-SEP-2011				4	M	0				30000.0	F1			0.0		D			F4	30-MAR-2016		Common Stock		30000.0	F1			280000.0	F1			D			
0001397187-11-000040	1421784	Stock Option (Right to Buy)		4.14	F1	27-SEP-2011				4	M	0				30000.0	F1			0.0		D			F4	30-MAR-2016		Common Stock		30000.0	F1			250000.0	F1			D			
0001209191-11-049220	1493625	class A common stock		1.01		27-SEP-2011				4	M	0				3250.0				0.0		D		14-OCT-2006		14-OCT-2014		class A common stock		3250.0				23000.0				D			
0001181431-11-050581	1418362	Warrants		1.9		23-SEP-2011				4	P	0				120000.0				0.0		A		23-SEP-2011		28-SEP-2016		Common Stock		120000.0				1820000.0				I	F2, F1	See Footnote	F3
0001209191-11-049217	1417287	class A common stock		1.68		27-SEP-2011				4	M	0				3000.0				0.0		D			F2	14-NOV-2018		class A common stock		3000.0				62900.0				D			
0001181431-11-050579	1547646	Stock Option (right to buy)		5.55		25-JUL-2011				4	A	0				100000.0				0.0		A			F1	25-JUL-2021		Common Stock		100000.0				100000.0				D			
0001181431-11-050579	1547647	Stock Option (right to buy)		7.68		29-AUG-2011				4	A	0				25000.0				0.0		A			F2	29-AUG-2021		Common Stock		25000.0				25000.0				D			
0001510340-11-000037	1441075	Stock Option (right to buy)		0.03		26-SEP-2011				4	A	0				100000.0				0.0		A			F1	26-SEP-2021		Common Stock, $0.001 par value		100000.0				100000.0				D			
0001510340-11-000036	1530318	Stock Option (right to buy)		0.03		26-SEP-2011				4	A	0				100000.0				0.0		A			F1	26-SEP-2021		Common Stock, $0.001 par value		100000.0				100000.0				D			
0001492320-11-000003	1497634	Option to Purchase Common Stock		1.79		19-SEP-2011				4	A	0				14000.0				0.0		A		19-SEP-2012	F1	19-SEP-2016		Common Stock		14000.0				14000.0				D			
0001497486-11-000024	1601630	Stock Option Exercise		16.0		23-SEP-2011				4	M	0				4000.0				16.0		A		16-OCT-2001		16-OCT-2011		Class A Common Stock		4000.0				4000.0				D			
0001019687-11-003082	1429746	Stock Option (Right to buy)		1.77		26-SEP-2011				4	A	0				55000.0				0.0		A			F1	26-SEP-2018		Common Stock		55000.0				55000.0				D			
0001181431-11-050555	1389849	Employee Stock Option (Right to Buy)		2.3		01-SEP-2011				4	A	0				60000.0				0.0		A			F1	31-AUG-2021		Common Stock		60000.0				60000.0				D			
0001127602-11-025989	1556669	Non-qualified Stock Option (Right to Buy)		52.28		27-SEP-2011	F1			4	M	0				1000.0				0.0		D		22-JAN-2009	F2	22-JAN-2013		Common Stock		1000.0				101000.0				D			
0000898477-11-000001	1601654	Stock Option		5.58		23-SEP-2011				4	M	0				2000.0				5.58		D		11-APR-2002		11-OCT-2011		Common Stock		2000.0				2000.0				D			
0001396677-11-000035	1417676	Employee Stock Option (right to buy)		3.5		26-SEP-2011				4	M	0				7000.0				0.0		D			F6	13-DEC-2011		Common Stock		7000.0				63000.0				D			
0001396677-11-000035	1417675	Employee Stock Option (right to buy)		3.5		23-SEP-2011				4	M	0				5000.0				0.0		D			F6	13-DEC-2011		Common Stock		5000.0				70000.0				D			
0001396677-11-000035	1417677	Employee Stock Option (right to buy)		3.5		27-SEP-2011				4	M	0				5900.0				0.0		D			F6	13-DEC-2011		Common Stock		5900.0				57100.0				D			
0001209191-11-049197	1616870	Stock Option (right to buy)		18.0		27-SEP-2011				4	M	0				19735.0				0.0		D			F1	24-OCT-2017		Common Stock		19735.0				15800.0	F3			D			
0001209191-11-049197	1616869	Stock Option (right to buy)		18.0		23-SEP-2011				4	M	0				27665.0				0.0		D			F1	24-OCT-2017		Common Stock		27665.0				35535.0	F2			D			
0001127602-11-025984	1488604	Stock Option (Right to Buy)		68.77		26-SEP-2011				4	A	0				5970.0				0.0		A			F1	26-SEP-2021		Common Stock		5970.0				5970.0				D			
0001127602-11-025982	1579072	Stock Option (Right to Buy)		68.77		26-SEP-2011				4	A	0				5970.0				0.0		A			F2	26-SEP-2021		Common Stock		5970.0				5970.0				D			
0001264406-11-000006	1601959	Employee Stock (Right to Buy)		1.09		26-SEP-2011				4	M	0				40000.0				0.0		D		08-NOV-2009		09-NOV-2013		Common Stock		40000.0				0.0				D			
0001179110-11-013644	1639072	Stock Options (Right to Buy)		19.65		23-SEP-2011				4	M	0				10000.0				0.0	F1	D		01-DEC-2006		01-DEC-2016		Common Stock, par value $.10 per share		10000.0				30000.0				D			
0001127602-11-025979	1533637	Stock Option (Right to Buy)		68.77		26-SEP-2011				4	A	0				5970.0				0.0		A			F1	26-SEP-2021		Common Stock		5970.0				5970.0				D			
0001140361-11-047069	1590880	Stock Options (right to buy)		3.06		23-SEP-2011				4	A	0				3000.0	F1			3.06		A		23-SEP-2012		23-SEP-2021		Common Stock		3000.0				3000.0				D			
0001127602-11-025977	1524050	Stock Option (Right to Buy)		68.77		26-SEP-2011				4	A	0				5970.0				0.0		A			F1	26-SEP-2021		Common Stock		5970.0				5970.0				D			
0001209191-11-049181	1481836	Stock Option		6.68		27-SEP-2011				4	M	0				3000.0				0.0		D		30-SEP-2004		05-AUG-2013		Common Stock		3000.0				31584.0				D			
0001127602-11-025972	1513687	LTIP Units		0.0	F1	23-SEP-2011				4	A	0				61170.0				0.0		A			F2	23-SEP-2021		Operating Partnership Units		61170.0				61170.0				D			
0001127602-11-025972	1513688	Non-qualified Stock Option (Right to Buy)		53.13		23-SEP-2011				4	A	0				435078.0				0.0		A			F3	23-SEP-2021		Common Shares Of Beneficial Interest		435078.0				435078.0				D			
0001127602-11-025970	1559515	Stock Option (Right to Buy)		68.77		26-SEP-2011				4	A	0				5970.0				0.0		A			F1	26-SEP-2021		Common Stock		5970.0				5970.0				D			
0001127602-11-025968	1441157	Stock Option (Right to Buy)		68.77		26-SEP-2011				4	A	0				5970.0				0.0		A			F1	26-SEP-2021		Common Stock		5970.0				5970.0				D			
0001179110-11-013640	1603467	Stock Option		47.67		23-SEP-2011				4	A	0				2068.0				0.0		A		23-SEP-2011	F1	22-SEP-2021		Common Stock		2068.0				2068.0				D			
0001127602-11-025966	1419149	Stock Option (Right to Buy)		68.77		26-SEP-2011				4	A	0				5970.0				0.0		A			F1	26-SEP-2021		Common Stock		5970.0				5970.0				D			
0001127602-11-025964	1490215	Stock Option (Right to Buy)		68.77		26-SEP-2011				4	A	0				5970.0				0.0		A			F1	26-SEP-2021		Common Stock		5970.0				5970.0				D			
0001179110-11-013635	1523616	Stock Option (right to buy)		36.31		23-SEP-2011				4	J	0	F3			3234.0				0.0		D			F4	24-DEC-2014		Series A Liberty Starz Common Stock		3234.0				0.0				D			
0001179110-11-013635	1523617	Stock Option (right to buy)		26.03		23-SEP-2011				4	J	0	F3			19473.0				0.0		D			F4	16-DEC-2015		Series A Liberty Starz Common Stock		19473.0				0.0				D			
0001179110-11-013635	1523615	Stock Option (right to buy)		33.72		23-SEP-2011				4	J	0	F3			798.0				0.0		D			F6	29-MAR-2014		Series A Liberty Starz Common Stock		798.0				0.0				D			
0001179110-11-013635	1523611	Stock Option (right to buy)		17.26		23-SEP-2011				4	J	0	F3			6069.0				0.0		D			F4	24-DEC-2014		Series A Liberty Capital Common Stock		6069.0				0.0				D			
0001179110-11-013635	1523618	Stock Option (right to buy)		47.7		23-SEP-2011				4	J	0	F3			19819.0				0.0		D			F4	17-DEC-2016		Series A Liberty Starz Common Stock		19819.0				0.0				D			
0001179110-11-013635	1523619	Stock Option (right to buy)		51.21		23-SEP-2011				4	J	0	F3			106182.0				0.0		D			F5	19-MAR-2020		Series A Liberty Starz Common Stock		106182.0				0.0				D			
0001179110-11-013635	1523613	Stock Option (right to buy)		23.28		23-SEP-2011				4	J	0	F3			32289.0				0.0		D			F4	17-DEC-2016		Series A Liberty Capital Common Stock		32289.0				0.0				D			
0001179110-11-013635	1523614	Stock Option (right to buy)		34.39		23-SEP-2011				4	J	0	F3			207940.0				0.0		D			F5	19-MAR-2020		Series A Liberty Capital Common Stock		207940.0				0.0				D			
0001179110-11-013635	1523612	Stock Option (right to buy)		3.57		23-SEP-2011				4	J	0	F3			41399.0				0.0		D			F4	16-DEC-2015		Series A Liberty Capital Common Stock		41399.0				0.0				D			
0001140361-11-047059	1578350	Options		1.96		27-SEP-2011				4	M	0				40000.0				0.0		D			F1	15-OCT-2011		Common Stock		40000.0				0.0				D			
0001179110-11-013634	1497520	Stock Option (right to buy)		47.7		23-SEP-2011				4	J	0	F3			19819.0				0.0		A			F4	17-DEC-2016		Series A Liberty Starz Common Stock		19819.0				19819.0				D			
0001179110-11-013634	1497519	Stock Option (right to buy)		26.03		23-SEP-2011				4	J	0	F3			19473.0				0.0		A			F4	16-DEC-2015		Series A Liberty Starz Common Stock		19473.0				19473.0				D			
0001179110-11-013634	1497518	Stock Option (right to buy)		36.31		23-SEP-2011				4	J	0	F3			3234.0				0.0		A			F4	24-DEC-2014		Series A Liberty Starz Common Stock		3234.0				3234.0				D			
0001179110-11-013634	1497521	Stock Option (right to buy)		51.21		23-SEP-2011				4	J	0	F3			106182.0				0.0		A			F5	19-MAR-2020		Series A Liberty Starz Common Stock		106182.0				106182.0				D			
0001179110-11-013634	1497513	Stock Option (right to buy)		17.26		23-SEP-2011				4	J	0	F3			6069.0				0.0		A			F4	24-DEC-2014		Series A Liberty Capital Common Stock		6069.0				6069.0				D			
0001179110-11-013634	1497514	Stock Option (right to buy)		3.57		23-SEP-2011				4	J	0	F3			41399.0				0.0		A			F4	16-DEC-2015		Series A Liberty Capital Common Stock		41399.0				41399.0				D			
0001179110-11-013634	1497515	Stock Option (right to buy)		23.28		23-SEP-2011				4	J	0	F3			32289.0				0.0		A			F4	17-DEC-2016		Series A Liberty Capital Common Stock		32289.0				32289.0				D			
0001179110-11-013634	1497516	Stock Option (right to buy)		34.39		23-SEP-2011				4	J	0	F3			207940.0				0.0		A			F5	19-MAR-2020		Series A Liberty Capital Common Stock		207940.0				207940.0				D			
0001179110-11-013634	1497517	Stock Option (right to buy)		33.72		23-SEP-2011				4	J	0	F3			798.0				0.0		A			F6	29-MAR-2014		Series A Liberty Starz Common Stock		798.0				798.0				D			
0001179110-11-013633	1547369	Stock Option (right to buy)		36.31		23-SEP-2011				4	J	0	F3			6856.0				0.0		D			F4	24-DEC-2014		Series A Liberty Starz Common Stock		6856.0				0.0				D			
0001179110-11-013633	1547363	Stock Option (right to buy)		17.26		23-SEP-2011				4	J	0	F3			3218.0				0.0		D			F4	24-DEC-2014		Series A Liberty Capital Common Stock		3218.0				0.0				D			
0001179110-11-013633	1547371	Stock Option (right to buy)		47.7		23-SEP-2011				4	J	0	F3			14093.0				0.0		D			F4	17-DEC-2016		Series A Liberty Starz Common Stock		14093.0				0.0				D			
0001179110-11-013633	1547370	Stock Option (right to buy)		26.03		23-SEP-2011				4	J	0	F3			16921.0				0.0		D			F4	16-DEC-2015		Series A Liberty Starz Common Stock		16921.0				0.0				D			
0001179110-11-013633	1547364	Stock Option (right to buy)		3.57		23-SEP-2011				4	J	0	F3			22080.0				0.0		D			F4	16-DEC-2015		Series A Liberty Capital Common Stock		22080.0				0.0				D			
0001179110-11-013633	1547365	Stock Option (right to buy)		23.28		23-SEP-2011				4	J	0	F3			17221.0				0.0		D			F4	17-DEC-2016		Series A Liberty Capital Common Stock		17221.0				0.0				D			
0001179110-11-013633	1547366	Stock Option (right to buy)		34.39		23-SEP-2011				4	J	0	F3			110901.0				0.0		D			F5	19-MAR-2020		Series A Liberty Capital Common Stock		110901.0				0.0				D			
0001179110-11-013633	1547367	Stock Option (right to buy)		24.36		23-SEP-2011				4	J	0	F3			510.0				0.0		D			F6	28-FEB-2013		Series A Liberty Starz Common Stock		510.0				0.0				D			
0001179110-11-013633	1547368	Stock Option (right to buy)		33.72		23-SEP-2011				4	J	0	F3			6760.0				0.0		D			F6	29-MAR-2014		Series A Liberty Starz Common Stock		6760.0				0.0				D			
0001179110-11-013633	1547372	Stock Option (right to buy)		51.21		23-SEP-2011				4	J	0	F3			56630.0				0.0		D			F5	19-MAR-2020		Series A Liberty Starz Common Stock		56630.0				0.0				D			
0001179110-11-013632	1481094	Stock Option (right to buy)		26.03		23-SEP-2011				4	J	0	F3			16921.0				0.0		A			F4	16-DEC-2015		Series A Liberty Starz Common Stock		16921.0				16921.0				D			
0001179110-11-013632	1481093	Stock Option (right to buy)		36.31		23-SEP-2011				4	J	0	F3			6856.0				0.0		A			F4	24-DEC-2014		Series A Liberty Starz Common Stock		6856.0				6856.0				D			
0001179110-11-013632	1481092	Stock Option (right to buy)		33.72		23-SEP-2011				4	J	0	F3			6760.0				0.0		A			F6	29-MAR-2014		Series A Liberty Starz Common Stock		6760.0				6760.0				D			
0001179110-11-013632	1481095	Stock Option (right to buy)		47.7		23-SEP-2011				4	J	0	F3			14093.0				0.0		A			F4	17-DEC-2016		Series A Liberty Starz Common Stock		14093.0				14093.0				D			
0001179110-11-013632	1481090	Stock Option (right to buy)		34.39		23-SEP-2011				4	J	0	F3			110901.0				0.0		A			F5	19-MAR-2020		Series A Liberty Capital Common Stock		110901.0				110901.0				D			
0001179110-11-013632	1481091	Stock Option (right to buy)		24.36		23-SEP-2011				4	J	0	F3			510.0				0.0		A			F6	28-FEB-2013		Series A Liberty Starz Common Stock		510.0				510.0				D			
0001179110-11-013632	1481087	Stock Option (right to buy)		17.26		23-SEP-2011				4	J	0	F3			3218.0				0.0		A			F4	24-DEC-2014		Series A Liberty Capital Common Stock		3218.0				3218.0				D			
0001179110-11-013632	1481088	Stock Option (right to buy)		3.57		23-SEP-2011				4	J	0	F3			22080.0				0.0		A			F4	16-DEC-2015		Series A Liberty Capital Common Stock		22080.0				22080.0				D			
0001179110-11-013632	1481089	Stock Option (right to buy)		23.28		23-SEP-2011				4	J	0	F3			17221.0				0.0		A			F4	17-DEC-2016		Series A Liberty Capital Common Stock		17221.0				17221.0				D			
0001179110-11-013632	1481096	Stock Option (right to buy)		51.21		23-SEP-2011				4	J	0	F3			56630.0				0.0		A			F5	19-MAR-2020		Series A Liberty Starz Common Stock		56630.0				56630.0				D			
0001179110-11-013631	1587060	Stock Option (right to buy)		17.26		23-SEP-2011				4	J	0	F3			3218.0				0.0		D			F5	24-DEC-2014		Series A Liberty Capital Common Stock		3218.0				0.0				D			
0001179110-11-013631	1587061	Stock Option (right to buy)		3.57		23-SEP-2011				4	J	0	F3			22080.0				0.0		D			F5	16-DEC-2015		Series A Liberty Capital Common Stock		22080.0				0.0				D			
0001179110-11-013631	1587062	Stock Option (right to buy)		23.28		23-SEP-2011				4	J	0	F3			17221.0				0.0		D			F5	17-DEC-2016		Series A Liberty Capital Common Stock		17221.0				0.0				D			
0001179110-11-013631	1587063	Stock Option (right to buy)		34.39		23-SEP-2011				4	J	0	F3			110901.0				0.0		D			F6	19-MAR-2020		Series A Liberty Capital Common Stock		110901.0				0.0				D			
0001179110-11-013631	1587064	Stock Option (right to buy)		33.72		23-SEP-2011				4	J	0	F3			423.0				0.0		D			F4	29-MAR-2014		Series A Liberty Starz Common Stock		423.0				0.0				D			
0001179110-11-013631	1587065	Stock Option (right to buy)		36.31		23-SEP-2011				4	J	0	F3			1713.0				0.0		D			F5	24-DEC-2014		Series A Liberty Starz Common Stock		1713.0				0.0				D			
0001179110-11-013631	1587066	Stock Option (right to buy)		26.03		23-SEP-2011				4	J	0	F3			9087.0				0.0		D			F5	16-DEC-2015		Series A Liberty Starz Common Stock		9087.0				0.0				D			
0001179110-11-013631	1587067	Stock Option (right to buy)		47.7		23-SEP-2011				4	J	0	F3			9689.0				0.0		D			F5	17-DEC-2016		Series A Liberty Starz Common Stock		9689.0				0.0				D			
0001179110-11-013631	1587068	Stock Option (right to buy)		51.21		23-SEP-2011				4	J	0	F3			56630.0				0.0		D			F6	19-MAR-2020		Series A Liberty Starz Common Stock		56630.0				0.0				D			
0001179110-11-013631	1587059	Stock Option (right to buy)		15.96		23-SEP-2011				4	J	0	F3			1060.0				0.0		D			F4	29-MAR-2014		Series A Liberty Capital Common Stock		1060.0				0.0				D			
0001140361-11-047056	1496675	Stock Equiv Units			F1	23-SEP-2011				4	A	0				21.64				46.93		A			F2		F2	Com Stk		21.64				1001.52				D			
0001127602-11-025960	1584438	Stock Option (Right to Buy)		68.77		26-SEP-2011				4	A	0				5970.0				0.0		A			F1	26-SEP-2021		Common Stock		5970.0				5970.0				D			
0001179110-11-013630	1476843	Stock Option (right to buy)		3.57		23-SEP-2011				4	J	0	F3			22080.0				0.0		A			F5	16-DEC-2015		Series A Liberty Capital Common Stock		22080.0				22080.0				D			
0001179110-11-013630	1476844	Stock Option (right to buy)		23.28		23-SEP-2011				4	J	0	F3			17221.0				0.0		A			F5	17-DEC-2016		Series A Liberty Capital Common Stock		17221.0				17221.0				D			
0001179110-11-013630	1476846	Stock Option (right to buy)		33.72		23-SEP-2011				4	J	0	F3			423.0				0.0		A			F4	29-MAR-2014		Series A Liberty Starz Common Stock		423.0				423.0				D			
0001179110-11-013630	1476847	Stock Option (right to buy)		36.31		23-SEP-2011				4	J	0	F3			1713.0				0.0		A			F5	24-DEC-2014		Series A Liberty Starz Common Stock		1713.0				1713.0				D			
