ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-11-063554	935926	Stock Option (Right to Buy)		8.36					F2	22-NOV-2012		Common Stock		5000.0				5000.0				D			
0001209191-11-063554	935927	Stock Option (Right to Buy)		9.44					F3	22-NOV-2013		Common Stock		5000.0				5000.0				D			
0001209191-11-063554	935928	Stock Option (Right to Buy)		8.3					F4	22-NOV-2014		Common Stock		5000.0				5000.0				D			
0001209191-11-063554	935932	Stock Option (Right to Buy)		7.15					F8	10-NOV-2019		Common Stock		5000.0				5000.0				D			
0001209191-11-063554	935930	Stock Option (Right to Buy)		16.93					F6	22-NOV-2017		Common Stock		3571.0				3571.0				D			
0001209191-11-063554	935931	Stock Option (Right to Buy)		11.25					F7	03-NOV-2018		Common Stock		5000.0				5000.0				D			
0001209191-11-063554	935929	Stock Option (Right to Buy)		6.34					F5	13-SEP-2015		Common Stock		10000.0				10000.0				D			
0001136261-11-000717	993442	Stock Warrant Notice		0.1				13-DEC-2010		13-DEC-2015		Stock Warrant Notice		1000000.0								D			
0001136261-11-000716	1024782	Stock Option Grant Notice		0.1				21-DEC-2010		21-DEC-2020		Stock Option Grant Notice		500000.0								D			
0001136261-11-000716	1024780	Stock Option Grant Notice		0.17				12-APR-2010		12-APR-2020		Stock Option Grant Notice		500000.0								D			
0001136261-11-000716	1024781	Stock Option Grant Notice		0.23				01-JUN-2010		01-JUN-2020		Stock Option Grant Notice		500000.0								D			
0001246360-11-004418	1008052	NSO 2007		43.61				14-DEC-2007		13-DEC-2017		Class A Common Stock		3956.0				3956.0				D			
0001246360-11-004418	1008053	March 2011 Director RSU		0.0				02-MAR-2011		02-MAR-2021		Class A Common Stock		2499.0				2499.0				D			
0001246360-11-004418	1008050	Nonstatutory Stock Option 12-15-06		32.57				15-DEC-2006		14-DEC-2016		Class A Common Stock		10000.0				10000.0				D			
0001246360-11-004418	1008049	Nonstatutory Stock Option 38.0025		38.0				02-FEB-2006		01-FEB-2016		Class A Common Stock		10000.0				10000.0				D			
0001246360-11-004418	1008051	2007 Restricted Stock Unit	F1	0.0				01-JAN-2008	F2	13-DEC-2017	F3	Class A Common Stock		1319.0				1319.0				D			
0001246360-11-004417	903102	NSO 2007		43.61				14-DEC-2007		13-DEC-2017		Class A Common Stock		3956.0				3956.0				D			
0001246360-11-004417	903101	2007 Restricted Stock Unit	F1	0.0				01-JAN-2008	F2	13-DEC-2017	F3	Class A Common Stock		1319.0				1319.0				D			
0001246360-11-004417	903100	Nonstatutory Stock Option 12-15-06		32.57				15-DEC-2006		14-DEC-2016		Class A Common Stock		10000.0				10000.0				D			
0001246360-11-004417	903099	Nonstatutory Stock Option 12-15-05		30.65				15-DEC-2005		15-DEC-2015		Class A Common Stock		10000.0				10000.0				D			
