ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-19-062346	318615	Long Term Incentive Plan Units	F1	0.0		27-DEC-2019				4	A	0				273973.0				0.0		A		31-DEC-2019	F2	27-DEC-2029		Common Stock		273973.0				273973.0	F3			D			
0001209191-19-062345	149287	Long Term Incentive Plan Units	F1	0.0		27-DEC-2019				4	A	0				5023.0	F2			0.0		A		31-MAR-2020	F3	27-DEC-2029		Common Stock		5023.0				5023.0	F4			D			
0001562180-19-006296	309338	Employee Stock Option (right to buy)		0.61		30-DEC-2019				4	M	false	F1			125000.0				0.0		D			F5	25-NOV-2024		Common Shares		125000.0				100000.0				D			
0001209191-19-062344	307710	Long Term Incentive Plan Units	F2	0.0		27-DEC-2019				4	A	0				2854.0				0.0		A		31-DEC-2019	F3	27-DEC-2029		Common Stock		2854.0				2854.0	F4			D			
0001209191-19-062343	260390	Long Term Incentive Plan Units	F1	0.0		27-DEC-2019				4	A	0				5366.0	F2			0.0		A		31-MAR-2020	F3	27-DEC-2029		Common Stock		5366.0				5366.0	F4			D			
0001209191-19-062342	221017	Long Term Incentive Plan Units	F1	0.0		27-DEC-2019				4	A	0				61873.0				0.0		A		31-DEC-2019	F2	27-DEC-2029		Common Stock		61873.0				61873.0	F3			D			
0001209191-19-062341	318994	Long Term Incentive Plan Units	F1	0.0		27-DEC-2019				4	A	0				5023.0	F2			0.0		A		31-MAR-2020	F3	27-DEC-2029		Common Stock		5023.0				5023.0	F4			D			
0001209191-19-062336	306619	Employee Stock Option (Right to Buy)		272.35		27-DEC-2019				4	A	0				24379.0				0.0		A			F2	27-DEC-2029		Class A Common Stock		24379.0				24379.0				D			
0001209191-19-062336	306620	Employee Stock Option (Right to Buy)		272.35		27-DEC-2019				4	A	0				9096.0				0.0		A			F3	27-DEC-2029		Class A Common Stock		9096.0				9096.0				D			
0000899243-19-030280	158888	Employee Stock Option (Right to Buy)		2.97		31-DEC-2019				4	M	0				11941.0				0.0		D			F5	03-JAN-2027		Common Stock		11941.0				58108.0				D			
0000899243-19-030280	158885	Employee Stock Option (Right to Buy)		3.42		30-DEC-2019				4	M	0				8185.0				0.0		D			F4	24-SEP-2023		Common Stock		8185.0				106659.0				D			
0000899243-19-030280	158886	Employee Stock Option (Right to Buy)		2.97		30-DEC-2019				4	M	0				4951.0				0.0		D			F5	03-JAN-2027		Common Stock		4951.0				70049.0				D			
0000899243-19-030280	158887	Employee Stock Option (Right to Buy)		3.42		31-DEC-2019				4	M	0				5000.0				0.0		D			F4	24-SEP-2023		Common Stock		5000.0				101659.0				D			
0001179110-19-013208	209058	Restricted Stock Unit			F1	27-DEC-2019				4	M	0				30240.0					F4	D		27-DEC-2019			F4	Common Stock		30240.0				0.0				D			
0001769639-19-000018	194906	COMMON STOCK		54.75		31-DEC-2019				4	M	0				2000.0				54.75		A		26-SEP-2017		26-SEP-2026		COMMON STOCK		2000.0				3000.0				D			
0001209191-19-062331	252798	Restricted Stock Units (RSUs)			F1	28-DEC-2019				4	A	0				13750.0				0.0		A			F2		F2	Common Stock		13750.0				13750.0				D			
0001104659-19-077401	314306	Class B Common Stock			F1	31-DEC-2019				4	J	0	F1			20000.0				0.0		A			F2		F2	Class A Common Stock		20000.0				20000.0				D			
0001104659-19-077400	175599	Class B Common Stock			F1	31-DEC-2019				4	J	0	F1			20000.0				0.0		A			F2		F2	Class A Common Stock		20000.0				20000.0				D			
0001104659-19-077399	323107	Class B Common Stock			F1	31-DEC-2019				4	J	0	F1			20000.0				0.0		A			F2		F2	Class A Common Stock		20000.0				20000.0				D			
0001104659-19-077398	259713	Class B Common Stock			F1	31-DEC-2019				4	J	0	F1			20000.0				0.0		A			F2		F2	Class A Common Stock		20000.0				20000.0				D			
0001209191-19-062330	323876	Class B Common Stock			F3	31-DEC-2019				4	C	0	F3			3918.0				0.0	F3	D			F3		F3	Class A Common Stock		3918.0				4294723.0				I		Trustee	F4
0001209191-19-062330	323879	Class B Common Stock			F3	27-DEC-2019				4	C	0	F3			5649.0				0.0	F3	D			F3		F3	Class A Common Stock		5649.0				2140524.0	F7			D			
0001209191-19-062330	323880	Class B Common Stock			F3	27-DEC-2019				4	C	0	F3			3043.0				0.0	F3	D			F3		F3	Class A Common Stock		3043.0				4302488.0				I			
0001209191-19-062330	323875	Class B Common Stock			F3	31-DEC-2019				4	C	0	F3			7271.0				0.0	F3	D			F3		F3	Class A Common Stock		7271.0				2126115.0	F7			D		Trustee	F4
0001209191-19-062330	323877	Class B Common Stock			F3	30-DEC-2019				4	C	0	F3			7138.0				0.0	F3	D			F3		F3	Class A Common Stock		7138.0				2133386.0	F7			D		Trustee	F4
0001209191-19-062330	323878	Class B Common Stock			F3	30-DEC-2019				4	C	0	F3			3847.0				0.0	F3	D			F3		F3	Class A Common Stock		3847.0				4298641.0				I			
0001104659-19-077396	157611	Class B Common Stock			F1	31-DEC-2019				4	J	0	F1			80000.0				0.0		D			F2		F2	Class A Common Stock		80000.0				5020000.0				D	F3		
0001567619-19-023781	278652	Class B Common Stock			F2	30-DEC-2019				4	C	0	F1			4599.0				0.0	F2	D			F2		F2	Class A Common Stock		4599.0				11742515.0				D			
0001567619-19-023781	278651	Class B Common Stock			F2	27-DEC-2019				4	C	0	F1			3639.0				0.0	F2	D			F2		F2	Class A Common Stock		3639.0				11747114.0				D			
0001567619-19-023781	278653	Class B Common Stock			F2	31-DEC-2019				4	C	0	F1			4685.0				0.0	F2	D			F2		F2	Class A Common Stock		4685.0				11737830.0				D			
0001567619-19-023780	162322	Class B Common Stock			F2	27-DEC-2019				4	C	0	F1			5671.0				0.0	F2	D			F2		F2	Class A Common Stock		5671.0				15357074.0				D			
0001567619-19-023780	162323	Class B Common Stock			F2	30-DEC-2019				4	C	0	F1			7167.0				0.0	F2	D			F2		F2	Class A Common Stock		7167.0				15349907.0				D			
0001567619-19-023780	162324	Class B Common Stock			F2	31-DEC-2019				4	C	0	F1			7301.0				0.0	F2	D			F2		F2	Class A Common Stock		7301.0				15342606.0				D			
0001567619-19-023779	313303	Class B Common Stock			F2	31-DEC-2019				4	C	0	F1			292.0				0.0	F2	D			F2		F2	Class A Common Stock		292.0				11884841.0				D			
0001567619-19-023779	313301	Class B Common Stock			F2	27-DEC-2019				4	C	0	F1			227.0				0.0	F2	D			F2		F2	Class A Common Stock		227.0				11885420.0				D			
0001567619-19-023779	313302	Class B Common Stock			F2	30-DEC-2019				4	C	0	F1			287.0				0.0	F2	D			F2		F2	Class A Common Stock		287.0				11885133.0				D			
0001209191-19-062320	199763	Stock Option (right to buy)		63.95		30-DEC-2019				4	X	0	F1			104.0				0.0	F3	D			F2	04-MAR-2025		Common Stock		104.0				11952.0				D			
0000925421-19-000336	327076	OP Units			F5	27-DEC-2019				4	A	0				420524.0	F6				F2, F5	A		27-DEC-2020	F5		F5	Common Stock		420523.0				420523.0				D			
0000950103-19-018139	226620	Class B common stock		0.0		27-DEC-2019				4	C	0				21000.0				0.0		D			F2		F2	Class A common stock		21000.0				846500.0	F3			D			
0000925421-19-000334	314324	OP Units			F4	27-DEC-2019				4	A	0				48320.0	F4			0.0	F2, F3	A		27-DEC-2020	F3		F3	Common Stock		48320.0				48320.0				D			
0001140361-19-023544	227705	Stock Options (Right to Buy)		5.46		27-DEC-2019				4	M	0				33000.0				0.0		A		07-DEC-2016		07-DEC-2022		Common Stock		33000.0				0.0				D			
0000925421-19-000330	320477	OP Units			F5	27-DEC-2019				4	A	0				856805.0	F6				F2, F5	A		27-DEC-2020	F5		F5	Common Stock		856805.0				856805.0				D			
0001209191-19-062317	202541	Performance Units	F1		F1	28-DEC-2019				4	A	0				83142.0	F2				F2, F1	A			F2, F1		F2, F1	Common Stock, par value $0.01		83142.0				214760.0	F3			D			
0001209191-19-062315	294198	Performance Units	F1		F1	28-DEC-2019				4	A	0				83142.0	F2				F2, F1	A			F2, F1		F2, F1	Common Stock, par value $0.01		83142.0				214760.0	F3			D			
0001209191-19-062314	195269	Series A-1 Convertible Preferred Stock			F1	31-DEC-2019				4	J	0	F2			1661.0	F2			0.0		A			F1		F1	Common Stock		31389.0				68112.0				D	F3, F4		
0001209191-19-062313	160315	Series A Preferred Shares			F5	31-DEC-2019				4	S	0	F6			2000.0				50.0		D			F5	04-NOV-2024		Common Shares		91508.0				67000.0	F3, F4			I		By KMF Investments Partners, LP	F3, F4
0001127602-19-036001	291804	Phantom Stock Units			F1	27-DEC-2019				4	A	0				520.14				60.08		A			F2		F2	Common Stock		520.14				8888.62	F3			D			
0001209191-19-062310	265095	Series A  Preferred Shares			F6	31-DEC-2019				4	P	0	F7			2000.0				50.0		A			F6	04-NOV-2024		Common Shares		91508.0				533000.0	F3, F4			I		By Longfellow Energy, LP	F3, F4
0001127602-19-035999	205029	Phantom Stock Units			F1	27-DEC-2019				4	A	0				520.14				60.08		A			F2		F2	Common Stock		520.14				2392.99	F3			D			
0001209191-19-062305	269200	Performance Units	F1		F1	28-DEC-2019				4	A	0				29344.0	F2				F2, F1	A			F2, F1		F2, F1	Common Stock, par value $0.01		29344.0				29344.0	F3			D			
0001221603-19-000013	188697	Deferred Stock Units		16.72		30-DEC-2019				4	A	0				2427.93	F1			0.0		A			F2		F3	Common Stock		2427.93				2427.93				D			
0001493152-19-019942	172033	Restricted Stock Units		0.0		31-DEC-2019				4	M	0				15450.0				0.0		D			F4		F4	Common Shares		15450.0				154500.0				D			
0001209191-19-062303	293522	Non-qualified stock option (Right to Buy)		10.71		27-DEC-2019				4	M	0				1994.0				0.0		D			F1	13-DEC-2028		Common Stock		1994.0				479317.0				D			
0001209191-19-062303	293523	Non-qualified stock option (Right to Buy)		10.71		30-DEC-2019				4	M	0				40000.0				0.0		D			F1	13-DEC-2028		Common Stock		40000.0				439317.0				D			
0001221603-19-000011	213800	Deferred Stock Units		16.72		30-DEC-2019				4	A	0				1283.08	F1			0.0		A			F2		F3	Common Stock		1283.08				1283.08				D			
0001233565-19-000010	217590	Deferred Stock Units		16.72		30-DEC-2019				4	A	0				5237.74	F1			0.0		A			F2		F3	Common Stock		5237.74				5237.74				D			
0001683168-19-004106	307368	Stock Option (Right to buy)		1.5		06-DEC-2019				4	A	0				30000.0					F1	A		06-DEC-2019		06-DEC-2029		Common Stock		30000.0				120000.0				D			
0001683168-19-004105	288165	Stock Options (Right to buy)		1.5		06-DEC-2019				4	A	0				20000.0					F1	A		06-DEC-2019		06-DEC-2029		Common Stock		20000.0				94000.0				D			
0001683168-19-004104	307028	Stock Options (Rights to buy)		1.5		06-DEC-2019				4	A	0				20000.0					F1	A		06-DEC-2019		06-DEC-2029		Common Stock		20000.0				80000.0				D			
0000723125-19-000195	257741	Deferred Stock Units		0.0		31-DEC-2019				4	A	0				587.0				0.0		A			F1		F1	Common Stock		587.0				587.0				D			
0001659166-19-000258	327190	Executive Deferred Incentive Program - Fortive Stock Fund	F1	0.0	F2	27-DEC-2019				5	A	0		E		7.25				76.58		A			F3		F3	Common Stock		7.25				7942.0				D			
0001659166-19-000257	309299	Executive Deferred Incentive Program - Fortive Stock Fund	F1	0.0	F2	27-DEC-2019				5	A	0		E		2.33				76.58		A			F3		F3	Common Stock		2.33				2549.13				D			
0001659166-19-000256	263910	Executive Deferred Incentive Program - Fortive Stock Fund	F1	0.0	F2	27-DEC-2019				5	A	0		E		91.17				76.58		A			F3		F3	Common Stock		91.17				99834.9				D			
0001659166-19-000255	216172	Executive Deferred Incentive Program - Fortive Stock Fund	F1	0.0	F2	27-DEC-2019				5	A	0		E		23.26				76.58		A			F3		F3	Common Stock		23.26				25465.09				D			
0001659166-19-000254	247895	Executive Deferred Incentive Program - Fortive Stock Fund	F1	0.0	F2	27-DEC-2019				5	A	0		E		5.02				76.58		A			F3		F3	Common Stock		5.02				5494.16				D			
0001659166-19-000253	218496	Executive Deferred Incentive Program - Fortive Stock Fund	F1	0.0	F2	27-DEC-2019				5	A	0		E		2.77				76.58		A			F3		F3	Common Stock		2.77				3030.64				D			
0001659166-19-000252	278079	Executive Deferred Incentive Program - Fortive Stock Fund	F1	0.0	F2	27-DEC-2019				5	A	0		E		2.68				76.58		A			F3		F3	Common Stock		2.68				2934.3				D			
0001659166-19-000251	308211	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	27-DEC-2019				5	A	0		E		0.18				76.58		A			F3		F3	Common Stock		0.18				200.68				D			
0001659166-19-000250	259074	Executive Deferred Incentive Program - Fortive Stock Fund	F1	0.0	F2	27-DEC-2019				5	A	0		E		49.27				76.58		A			F3		F3	Common Stock		49.27				53949.66				D			
0001659166-19-000249	164308	Executive Deferred Incentive Program - Fortive Stock Fund	F1	0.0	F2	27-DEC-2019				5	A	0		E		13.14				76.58		A			F3		F3	Common Stock		13.14				14390.66				D			
0000750004-19-000120	169960	Restricted Stock Units			F4	31-DEC-2019				4	M	0				7710.0				0.0		D			F4		F4	Common Stock		7710.0				0.0				D			
0000750004-19-000120	169958	Restricted Stock Units			F2	31-DEC-2019				4	M	0				3110.0				0.0		D			F2		F2	Common Stock		3110.0				0.0				D			
0000750004-19-000120	169957	Restricted Stock Units			F1	31-DEC-2019				4	M	0				4339.0				0.0		D			F1		F1	Common Stock		4339.0				0.0				D			
0000750004-19-000120	169959	Restricted Stock Units			F3	31-DEC-2019				4	M	0				2091.0				0.0		D			F3		F3	Common Stock		2091.0				0.0				D			
0001209191-19-062290	258944	Employee Stock Option (right to buy)		2.24		27-DEC-2019				4	M	0				44642.0				0.0		D			F3	06-JAN-2029		Common Stock		44642.0				487171.0				D			
0001792066-19-000025	172909	Common Stock			F2	31-DEC-2019			F1	4	M	0				6000.0				0.0		D		30-DEC-2019		03-DEC-2022		Common Stock		6000.0				12000.0				D			
0001455863-19-000031	310132	Restricted Stock Units			F1	27-DEC-2019				4	M	0				3463.0				0.0		D			F1		F1	Common Shares of Beneficial Interest		3463.0				10389.0				D			
0001103021-19-000061	237157	Stock Options (right to buy)	F1	1.96		26-DEC-2019				4	M	0				10000.0				0.0		D		12-FEB-2012		12-FEB-2022		Common Stock		10000.0				0.0				D			
0000950103-19-018114	152884	Stock Options (Right to Buy)		8.58		30-DEC-2019	F1			4	D	0				500000.0				6.42		D			F4	15-MAR-2027		Class A Common Stock		500000.0				0.0				D			
0000950103-19-018114	152883	Stock Options (Right to Buy)		6.78		30-DEC-2019	F1			4	D	0				1500000.0				8.22		D			F4	13-MAY-2025		Class A Common Stock		1500000.0				0.0				D			
0000950103-19-018114	152882	Stock Options (Right to Buy)		5.06		30-DEC-2019	F1			4	D	0				500000.0				9.94		D			F4	28-JUN-2023		Class A Common Stock		500000.0				0.0				D			
0001127602-19-035995	150822	Non-Qualified Stock Option (Right to Buy)		23.27		30-DEC-2019				4	M	0				16500.0				0.0		D			F4	20-JUL-2022		Class B Common Stock		16500.0				33000.0				D			
0001126328-19-000275	299595	Phantom Stock Units			F1	27-DEC-2019				4	A	0				14.0				54.76		A			F2		F2	Common Stock		14.0				1408.3				D			
0000950103-19-018113	188618	Stock Options (Right to Buy)		8.56		30-DEC-2019	F1			4	D	0				37500.0				6.44		D			F4	02-AUG-2026		Class A Common Stock		37500.0				0.0				D			
