ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001225208-18-013818	387742	LTIP Units	F1		F1	27-SEP-2018				4	A	0				132276.0					F1	A			F1		F1	Common Shares		132276.0				132276.0				D			
0001225208-18-013818	387743	LTIP Units	F2		F2	27-SEP-2018				4	A	0				38352.0					F2	A			F2		F2	Common Shares		38352.0				170628.0				D			
0000899243-18-025556	448348	Stock Option (right to buy)		16.0		26-SEP-2018				4	J	0	F1			31360.0				0.0		A			F2	25-SEP-2028		Common Stock		31360.0				31360.0				D			
0000899243-18-025556	448349	Stock Option (right to buy)		16.0		26-SEP-2018				4	J	0	F1			203790.0				0.0		A			F2	25-SEP-2028		Common Stock		203790.0				203790.0				D			
0000899243-18-025553	357370	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				132880.0				0.0		A			F5	25-SEP-2028		Common Stock		132880.0				132880.0				D			
0000899243-18-025553	357369	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				200440.0				0.0		A			F4	25-SEP-2028		Common Stock		200440.0				200440.0				D			
0000899243-18-025553	357368	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				13360.0				0.0		A			F3	25-SEP-2028		Common Stock		13360.0				13360.0				D			
0000899243-18-025553	357366	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				106900.0				0.0		A			F1	25-SEP-2028		Common Stock		106900.0				106900.0				D			
0000899243-18-025553	357367	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				13360.0				0.0		A			F2	25-SEP-2028		Common Stock		13360.0				13360.0				D			
0000899243-18-025551	411335	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				15160.0				0.0		A			F3	25-SEP-2028		Common Stock		15160.0				15160.0				D			
0000899243-18-025551	411333	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				1980.0				0.0		A			F1	25-SEP-2028		Common Stock		1980.0				1980.0				D			
0000899243-18-025551	411337	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				81770.0				0.0		A			F5	25-SEP-2028		Common Stock		81770.0				81770.0				D			
0000899243-18-025551	411336	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				5200.0				0.0		A			F4	25-SEP-2028		Common Stock		5200.0				5200.0				D			
0000899243-18-025551	411338	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				27330.0				0.0		A			F6	25-SEP-2028		Common Stock		27330.0				27330.0				D			
0000899243-18-025551	411334	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				31710.0				0.0		A			F2	25-SEP-2028		Common Stock		31710.0				31710.0				D			
0000899243-18-025549	357763	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				2600.0				0.0		A			F4	25-SEP-2028		Common Stock		2600.0				2600.0				D			
0000899243-18-025549	357762	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				5340.0				0.0		A			F3	25-SEP-2028		Common Stock		5340.0				5340.0				D			
0000899243-18-025549	357761	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				10390.0				0.0		A			F2	25-SEP-2028		Common Stock		10390.0				10390.0				D			
0000899243-18-025549	357760	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				15860.0				0.0		A			F1	25-SEP-2028		Common Stock		15860.0				15860.0				D		By wife	
0000899243-18-025549	357764	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				20440.0				0.0		A			F5	25-SEP-2028		Common Stock		20440.0				20440.0				D			
0000899243-18-025549	357766	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				5110.0				0.0		A			F7	25-SEP-2028		Common Stock		5110.0				5110.0				I			
0000899243-18-025549	357765	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				34550.0				0.0		A			F6	25-SEP-2028		Common Stock		34550.0				34550.0				D			
0000899243-18-025547	433718	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				6960.0				0.0		A			F1	25-SEP-2028		Common Stock		6960.0				6960.0				D			
0000899243-18-025547	433719	Stock Option (right to buy)		16.0		26-SEP-2018				4	A	0				32870.0				0.0		A			F2	25-SEP-2028		Common Stock		32870.0				32870.0				D			
0001127602-18-028594	350615	Class B Common Stock	F9		F9	27-SEP-2018				4	M	0				55000.0				0.0		A			F9		F9	Class A Common Stock		55000.0				55000.0				I		By Sheryl K. Sandberg, Trustee of Sheryl K. Sandberg Revocable Trust UTA dated September 3, 2004	F2
0001127602-18-028594	350614	Stock Option (Right to Buy Class B Common Stock)		10.39		27-SEP-2018				4	M	0				55000.0				0.0		D			F8	22-JUL-2020		Class B Common Stock	F9	55000.0				543334.0				I		By Sheryl K. Sandberg, Trustee of Sheryl K. Sandberg Revocable Trust UTA dated September 3, 2004	F10
0001127602-18-028594	350616	Class B Common Stock	F9		F9	27-SEP-2018				4	C	0				55000.0	F11			0.0		D			F9		F9	Class A Common Stock		55000.0				0.0				I		By Sheryl K. Sandberg, Trustee of Sheryl K. Sandberg Revocable Trust UTA dated September 3, 2004	F2
0001209191-18-052631	410165	Employee Stock Option (right to buy)		8.52		28-SEP-2018				4	M	0				6969.0				0.0		D			F4	05-JUN-2025		Common Stock		6969.0				165030.0				D			
0001209191-18-052625	414753	Stock Option (Right to Buy)		5.2		26-SEP-2018				4	A	0				44510.0				0.0		A			F2	26-SEP-2028		Common Stock		44510.0				44510.0				D			
0001209191-18-052624	419746	Stock Option (Right to Buy)		5.2		26-SEP-2018				4	A	0				59347.0				0.0		A			F2	26-SEP-2028		Common Stock		59347.0				59347.0				D			
0001209191-18-052623	440584	Stock Option (Right to Buy)		5.2		26-SEP-2018				4	A	0				44510.0				0.0		A			F2	26-SEP-2028		Common Stock		44510.0				44510.0				D			
0001209191-18-052622	393942	Stock Option (Right to Buy)		5.2		26-SEP-2018				4	A	0				44510.0				0.0		A			F2	26-SEP-2028		Common Stock		44510.0				44510.0				D			
0001209191-18-052621	374645	Stock Option (Right to Buy)		5.2		26-SEP-2018				4	A	0				44510.0				0.0		A			F2	26-SEP-2028		Common Stock		44510.0				44510.0				D			
0001567619-18-003290	394719	Stock Option (Right to buy Common Stock)		14.39		27-SEP-2018	F1			4	M	0				2150.0				0.0		D		12-NOV-2009		11-MAY-2019		Common Stock		2150.0				4300.0	F2			D			
0001367859-18-000115	428814	Series A Preferred Stock			F1	28-SEP-2018				4	C	0				385.0				0.0		D			F1		F1	Common Stock		3850.0				0.0				I		By IRA	F2
0001367859-18-000114	401760	Series A Preferred Stock			F1	28-SEP-2018				4	C	0				250.0				0.0		D			F1		F1	Common Stock		2500.0				0.0				D			
0001367859-18-000113	389053	Series A Preferred Stock			F1	28-SEP-2018				4	C	0				769.0				0.0		D			F1		F1	Common Stock		7690.0				0.0				I		By AG Risk Managers LLC	F3
0001367859-18-000113	389052	Series A Preferred Stock			F1	28-SEP-2018				4	C	0				769.0				0.0		D			F1		F1	Common Stock		7690.0				0.0				I		By IRA	F2
0001367859-18-000112	404693	Series A Preferred Stock			F1	28-SEP-2018				4	C	0				385.0				0.0		D			F1		F1	Common Stock		3850.0				0.0				D			
0001367859-18-000111	361127	Series A Preferred Stock			F1	28-SEP-2018				4	C	0				1154.0				0.0		D			F1		F1	Common Stock		11540.0				0.0				I		By IRA	F2
0001367859-18-000110	340273	Series A Preferred Stock			F1	28-SEP-2018				4	C	0				1000.0				0.0		D			F1		F1	Common Stock		10000.0				0.0				D			
0001367859-18-000109	438605	Series A Preferred Stock			F1	28-SEP-2018				4	C	0				1923.0				0.0		D			F1		F1	Common Stock		19230.0				0.0				I		By IRA	F2
0001367859-18-000109	438606	Series A Preferred Stock			F1	28-SEP-2018				4	C	0				846.0				0.0		D			F1		F1	Common Stock		8460.0				0.0				I		By Roth IRA	F3
0000919574-18-006392	344185	6.00% Senior Secured Convertible Notes due 2023			F2, F1	26-SEP-2018			F2, F1	4	A	0						3726000.0		3700117.02		A			F3		F3	Common Stock		21424.0	F2, F1					3726000.0		D	F7		
0000919574-18-006392	344184	6.00% Senior Secured Convertible Notes due 2023			F2, F1	26-SEP-2018			F2, F1	4	A	0						5071000.0		5035751.1		A			F3		F3	Common Stock		29158.0	F2, F1					5071000.0		D	F6		
0000919574-18-006392	344182	6.00% Senior Secured Convertible Notes due 2023			F2, F1	26-SEP-2018			F2, F1	4	A	0						23900000.0		23722062.5		A			F3		F3	Common Stock		137425.0	F2, F1					23900000.0		I		See Footnote	F4
0000919574-18-006392	344183	6.00% Senior Secured Convertible Notes due 2023			F2, F1	26-SEP-2018			F2, F1	4	A	0						15103000.0		14986194.38		A			F3		F3	Common Stock		86842.0	F2, F1					15103000.0		D	F5		
0001367859-18-000101	385929	Series A Preferred Stock			F1	28-SEP-2018				4	C	0				769.0				0.0		D			F1		F1	Common Stock		7690.0				0.0				I		By IRA	F2
0001016281-18-000100	402638	Stock Options		20.26		26-SEP-2018				4	M	0				30000.0				0.0		D			F2	25-FEB-2019		Common Stock		30000.0				0.0				D			
0001179110-18-011734	416930	Stock Appreciation Rights		4.88		27-AUG-2018				4	A	0				153688.0				0.0		A			F5	27-AUG-2028		Common Stock		153688.0				153688.0				D			
0001179110-18-011733	392809	Stock Appreciation Rights		4.88		27-AUG-2018				4	A	0				57377.0				0.0		A			F3	27-AUG-2028		Common Stock		57377.0				57377.0				D			
0001179110-18-011731	439912	Stock Appreciation Rights		4.88		27-AUG-2018				4	A	0				57377.0				0.0		A			F3	27-AUG-2028		Common Stock		57377.0				57377.0				D			
0001179110-18-011730	452609	Stock Appreciation Rights		4.88		27-AUG-2018				4	A	0				86065.0				0.0		A			F3	27-AUG-2028		Common Stock		86065.0				86065.0				D			
0001179110-18-011729	407578	Stock Appreciation Rights		4.88		27-AUG-2018				4	A	0				86065.0				0.0		A			F5	27-AUG-2028		Common Stock		86065.0				86065.0				D			
0001179110-18-011727	385937	Stock Appreciation Rights		4.88		27-AUG-2018				4	A	0				2459.0				0.0		A			F1	27-AUG-2028		Common Stock		2459.0				2459.0				D			
0001304186-18-000014	419828	Class B Shares/Class A Units/GP Units		0.0		28-SEP-2018				4	M	0				45405.0				0.0		D			F2, F1		F2, F1	Class A Shares		45405.0				16634621.0	F5			I		See footnotes	F2, F1
0001113256-18-000091	391744	Restricted Share Units		0.0		26-SEP-2018				4	A	0				28258.0				0.0		A			F3		F3	Common Stock		28258.0				28258.0				D			
0001113256-18-000091	391743	Restricted Share Units		0.0		26-SEP-2018				4	A	0				33033.0				0.0		A			F2		F2	Common Stock		33033.0				33033.0				D			
0001113256-18-000090	407139	Restricted Share Units		0.0		26-SEP-2018				4	A	0				54975.0				0.0		A			F1		F1	Common Stock		54975.0				54975.0				D			
0001113256-18-000089	382583	Restricted Share Units		0.0		26-SEP-2018				4	A	0				87345.0				0.0		A			F1		F1	Common Stock		87345.0				87345.0				D			
0001113256-18-000088	415463	Restricted Share Units		0.0		26-SEP-2018				4	A	0				49044.0				0.0		A			F1		F1	Common Stock		49044.0				49044.0				D			
0001113256-18-000087	345685	Restricted Share Units		0.0		26-SEP-2018				4	A	0				45214.0				0.0		A			F2		F2	Common Stock		45214.0				45214.0				D			
0001113256-18-000086	416275	Restricted Share Units		0.0		26-SEP-2018				4	A	0				359658.0				0.0		A			F1		F1	Common Stock		359658.0				359658.0				D			
0001113256-18-000085	391099	Restricted Share Units		0.0		26-SEP-2018				4	A	0				6165.0				0.0		A			F1		F1	Common Stock		6165.0				6165.0				D			
0001304186-18-000013	389378	Class B Shares/Class A Units/GP Units		0.0		28-SEP-2018				4	M	0				45405.0				0.0		A			F2, F1		F2, F1	Class A Shares		45405.0				16634621.0	F6			I		See footnotes	F2, F1, F3
0001567619-18-003286	420609	Series 1 Preferred Stock			F1	28-SEP-2018				4	J	0				1295.0					F2	A			F1		F1	Common Stock			F1			130849.0	F2			I		by Intrexon	F3
0001595585-18-000012	453603	Employee Stock Option (right to buy)		31.85		27-SEP-2018				4	A	0				125000.0				0.0		A			F1	01-AUG-2028		Common Stock		125000.0				250625.0				D			
0001205233-18-000074	434144	Performance Stock Option		74.6		20-SEP-2018				4	A	0				496397.0				0.0		A			F1	19-SEP-2025		Common Stock		496397.0				496397.0				D			
0000018230-18-000257	438245	Phantom Stock Units			F1	26-SEP-2018				4	A	0				8.0	F2			153.17		A			F3		F3	Common Stock		8.0				251.0				D			
0001104659-18-059463	339179	Employee Stock Option(right to buy		3.25		26-SEP-2018				4	A	0				37258.0				0.0		A			F3	26-SEP-2028		Common Stock		37258.0				37258.0				D			
0000018230-18-000256	369916	Phantom Stock Units			F1	26-SEP-2018				4	A	0				78.0	F2			153.17		A			F3		F3	Common Stock		78.0				4019.0				D			
0000018230-18-000255	360962	Phantom Stock Units			F1	26-SEP-2018				4	A	0				74.0	F2			153.17		A			F3		F3	Common Stock		74.0				7251.0				D			
0001615774-18-010212	367939	Restricted Stock Units	F1		F2	24-SEP-2018				4	A	0				50000.0				0.0		A			F3		F3	Common Stock		50000.0				50000.0				D			
0000018230-18-000254	431071	Phantom Stock Units			F1	26-SEP-2018				4	A	0				48.0	F2			153.17		A			F3		F3	Common Stock		48.0				48.0				D			
0001209191-18-052606	361329	Class B Common Stock	F9		F9	26-SEP-2018				4	C	0	F1			103035.0				0.0		D			F9		F9	Class A Common Stock		103035.0				54715201.0				I		See Footnote	F2
0000018230-18-000253	342989	Phantom Stock Units			F1	26-SEP-2018				4	A	0				6.0	F2			153.17		A			F3		F3	Common Stock		6.0				3220.0				D			
0001493152-18-013904	403536	Warrant		0.25		11-JAN-2018				4	J	0	F1			148360.0					F1	A		01-JAN-2018		30-NOV-2022		Common stock		148360.0				465841.0				D			
0001493152-18-013903	362582	Warrant		0.25		11-JAN-2018				4	J	0	F1			210000.0		200000.0			F1	A		01-JAN-2018		30-NOV-2022		Common stock		210000.0				1796305.0				D			
0001493152-18-013903	362583	Convertible Note		0.13		26-SEP-2018				4	P	0								200000.0		A		26-SEP-2018			F2	Common stock		1538461.0				3334766.0				D			
0001493152-18-013902	434375	Series A Preferred Stock			F1	24-SEP-2018				4	S	0				505000.0					F2	D			F1		F1	Common Stock		505000.0				8815414.0				D			
0001493152-18-013899	444559	Convertible Note		0.13		26-SEP-2018				4	P	0								200000.0		A		26-SEP-2018			F2	Common stock		1538461.0				4715977.0				D			
0001493152-18-013899	444558	Warrant		0.25		11-JAN-2018				4	J	0	F1			210000.0		200000.0			F1	A		11-JAN-2018		30-NOV-2022		Common stock		210000.0				3177516.0				D			
0001127602-18-028587	443008	Deferred Compensation - Phantom Units			F1	26-SEP-2018				4	A	0				420.0				0.0		A			F2		F2	Common Units		420.0				420.0				D			
0001213900-18-013232	451769	Stock Option (Right to Buy)	F1	1.67		27-SEP-2018				4	A	0				17964.0				0.0		A			F1	26-SEP-2028		Common Stock		17964.0				17964.0				D			
0001213900-18-013229	383489	Stock Option (Right to Buy)	F1	1.67		27-SEP-2018				4	A	0				17964.0				0.0		A			F1	26-SEP-2028		Common Stock		17964.0				17964.0				D			
0001127602-18-028585	450014	Deferred Compensation - Phantom Units			F1	26-SEP-2018				4	A	0				1080.0				0.0		A			F2		F2	Common Units		1080.0				1080.0				D			
0001213900-18-013226	359960	Stock Option (Right to Buy)	F1	1.67		27-SEP-2018				4	A	0				17964.0				0.0		A			F1	26-SEP-2028		Common Stock		17964.0				17964.0				D			
0001209191-18-052590	420035	Non-Qualified Stock Option (right to buy)		2.76		27-SEP-2018				4	A	0				15000.0				0.0		A			F2	27-SEP-2028		Class B Common Stock		15000.0				15000.0				D			
0001213900-18-013223	371933	Stock Option (Right to Buy)	F1	1.67		27-SEP-2018				4	A	0				17964.0				0.0		A			F1	26-SEP-2028		Common Stock		17964.0				17964.0				D			
0001213900-18-013220	429368	Stock Option (Right to Buy)	F1	1.67		27-SEP-2018				4	A	0				17964.0				0.0		A			F1	26-SEP-2028		Common Stock		17964.0				17964.0				D			
0001304186-18-000012	371434	Class B Shares/Class A Units/GP Units		0.0		28-SEP-2018				4	M	0				45405.0				0.0		D			F2, F1		F2, F1	Class A Shares		45405.0				16634621.0	F5			I		See footnotes	F2, F1
0001209191-18-052588	344860	Class B Common Stock			F3	26-SEP-2018				4	C	0	F1			18000.0				0.0		D			F3		F3	Class A Common Stock		18000.0				0.0				D			
0001209191-18-052588	344859	Class B Common Stock			F3	26-SEP-2018				4	M	0	F1			18000.0				0.0		A			F3		F3	Class A Common Stock		18000.0				18000.0				D			
0001209191-18-052588	344858	Stock Option (right to buy)		9.65		26-SEP-2018				4	M	0	F1			18000.0				0.0		D			F5	07-OCT-2024		Class B Common Stock		18000.0				854500.0				D			
0001437749-18-017599	349310	Stock Appreciation Right		14.76		01-JUN-2018				4	M	0				4500.0				0.0		D		17-FEB-2010		17-FEB-2019		Common Stock		4500.0				0.0				D			
0001553350-18-001074	417217	Class A Common Stock Purchase Option	F1	4.2		11-SEP-2018				4	A	0				250000.0				0.0		A		11-SEP-2018		11-SEP-2021		Class A Common Stock		250000.0				250000.0				D			
0001614178-18-000396	450682	Employee Stock Option (Right to Buy)		3.06		27-SEP-2018				4	M	0	F3			10000.0				0.0		D			F5	01-OCT-2024		Common Stock		10000.0				360000.0				D			
0001614178-18-000396	450681	Employee Stock Option (Right to Buy)		3.06		26-SEP-2018				4	M	0	F1			10000.0				0.0		D			F5	01-OCT-2024		Common Stock		10000.0				370000.0				D			
0001735276-18-000076	383392	Performance Stock Option 2015 (right to buy)		88.95		27-SEP-2018				4	A	0	F1			3500.0				0.0		A		27-SEP-2018		18-DEC-2025		Common Stock		3500.0				10500.0				D			
0001735276-18-000076	383393	Performance Stock Option 2016 (right to buy)		42.22		27-SEP-2018				4	A	0	F2			6250.0				0.0		A		27-SEP-2018		20-DEC-2026		Common Stock		6250.0				12500.0				D			
0001735276-18-000075	436506	Performance Stock Option 2016 (right to buy)		42.22		27-SEP-2018				4	A	0	F1			6250.0				0.0		A		27-SEP-2018		20-DEC-2026		Common Stock		6250.0				12500.0				D			
0001735276-18-000074	442827	Performance Stock Option 2016 (right to buy)		42.22		27-SEP-2018				4	A	0	F2			6250.0				0.0		A		27-SEP-2018		20-DEC-2026		Common Stock		6250.0				12500.0				D			
0001735276-18-000074	442826	Performance Stock Option 2015 (right to buy)		88.95		27-SEP-2018				4	A	0	F1			7500.0				0.0		A		27-SEP-2018		18-DEC-2025		Common Stock		7500.0				22500.0				D			
0001209191-18-052586	435469	Restricted Stock Unit			F1	26-SEP-2018				4	A	0				32186.0				0.0		A			F2		F2	Common Stock		32186.0				32186.0				D			
0001735276-18-000073	440850	Performance Stock Option 2015 (right to buy)		88.95		27-SEP-2018				4	A	0	F1			16250.0				0.0		A		27-SEP-2018		18-DEC-2025		Common Stock		16250.0				48750.0				D			
0001735276-18-000073	440851	Performance Stock Option 2016 (right to buy)		42.22		27-SEP-2018				4	A	0	F2			6250.0				0.0		A		27-SEP-2018		20-DEC-2026		Common Stock		6250.0				12500.0				D			
0001209191-18-052583	383055	Restricted Stock Unit			F1	26-SEP-2018				4	A	0				23758.0				0.0		A			F2		F2	Common Stock		23758.0				23758.0				D			
0001209191-18-052582	356081	Non-Qualified Stock Option (right to buy)		2.76		27-SEP-2018				4	A	0				15000.0				0.0		A			F2	27-SEP-2028		Class B Common Stock		15000.0				15000.0				D			
0001735276-18-000072	375452	Performance Stock Option 2015 (right to buy)		88.95		27-SEP-2018				4	A	0	F1			1800.0				0.0		A		27-SEP-2018		18-DEC-2025		Common Stock		1800.0				5400.0				D			
0001735276-18-000072	375453	Performance Stock Option 2016 (right to buy)		42.22		27-SEP-2018				4	A	0	F2			1387.0				0.0		A		27-SEP-2018		20-DEC-2026		Common Stock		1387.0				2775.0				D			
0001735276-18-000071	394732	Performance Stock Option 2015 (right to buy)		88.95		27-SEP-2018				4	A	0	F1			10000.0				0.0		A		27-SEP-2018		18-DEC-2025		Common Stock		10000.0				30000.0				D			
0001735276-18-000071	394733	Performance Stock Option 2016 (right to buy)		42.22		27-SEP-2018				4	A	0	F2			6250.0				0.0		A		27-SEP-2018		20-DEC-2026		Common Stock		6250.0				12500.0				D			
0001209191-18-052576	413829	Non-Qualified Stock Option (right to buy)		2.76		27-SEP-2018				4	A	0				15000.0				0.0		A			F2	27-SEP-2028		Class B Common Stock		15000.0				15000.0				D			
0001213900-18-013215	359696	Option to purchase Common Stock		0.1		26-SEP-2018				4	O	0				40800.0				0.1		D		30-SEP-2015		30-SEP-2018		Common Stock		40800.0				0.0				D			
0001209191-18-052565	345300	Restricted Stock Unit			F1	26-SEP-2018				4	A	0				11764.0				0.0		A			F2		F2	Common Stock		11764.0				11764.0				D			
0001209191-18-052563	350422	Non-Qualified Stock Option (right to buy)		2.76		27-SEP-2018				4	A	0				15000.0				0.0		A			F3	27-SEP-2028		Class B Common Stock		15000.0				15000.0				D			
0001144204-18-051563	442543	Employee Stock Option (right to buy)		12.97		26-SEP-2018				4	M	0				100000.0				0.0		D		27-SEP-2017		27-SEP-2018		Common Stock		100000.0				0.0				D			
0001237899-18-000016	388566	Non-Qualified Stock Option (right to buy)		273.67		27-SEP-2018				4	M	0	F1			2000.0				0.0		D			F8	02-JAN-2024		Common Stock		2000.0				10750.0				D			
0000899243-18-025514	390065	Stock Option		7.0		26-SEP-2018				4	M	0				21302.0				0.0		D			F3	28-FEB-2027		Common Stock		21302.0				71098.0				D			
0000899243-18-025514	390063	Stock Option		1.79		26-SEP-2018				4	M	0				5880.0				0.0		D			F1	10-FEB-2022		Common Stock		5880.0				0.0				D			
0000899243-18-025514	390064	Stock Option		5.72		26-SEP-2018				4	M	0				3500.0				0.0		D			F2	20-SEP-2026		Common Stock		3500.0				2100.0				D			
0000899243-18-025513	351689	Stock Option		1.79		26-SEP-2018				4	M	0				236943.0				0.0		D			F1	30-SEP-2021		Common Stock		236943.0				311367.0				D			
0000899243-18-025512	374250	Stock Option		4.26		26-SEP-2018				4	M	0				104725.0				0.0		D			F1	26-SEP-2022		Common Stock		104725.0				98275.0				D			
0000899243-18-025512	374249	Stock Option		1.79		26-SEP-2018				4	M	0				5880.0				0.0		D			F1	10-FEB-2022		Common Stock		5880.0				0.0				D			
0000899243-18-025510	418283	Stock Option		5.72		26-SEP-2018				4	M	0				178498.0				0.0		D			F1	09-MAY-2026		Common Stock		178498.0				276502.0				D			
0000899243-18-025509	340207	Stock Option		7.0		26-SEP-2018				4	M	0				61686.0				0.0		D			F1	05-JUN-2027		Common Stock		61686.0				113314.0				D			
0000899243-18-025508	359982	Stock Option		1.79		26-SEP-2018				4	M	0				6996.0				0.0		D			F1	13-APR-2022		Common Stock		6996.0				35004.0				D			
