ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-18-028604	186915	IRP Unit			F2				F2		F2	Common Stock		3139.0								D			
0001127602-18-028602	256560	Stock Option (Right to Buy)		11.17					F7	15-FEB-2023		Common Stock		33317.0								D			
0001127602-18-028602	256563	Units			F10				F10		F10	Common Stock		24373.0								D			
0001127602-18-028602	256562	Stock Option (Right to Buy)		11.89					F9	20-FEB-2025		Common Stock		46092.0								D			
0001127602-18-028602	256561	Stock Option (Right to Buy)		14.63					F8	21-FEB-2024		Common Stock		26917.0								D			
0001127602-18-028602	256559	Stock Option (Right to Buy)		13.7					F6	17-FEB-2022		Common Stock		19134.0								D			
0001127602-18-028602	256556	IRP Unit			F3				F3		F3	Common Stock		78352.0								D			
0001127602-18-028602	256557	Stock Option (Right to Buy)		12.18					F4	19-FEB-2020		Common Stock		12864.0								D			
0001127602-18-028602	256558	Stock Option (Right to Buy)		12.88					F5	18-FEB-2021		Common Stock		16800.0								D			
0001127602-18-028600	193813	Units			F2				F2		F2	Common Stock		878.0								D			
0001127602-18-028596	255946	Stock Option (Right to Buy)		11.89					F5	20-FEB-2025		Common Stock		46791.0								D			
0001127602-18-028596	255945	Stock Option (Right to Buy)		14.63					F4	21-FEB-2024		Common Stock		26805.0								D			
0001127602-18-028596	255944	Stock Option (Right to Buy)		11.17					F3	15-FEB-2023		Common Stock		34837.0								D			
0001127602-18-028596	255947	Units			F6				F6		F6	Common Stock		1616.0								D			
0001016281-18-000102	232881	Stock Options		25.43					F1	14-FEB-2028		Common Stock		50000.0				50000.0				D			
0001016281-18-000102	232882	Performance Award			F2				F2	31-DEC-2022		Common Stock		26600.0				26600.0				D			
0001016281-18-000102	232883	Stock Options		26.54					F3	21-MAR-2027		Common Stock		116100.0				116100.0				D			
0001016281-18-000102	232884	Performance Award			F4				F4	31-DEC-2021		Common Stock		26380.0				26380.0				D			
0001016281-18-000102	232889	Stock Options		5.7					F9	28-FEB-2021		Common Stock		3284.0				3284.0				D			
0001016281-18-000102	232886	Performance Award			F6				F6	31-DEC-2020		Common Stock		17900.0				17900.0				D			
0001016281-18-000102	232887	Stock Options		22.58					F7	24-FEB-2022		Common Stock		100000.0				100000.0				D			
0001016281-18-000102	232888	Stock Options		20.49					F8	03-MAR-2019		Common Stock		100000.0				100000.0				D			
0001016281-18-000102	232885	Stock Options		20.06					F5	23-FEB-2026		Common Stock		58500.0				58500.0				D			
0001367859-18-000111	199153	Common Stock Option (right to buy)		11.0					F3	24-JUN-2026		Common Stock		20000.0				20000.0				D			
0001367859-18-000101	215693	Common Stock Option (right to buy)		13.6					F3	31-OCT-2027		Common Stock		8000.0				8000.0				D			
0001016281-18-000100	227112	Stock Options		26.54					F5	21-MAR-2027		Common Stock		38600.0				38600.0				D			
0001016281-18-000100	227118	Stock Options		5.7					F11	28-FEB-2021		Common Stock		17913.0				17913.0				D			
0001016281-18-000100	227114	Stock Options		20.06					F7	23-FEB-2026		Common Stock		16700.0				16700.0				D			
0001016281-18-000100	227115	Stock Options		22.58					F8	24-FEB-2022		Common Stock		35000.0				35000.0				D			
0001016281-18-000100	227116	Performance Award			F9				F9	31-DEC-2020		Common Stock		5200.0				5200.0				D			
0001016281-18-000100	227117	Stock Options		5.94					F10	05-MAR-2022		Common Stock		22674.0				22674.0				D			
0001016281-18-000100	227111	Performance Award			F4				F4	31-DEC-2022		Common Stock		8840.0				8840.0				D			
0001016281-18-000100	227110	Stock Options		25.43					F3	14-FEB-2028		Common Stock		16610.0				16610.0				D			
0001016281-18-000100	227113	Performance Award			F6				F6	31-DEC-2021		Common Stock		8770.0				8770.0				D			
0001113256-18-000091	219433	Common Stock Share Equivalents		0.0					F9		F9	Common Stock		3367.0				3367.0	F9			I			
0001113256-18-000091	219432	Restricted Share Units		0.0					F8		F8	Common Stock		10466.0				10466.0				D			
0001113256-18-000091	219431	Restricted Share Units		0.0					F7		F7	Common Stock		12235.0				12325.0				D			
0001113256-18-000091	219430	Restricted Share Units		0.0					F6		F6	Common Stock		24276.0				24276.0				D			
0001113256-18-000091	219429	Restricted Share Units		0.0					F5		F5	Common Stock		12908.0				12908.0				D			
0001113256-18-000091	219428	Restricted Share Units		0.0					F4		F4	Common Stock		1417.0				1417.0				D		Meritor Supplemental Savings Plan	
0001113256-18-000090	229889	Restricted Share Units		0.0					F2		F2	Common Stock		12908.0				12908.0				D			
0001113256-18-000090	229890	Restricted Share Units		0.0					F3		F3	Common Stock		24276.0				24276.0				D			
