ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001181431-09-045682	862524	Warrant	F2	0.5				21-SEP-2009		21-SEP-2011		Common Stock		1500000.0								I		TD Waterhouse RRSP Account, in trust for Peter Alan Lacey	
0001181431-09-045682	862523	Convertible Debenture	F1	0.6				21-SEP-2009		21-MAR-2010		Common Stock		3333333.0								I		TD Waterhouse RRSP Account, in trust for Peter Alan Lacey	
0001209191-09-046265	865444	Director's Stock Options-Right to Purchase	F3	19.85				09-MAY-2002	F3	09-MAY-2012	F3	Common Stock		3300.0				3300.0				D			
0001209191-09-046264	864046	Director's Stock Option - Right to Purchase	F3	19.85				09-MAY-2002		19-MAY-2002		Common		3300.0				3300.0				D			
0001104659-09-057146	904655	Options (right to buy)		1.39				01-APR-2006	F2	10-NOV-2015		Common Stock		210880.0	F2							D			
0001104659-09-057146	904656	Options (right to buy)		9.88				01-APR-2009		21-APR-2018		Common Stock		12616.0								D			
0001104659-09-057146	904657	Options (right to buy)		16.63				01-APR-2010	F3	27-MAR-2019		Common Stock		7848.0	F3							D			
0001104659-09-057143	1008762	Options (right to buy)		11.0				01-APR-2008		10-OCT-2017		Common Stock		8576.0								D			
0001104659-09-057144	933587	Options (right to buy)		11.0				01-APR-2008	F3	09-JUL-2017		Common Stock		8000.0	F3							D			
0001104659-09-057144	933586	Options (right to buy)		1.39				01-APR-2006	F2	10-NOV-2015		Common Stock		105440.0	F2							D			
0001104659-09-057143	1008763	Options (right to buy)		9.88				01-APR-2009		21-APR-2018		Common Stock		12616.0								D			
0001104659-09-057143	1008764	Options (right to buy)		16.63				01-APR-2010	F2	27-MAR-2019		Common Stock		7848.0	F2							D			
0001104659-09-057141	899923	Options (right to buy)		11.0				01-APR-2009	F3	01-APR-2018		Common Stock		120000.0	F3							D			
0001104659-09-057141	899922	Options (right to buy)		11.0				01-APR-2009	F2	29-OCT-2017		Common Stock		40000.0	F2							D			
0001104659-09-057142	867447	Options (right to buy)		1.39				01-APR-2006	F2	10-NOV-2015		Common Stock		527200.0	F2							D			
0001104659-09-057142	867448	Options (right to buy)		9.88				01-APR-2009		21-APR-2018		Common Stock		12616.0								D			
0001104659-09-057142	867449	Options (right to buy)		16.63				01-APR-2010	F3	27-MAR-2019		Common Stock		7848.0	F3							D			
0001104659-09-057140	965631	Options (right to buy)		1.39				01-APR-2006	F2	10-NOV-2015		Common Stock		105440.0	F2							D			
0001104659-09-057140	965632	Options (right to buy)		11.0				01-APR-2008	F3	09-JUL-2017		Common Stock		8000.0	F3							D			
0001104659-09-057138	949782	Options (right to buy)		1.39				01-APR-2006	F2	10-NOV-2015		Common Stock		527200.0	F2							D			
0001104659-09-057137	982226	Options (right to buy)		11.0				01-APR-2009	F1	01-APR-2018		Common Stock		216000.0	F1							D			
0001104659-09-057136	979841	Options (right to buy)		16.63				01-APR-2010	F2	27-MAR-2019		Common Stock		7848.0	F2							D			
0001104659-09-057136	979840	Options (right to buy)		9.88				01-APR-2009		21-APR-2018		Common Stock		12616.0								D			
0001104659-09-057136	979839	Options (right to buy)		11.0				01-APR-2008		11-SEP-2017		Common Stock		8576.0								D			
0001104659-09-057135	958087	Options (right to buy)		11.0				01-APR-2007	F3	06-DEC-2016		Common Stock		105440.0	F3							D			
0001104659-09-057135	958088	Options (right to buy)		11.0				01-APR-2009	F4	01-APR-2018		Common Stock		26360.0	F4							D			
0001104659-09-057135	958086	Options (right to buy)		1.39				01-APR-2006	F2	10-NOV-2015		Common Stock		421760.0	F2							D			
0001104659-09-057134	859599	Options (right to buy)		11.0				01-APR-2009	F3	01-APR-2018		Common Stock		420000.0	F3							D			
0001104659-09-057134	859598	Options (right to buy)		11.0				01-APR-2007	F2	06-DEC-2016		Common Stock		256000.0	F2							D			
0001104659-09-057132	900724	Options (right to buy)		11.0				01-APR-2008	F3	09-JUL-2017		Common Stock		8000.0	F3							D			
0001104659-09-057132	900723	Options (right to buy)		1.39				01-APR-2006	F2	10-NOV-2015		Common Stock		105440.0	F2							D			
0001104659-09-057133	1057705	Options (right to buy)		21.25				01-APR-2008		25-JUL-2017		Common Stock		2016000.0								D			
0001104659-09-057133	1057704	Options (right to buy)		1.39				01-APR-2006	F2	10-NOV-2015		Common Stock		1265280.0	F2							D			
0001104659-09-057133	1057703	Options (right to buy)		1.39				10-NOV-2005		10-NOV-2015		Common Stock		843520.0								D			
0001104659-09-057130	925761	Options (right to buy)		11.0				01-APR-2007	F2	06-DEC-2016		Common Stock		105440.0	F2							D			
0001104659-09-057130	925762	Options (right to buy)		11.0				01-APR-2009	F3	01-APR-2018		Common Stock		186360.0	F3							D			
0001104659-09-057129	1052702	Options (right to buy)		1.39				01-APR-2006	F2	10-NOV-2015		Common Stock		369040.0	F2							D			
0001104659-09-057128	855371	Options (right to buy)		11.0				06-DEC-2006	F2	06-DEC-2016		Common Stock		210880.0	F2							D			
0001104659-09-057128	855372	Options (right to buy)		11.0				01-APR-2009	F3	01-APR-2018		Common Stock		52720.0	F3							D			
0001181431-09-045663	1041455	Warrants			F3				F3		F3	Common Stock		6500132.0								I	F5, F4	See Footnotes	
0000075362-09-000104	875930	STOCK UNITS (RSDCP)	F1		F1				F1		F1	COMMON STOCK		4723.08				4723.08				D			
0001246360-09-002742	1006259	2007 Restricted Stock Unit	F1	0.0				01-JAN-2008	F2	13-DEC-2017	F3	Class A Common Stock		1319.0				1319.0				D			
0001246360-09-002742	1006256	Nonstatutory Stock Option 12-15-05		30.65				15-DEC-2005		14-DEC-2015		Class A Common Stock		10000.0				10000.0				D			
0001246360-09-002742	1006258	NSO 2007		43.61				14-DEC-2007		13-DEC-2017		Class A Common Stock		3956.0				3956.0				D			
0001246360-09-002742	1006257	Nonstatutory Stock Option 12-15-06		32.57				15-DEC-2006		14-DEC-2016		Class A Common Stock		10000.0				10000.0				D			
0001246360-09-002741	1044464	NSO 2007		43.61				14-DEC-2007		13-DEC-2017		Class A Common Stock		3956.0				3956.0				D			
0001246360-09-002741	1044456	Nonstatutory Stock Options 12-2-2000		7.84				02-DEC-2000		02-DEC-2010		Class A Common Stock		10000.0				10000.0				D			
0001246360-09-002741	1044459	Nonstatutory Stock Options 12-2-03		9.61				02-DEC-2003		02-DEC-2013		Class A Common Stock		10000.0				10000.0				D			
0001246360-09-002741	1044457	Nonstatutory Stock Options 12-2-01		7.73				02-DEC-2001		02-DEC-2011		Class A Common Stock		10000.0				10000.0				D			
