ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001868645-22-000001	2319172	Class B common stock			F1	28-SEP-2022				4	C	0				2835000.0					F1	D			F1		F1	Class A common stock		2835000.0				0.0				I		indirect	F2
0001868212-22-000002	2319416	Class B common stock			F1	28-SEP-2022				4	C	0				2835000.0					F1	D			F1		F1	Class A common stock		2835000.0				0.0				I		Indirect	F2
0001104659-22-104798	2319235	Series Z Preferred Stock	F4		F5	28-SEP-2022				4	J	0	F3			14115.0					F5	A			F5		F5	Common Stock		14115000.0				14115.0				I	F2	NovaQuest Co-Investment Fund XV, L.P.	
0001104659-22-104798	2319233	Warrants		0.46		28-SEP-2022				4	J	0	F3			1343547.0					F3	A		28-SEP-2022		23-MAR-2031		Common Stock		1343547.0				1343547.0				I	F2	NovaQuest Co-Investment Fund XV, L.P.	
0001104659-22-104798	2319234	Warrants		460.0		28-SEP-2022				4	J	0	F3			14115.0					F3	A		28-SEP-2022		23-MAR-2031		Series Z Preferred Stock		14115.0				14115.0				I	F2	NovaQuest Co-Investment Fund XV, L.P.	
0001104659-22-104797	2319337	Series Z Convertible Preferred Stock			F2	28-SEP-2022				4	A	0	F1			22810.0					F1	A			F2		F2	Common Stock		22810000.0				22810.0				D			
0001104659-22-104796	2319210	Series Z Convertible Preferred Stock			F2	28-SEP-2022				4	A	0	F1			22810.0					F1	A			F2		F2	Common Stock		22810000.0				22810.0				D			
0001104659-22-104795	2319027	Options (Right to Buy)		12.28		28-SEP-2022				4	A	0	F1			651364.0					F3	A			F2	09-FEB-2032		Common Stock		651364.0				651364.0				D			
0001104659-22-104795	2319029	Series Z Preferred Stock			F4	28-SEP-2022				4	A	0	F1			6843.0					F1	A			F4		F4	Common Stock		6843000.0				6843.0				D			
0001104659-22-104795	2319028	Options (Right to Buy)		12280.0		28-SEP-2022				4	A	0	F1			6843.0					F3	A			F2	09-FEB-2032		Series Z Preferred Stock		6843.0				6843.0				D			
0001104659-22-104793	2319352	Series Z Convertible Preferred Stock			F2	28-SEP-2022				4	A	0	F1			6843.0					F1	A			F2		F2	Common Stock		6843000.0				6843.0				D			
0001868205-22-000002	2319395	Class B common stock			F1	28-SEP-2022				4	C	0				2835000.0					F1	D			F1		F1	Class A common stock		2835000.0				0.0				D			
0001209191-22-051688	2319386	Stock Option (right to buy)		6.0		21-APR-2022				4	A	0				30425.0				0.0		A			F4	28-FEB-2027		Common Stock		30425.0				30425.0				D			
0001209191-22-051688	2319387	Common Stock Purchase Warrant  (right to buy)		4.22		28-SEP-2022				4	A	0				1703577.0				0.13		A		28-SEP-2022		28-SEP-2027		Common Stock		1703577.0				1703577.0				D			
0001869931-22-000002	2319051	Class B common stock			F1	28-SEP-2022				4	C	0				10000.0					F1	D			F1		F1	Class A common stock		10000.0				10000.0				D			
0001140361-22-035564	2319320	Stock Option (Right to Buy)		6.41		28-SEP-2022				4	M	0				16412.0				0.0		D			F9	29-JAN-2023		Ordinary Shares		16412.0				0.0	F10			D			
0001140361-22-035563	2319099	Stock Option (Right to Buy)		6.41		28-SEP-2022				4	M	0				10000.0				0.0		D		29-JAN-2014	F2	29-JAN-2023	F2	Ordinary Shares		10000.0				20000.0				D			
0001140361-22-035562	2319161	Stock Option (Right to Buy)		6.41		28-SEP-2022				4	M	0				25000.0				0.0		D		29-JAN-2014	F2	29-JAN-2023	F2	Ordinary Shares		25000.0				20000.0				D			
0001140361-22-035561	2319423	Stock Option (right to buy)		6.41		28-SEP-2022				4	M	0				31666.0				0.0		D			F2	29-JAN-2023		Ordinary Shares		31666.0				63334.0				D			
0001868575-22-000002	2319272	Class B common stock			F1	28-SEP-2022				4	C	0				10000.0					F1	D			F1		F1	Class A common stock		10000.0				10000.0				D			
0001104659-22-104781	2319056	Stock Options (option to buy)		12.62		29-SEP-2022				4	A	0				23500.0				0.0		A			F1	29-SEP-2032		Common Stock, par value $0.0001		23500.0				23500.0				D			
0001104659-22-104780	2319141	Stock Options (option to buy)		12.62		29-SEP-2022				4	A	0				23500.0				0.0		A			F1	29-SEP-2032		Common Stock, par value $0.0001		23500.0				23500.0				D			
0001104659-22-104779	2319448	Stock Options (option to buy)		12.62		29-SEP-2022				4	A	0				23500.0				0.0		A			F1	29-SEP-2032		Common Stock, par value $0.0001		23500.0				23500.0				D			
0001104659-22-104778	2319053	Stock Options (option to buy)		12.62		29-SEP-2022				4	A	0				23500.0				0.0		A			F1	29-SEP-2032		Common Stock, par value $0.0001		23500.0				23500.0				D			
0001104659-22-104777	2319324	Stock Options (option to buy)		12.62		29-SEP-2022				4	A	0				23500.0				0.0		A			F1	29-SEP-2032		Common Stock, par value $0.0001		23500.0				23500.0				D			
0001104659-22-104776	2319270	Stock Options (option to buy)		12.62		29-SEP-2022				4	A	0				23500.0				0.0		A			F1	29-SEP-2032		Common Stock, par value $0.0001		23500.0				23500.0				D			
0001104659-22-104775	2319058	Stock Options (option to buy)		12.62		29-SEP-2022				4	A	0				23500.0				0.0		A			F1	29-SEP-2032		Common Stock, par value $0.0001		23500.0				23500.0				D			
0001617726-22-000001	2319399	Class B common stock			F1	28-SEP-2022				4	C	0				10000.0					F1	D			F1		F1	Class A common stock		10000.0				10000.0				D			
0001593968-22-001460	2319174	Phantom Stock Unit			F4	27-SEP-2022				4	M	false				10552.0					F5	D			F6		F6	Common Stock		10552.0				73862.0				D			
0001593968-22-001460	2319176	Phantom Stock Units			F4	20-OCT-2021	F7			4	A	false				42207.0				0.0		A			F8		F8	Common Stock		42207.0				88414.0				D			
0001593968-22-001460	2319175	Phantom Stock Units			F4	20-OCT-2021	F7			4	A	false				42207.0				0.0		A			F6		F6	Common Stock		42207.0				42207.0				D			
0001593968-22-001459	2319062	Phantom Stock Unit			F4	27-SEP-2022				4	M	false				23207.0					F1	D			F5		F5	Common Stock		23207.0				162448.0				D			
0001744489-22-000168	2319305	Restricted Stock Unit			F2	28-SEP-2022				4	A	0				136.0				0.0		A			F3		F3	Disney Common Stock		136.0				136.0				D			
0001744489-22-000168	2319304	Stock Option (Right-to-Buy)		97.66		28-SEP-2022				4	A	0				363.0				0.0		A			F1	28-SEP-2032		Disney Common Stock		363.0				363.0				D			
0001104659-22-104744	2319256	Stock option (right to buy)		0.0		28-SEP-2022				4	M	0				750000.0				0.0		D		12-JUL-2019		31-DEC-2023		Common Stock		750000.0				2519680.0				D			
0001790565-22-000013	2319445	Non-Qualified Stock Option (right to buy)		20.91		27-SEP-2022				4	M	0	F1			10500.0				0.0		D			F2	19-MAR-2028		Common Stock		10500.0				90690.0				D			
0001127602-22-023127	2319135	Phantom Stock	F1	0.0		29-SEP-2022				4	A	0				35.21	F2			0.0		A			F3		F3	Common Stock		35.21				3077.42				D			
0001405492-22-000069	2319296	ZNOG Common Stock Options		0.18		27-SEP-2022		27-SEP-2022		4	A	0				300000.0				0.0		A		23-SEP-2023		23-SEP-2032		ZNOG Common Stock Par Value $0.01		300000.0				1485000.0				D			
0001731289-22-000214	2319250	Stock Option (right to buy)		1.06		28-SEP-2022				4	M	0				75000.0				0.0		D			F6	26-FEB-2029		Common Stock		75000.0				7927185.0				D			
0001731289-22-000214	2319251	Stock Option (right to buy)		1.06		29-SEP-2022				4	M	0				75000.0				0.0		D			F6	26-FEB-2029		Common Stock		75000.0				7852185.0				D			
0001405492-22-000068	2318949	ZNOG Common Stock Options		0.18		26-SEP-2022		26-SEP-2022		4	A	0				300000.0				0.0		A		23-SEP-2023		23-SEP-2032		ZNOG Common Stock Par Value $0.01		300000.0				1485000.0				D			
0001405492-22-000067	2318992	ZNOG Common Stock Options		0.18		26-SEP-2022		26-SEP-2022		4	A	0				300000.0				0.0		A		23-SEP-2023		23-SEP-2032		ZNOG Common Stock Par Value $0.01		300000.0				1525000.0				D			
0001405492-22-000066	2318978	ZNOG Common Stock Options		0.18		26-SEP-2022		26-SEP-2022		4	A	0				300000.0				0.0		A		23-SEP-2023		23-SEP-2032		ZNOG Common Stock Par Value $0.01		300000.0				1300000.0				D			
0001467858-22-000102	2318936	Performance Stock Units		0.0		12-AUG-2022				4	A	0				16459.0				0.0		A		01-OCT-2022		01-OCT-2022		Common Stock		16459.0				16459.0				D			
0001405492-22-000065	2318931	ZNOG Common Stock Options		0.18		26-SEP-2022		26-SEP-2022		4	A	0				300000.0				0.0		A		23-SEP-2023		23-SEP-2032		ZNOG Common Stock Par Value $0.01		300000.0				1465000.0				D			
0001405492-22-000064	2318871	ZNOG Common Stock Options		0.18		26-SEP-2022		26-SEP-2022		4	A	0				300000.0				0.0		A		23-SEP-2023		23-SEP-2032		ZNOG Common Stock Par Value $0.01		300000.0				1460000.0				D			
0001405492-22-000063	2318986	ZNOG Common Stock Options		0.18		26-SEP-2022		26-SEP-2022		4	A	0				300000.0				0.0		A		23-SEP-2023		23-SEP-2032		ZNOG Common Stock Par Value $0.01		300000.0				1275000.0				D			
0001209191-22-051676	2318972	Stock Units (SU)		0.0		30-SEP-2022				4	A	0				15116.28	F1			2.15	F1	A			F2		F2	Common Stock		15116.28	F1			26520.94	F1			D			
0001209191-22-051675	2318885	Stock Option (Right to Buy)		16.21		28-SEP-2022				4	M	0				25000.0				0.0		D			F4	03-MAY-2027		Common Shares		25000.0				33333.0				D			
0000899243-22-032332	2318896	Performance Share Unit			F4	05-MAR-2022				4	A	0				7862.0	F5			0.0		A			F4		F4	Common Stock		7862.0	F5			7862.0	F5			D			
0001570585-22-000267	2318919	Class A Share Fund Units			F3	30-SEP-2022				4	A	0				568.0					F4	A			F3		F3	Class A Ordinary Shares		568.0				12801.0				D			
0001570585-22-000267	2318920	Class C Share Fund Units			F3	30-SEP-2022				4	A	0				1137.0					F4	A			F3		F3	Class C Ordinary Shares		1137.0				27602.0				D			
0000899243-22-032331	2318930	Restricted Stock Units			F1	05-MAR-2022				4	A	0				11612.0	F2			0.0		A			F3		F3	Common Stock		11612.0	F2			11612.0	F2			D			
0000899243-22-032330	2318856	Performance Share Unit			F4	05-MAR-2022				4	A	0				96759.0	F5			0.0		A			F4		F4	Common Stock		96759.0	F5			96759.0	F5			D			
0000899243-22-032326	2318884	Restricted Stock Units			F1	05-MAR-2022				4	A	0				16691.0	F2			0.0		A			F3		F3	Common Stock		16691.0	F2			16691.0	F2			D			
0000899243-22-032325	2318874	Restricted Stock Units			F1	05-MAR-2022				4	A	0				11612.0	F2			0.0		A			F3		F3	Common Stock		11612.0	F2			11612.0	F2			D			
0000899243-22-032324	2318923	Performance Share Unit			F4	05-MAR-2022				4	A	0				31447.0	F5			0.0		A			F4		F4	Common Stock		31447.0	F5			31447.0	F5			D			
0000899243-22-032323	2318932	Performance Share Unit			F4	05-MAR-2022				4	A	0				31447.0	F5			0.0		A			F4		F4	Common Stock		31447.0	F5			31447.0	F5			D			
0000899243-22-032322	2318980	Restricted Stock Units			F1	05-MAR-2022				4	A	0				11612.0	F2			0.0		A			F3		F3	Common Stock		11612.0	F2			11612.0	F2			D			
0000899243-22-032319	2318883	Performance Share Unit			F4	05-MAR-2022				4	A	0				38704.0	F5			0.0		A			F4		F4	Common Stock		38704.0	F5			38704.0	F5			D			
0000899243-22-032317	2318868	Restricted Stock Units			F1	05-MAR-2022				4	A	0				11612.0	F2			0.0		A			F3		F3	Common Stock		11612.0	F2			11612.0	F2			D			
0000899243-22-032315	2318944	Performance Share Unit			F4	05-MAR-2022				4	A	0				38704.0	F5			0.0		A			F4		F4	Common Stock		38704.0	F5			38704.0	F5			D			
0001213900-22-060782	2318964	Stock Options (Right to Buy)		2.5		29-SEP-2022				4	M	0				40255.0	F2			0.0		D		11-APR-2019		11-APR-2029		Common Stock		40255.0				84670.0				D			
0001127602-22-023125	2318989	Non-qualified Stock Option (Right to Buy)		80.99		29-SEP-2022				4	M	0	F1			2300.0				0.0		D		22-NOV-2016	F7	22-NOV-2022		Common Stock		2300.0				51016.0				D			
0001209191-22-051663	2318854	Class B Common Stock			F4	28-SEP-2022				4	M	0				9370.0				0.0		A			F4		F4	Class A Common Stock		9370.0				37500.0				D			
0001209191-22-051663	2318852	Restricted Stock Units			F1	28-SEP-2022				4	M	0				7810.0				0.0		D			F2	02-MAR-2030		Class B Common Stock		7810.0				132810.0				D			
0001209191-22-051663	2318853	Restricted Stock Units			F1	28-SEP-2022				4	M	0				1560.0				0.0		D			F3	04-AUG-2031		Class B Common Stock		1560.0				54690.0				D			
0000027996-22-000195	2318870	Restricted Stock Unit		0.0		30-SEP-2022				4	M	0				1478.0				0.0		D			F1	30-SEP-2022		Common Stock		1478.0				0.0				D			
0001437749-22-023326	2318933	Stock Option (right to buy)		1.44		10-JUN-2022				4	A	0				12434.0				0.0		A			F1	10-JUN-2032		Common stock		12434.0				28789.0				D			
0001437749-22-023325	2318968	Stock Option (right to buy)		1.44		10-JUN-2022				4	A	0				12434.0				0.0		A			F1	10-JUN-2032		Common stock		12434.0				24868.0				D			
0001437749-22-023324	2318889	Stock Option (right to buy)		1.44		10-JUN-2022				4	A	0				12434.0				0.0		A			F1	10-JUN-2032		Common stock		12434.0				24868.0				D			
0001437749-22-023323	2318891	Stock Option (right to buy)		1.44		10-JUN-2022				4	A	0				12434.0				0.0		A			F1	10-JUN-2032		Common stock		12434.0				24868.0				D			
0001209191-22-051658	2318952	Class B Common Stock	F6		F6	28-SEP-2022				4	C	0	F1			30769.0				0.0		D			F6		F6	Class A Common Stock		30769.0				0.0				D			
0001209191-22-051658	2318951	Class B Common Stock	F6		F6	28-SEP-2022				4	M	0				30769.0				0.0		A			F6		F6	Class A Common Stock		30769.0				30769.0				D			
0001209191-22-051658	2318950	Stock Option (right to buy)		7.25		28-SEP-2022				4	M	0	F2			30769.0				0.0		D			F5	14-MAY-2024		Class B Common Stock	F6	30769.0				953839.0				D			
0001437749-22-023322	2318881	Stock Option (right to buy)		1.44		10-JUN-2022				4	A	0				12434.0				0.0		A			F1	10-JUN-2032		Common stock		12434.0				35076.0				D			
0001437749-22-023321	2318899	Stock Option (right to buy)		1.44		10-JUN-2022				4	A	0				12434.0				0.0		A			F1	10-JUN-2032		Common stock		12434.0				24868.0				D			
0001104659-22-104650	2318876	Restricted Stock Units			F1	28-SEP-2022				4	M	0				6811.0				0.0		D			F2		F2	Common Stock		6811.0				65985.0				D			
0001628280-22-025812	2318983	Restricted Stock Units			F1	29-SEP-2022				4	M	0				334.0				0.0		D			F2		F2	Common Stock		334.0				0.0				D			
0001628280-22-025811	2318855	Restricted Stock Units			F1	29-SEP-2022				4	M	0				334.0				0.0		D			F2		F2	Common Stock		334.0				0.0				D			
0001628280-22-025810	2318984	Restricted Stock Units			F1	29-SEP-2022				4	M	0				334.0				0.0		A			F2		F2	Common Stock		334.0				0.0				D			
0001106637-22-000002	2318956	Restricted Stock Units (Class A)		0.0		27-SEP-2022				4	A	0				281250.0				0.0		A		05-JAN-2025			F5	Class A Common Stock		281250.0				281250.0				D			
0001106637-22-000002	2318958	Stock Option (Class D)		4.23		27-SEP-2022				4	A	0				93750.0				0.0		A		05-JAN-2025		26-SEP-2032		Class D Common Stock		93750.0				1264039.0				D			
0001106637-22-000002	2318957	Stock Option (Class D)		4.23		27-SEP-2022				4	A	0				101702.0				0.0		A		27-SEP-2022		26-SEP-2032		Class D Common Stock		101702.0				1170289.0				D			
0001628280-22-025808	2318890	Restricted Stock Units			F1	29-SEP-2022				4	M	0				334.0				0.0		D			F2		F2	Common Stock		334.0				0.0				D			
0001628280-22-025807	2318906	Restricted Stock Units			F1	29-SEP-2022				4	M	0				334.0				0.0		D			F2		F2	Common Stock		334.0				0.0				D			
0001225208-22-010513	2318965	Dividend Equivalent Rights			F2	30-JUN-2022				4	M	0				49.0				0.0		D			F2		F2	Common Stock, par value $0.01		49.0				678.0				D			
0001225208-22-010513	2318966	Restricted Stock Units			F3	30-JUN-2022				4	M	0				2500.0				0.0		D		30-JUN-2022	F4		F4	Common Stock, par value $0.01		2500.0				5000.0				D			
0000016732-22-000119	2318985	Phantom Stock			F1	29-SEP-2022				4	A	0				1174.62				0.0		A			F2		F3	Common Stock		1174.62				18675.08	F4			D			
0001817358-22-000162	2318904	Restricted Stock Units	F2		F1	30-SEP-2022				4	M	0				1273.0				0.0		D			F3	31-MAR-2031		Common Stock		1273.0				35666.0				D			
0000899243-22-032305	2318935	Stock option (right to buy)		2.08		28-SEP-2022				4	M	0				50000.0				0.0		D			F2	30-JAN-2023		Common Stock		50000.0				0.0				D			
0000016732-22-000117	2318991	Phantom Stock			F1	29-SEP-2022				4	A	0				1699.11				0.0		A			F2		F3	Common Stock		1699.11				30024.94	F4			D			
0001209191-22-051639	2318990	Stock Units (SU)		0.0		30-SEP-2022				4	A	0				15186.92				2.14		A			F1		F1	Common Stock		15186.92				26591.58				D			
0001221506-22-000003	2318877	Restricted Stock Units (Class A)		0.0		27-SEP-2022				4	A	0				468750.0				0.0		A		05-JAN-2025			F5	Class A Common Stock		468750.0				468750.0				D			
0001221506-22-000003	2318879	Stock Option (Class D)		4.23		27-SEP-2022				4	A	0				156250.0				0.0		A		05-JAN-2025		26-SEP-2032		Class D Common Stock		156250.0				2205399.0				D			
0001221506-22-000003	2318878	Stock Option (Class D)		4.23		27-SEP-2022				4	A	0				169503.0				0.0		A		27-SEP-2022		26-SEP-2032		Class D Common Stock		169503.0				2049149.0				D			
0001209191-22-051637	2318922	LP interests in RPI US Partners 2019, LP			F2	12-AUG-2022				5	G	0	F3	E		2400.0				0.0		D			F4		F4	Class A Ordinary Shares		24000.0				478870.0	F5			I		By Reddoch RPI LLC	
0000016732-22-000115	2318926	Phantom Stock			F1	29-SEP-2022				4	A	0				1401.3				0.0		A			F2		F3	Common Stock		1401.3				24242.27	F4			D			
0001171843-22-006335	2318894	Stock Options (Right to Buy)		0.59	F1	28-SEP-2022				4	A	0				45000.0				0.0		A			F2	28-SEP-2032		Class A Common Shares		45000.0				45000.0				D			
0000016732-22-000113	2318948	Phantom Stock			F1	29-SEP-2022				4	A	0				834.93				0.0		A			F2		F3	Common Stock		834.93				17416.86	F4			D			
0001171843-22-006334	2318959	Stock Options (Right to Buy)		0.59	F1	28-SEP-2022				4	A	0				45000.0				0.0		A			F2	28-SEP-2032		Class A Common Shares		45000.0				45000.0				D			
0000899243-22-032303	2318882	Class B Common Stock			F1	29-SEP-2022				4	P	0				431250.0					F1	A			F1		F1	Class A Common Stock		431250.0				1725000.0	F2			D	F3		
0001171843-22-006333	2318911	Stock Options (Right to Buy)		0.59	F1	28-SEP-2022				4	A	0				45000.0				0.0		A			F2	28-SEP-2032		Class A Common Shares		45000.0				45000.0				D			
0001171843-22-006332	2318963	Stock Options (Right to Buy)		0.59	F1	28-SEP-2022				4	A	0				85000.0				0.0		A			F2	28-SEP-2032		Class A Common Shares		85000.0				85000.0				D			
0000899243-22-032300	2318901	Class B Common Stock			F1	29-SEP-2022				4	P	0				431250.0					F1	A			F1		F1	Class A Common Stock		431250.0				1725000.0	F2			D	F3		
0001209191-22-051632	2318981	Stock Option (right to buy)		19.97		28-SEP-2022				4	A	0				40000.0				0.0		A			F1	28-SEP-2032		Common Stock		40000.0				40000.0				D			
0001104659-22-104589	2318865	Restricted Stock Units			F5	30-SEP-2022				4	M	0				231759.0	F2, F1			0.0		D			F2, F1		F2, F1	Common Stock		231759.0				600000.0	F6			I		By controlled entities	F3
0000016732-22-000112	2318892	Phantom Stock			F1	29-SEP-2022				4	A	0				1401.3				0.0		A			F2		F3	Common Stock		1401.3				16001.85	F4			D			
0001209191-22-051631	2318921	Stock Option (right to buy)		19.97		28-SEP-2022				4	A	0				32500.0				0.0		A			F1	28-SEP-2032		Common Stock		32500.0				32500.0				D			
0001209191-22-051629	2318866	Stock Option (right to buy)		19.97		28-SEP-2022				4	A	0				120000.0				0.0		A			F1	28-SEP-2032		Common Stock		120000.0				120000.0				D			
0001225208-22-010512	2318962	Phantom Stock			F1	30-SEP-2022				4	A	0				1179.46				27.56		A			F2		F2	Common Stock		1179.46				12129.65				D			
0001757932-22-000054	2318918	Restricted Stock Units			F1	29-SEP-2022				4	M	0				5024.0				0.0		D			F2		F2	Common Stock		5024.0				25120.0				D			
0000016732-22-000108	2318947	Phantom Stock			F1	29-SEP-2022				4	A	0				821.63				0.0		A			F2		F3	Common Stock		821.63				25765.23	F4			D			
0001062993-22-020097	2318873	Class B Ordinary Shares			F2, F1	28-SEP-2022				4	M	0				8625000.0					F2, F1	D			F2, F1		F2, F1	Class A Ordinary Shares		8625000.0				0.0				D			
0001127602-22-023123	2318927	Employee Stock Option (Right to Buy)		80.82		29-SEP-2022				4	M	0				3000.0				0.0		D			F2	19-NOV-2026		Class A Common Stock		3000.0				77904.0				D			
0001127602-22-023123	2318928	Employee Stock Option (Right to Buy)		109.82		29-SEP-2022				4	M	0				3000.0				0.0		D			F3	19-NOV-2027		Class A Common Stock		3000.0				123728.0				D			
0000016732-22-000107	2318960	Phantom Stock			F1	29-SEP-2022				4	A	0				788.4				0.0		A			F2		F3	Common Stock		788.4				14006.9	F4			D			
0001127602-22-023122	2318897	Stock Option (Right to Buy)		0.99		28-SEP-2022				4	M	0	F1			40000.0				0.0		D			F12	19-AUG-2023		Common Stock		40000.0				3107155.0				D			
0001127602-22-023122	2318898	Stock Option (Right to Buy)		0.99		29-SEP-2022				4	M	0	F1			40000.0				0.0		D			F12	19-AUG-2023		Common Stock		40000.0				3067155.0				D			
0001213900-22-060667	2318961	Earn-Out Shares			F2, F1	21-SEP-2022				4	A	0	F1			153019.0	F3				F1	A			F2	21-SEP-2027		Common Stock		153019.0	F3			153019.0	F3			D			
0001225208-22-010510	2318869	Non-Qualified Stock Option (right to buy)		744.62		28-SEP-2022				4	M	0				2100.0				0.0		D			F3	07-OCT-2025		Common Stock		2100.0				0.0				D			
0001506293-22-000113	2318895	Class B common stock			F1	28-SEP-2022				4	C	0	F2			55241.0				0.0		D			F1		F1	Class A Common Stock		55241.0				116666.0	F9			D			
0000895345-22-000731	2318893	Warrants to purchase Common Stock		11.5		29-SEP-2022				4	P	0				150000.0					F1	A		29-SEP-2022		29-SEP-2027		Common Stock, par value $0.0001 per share		150000.0				150000.0				I		See Footnote	F2, F3
0000950157-22-001075	2318953	Restricted Stock Units			F2	28-SEP-2022				4	M	0				3333.0				0.0		D			F2		F2	Common Stock		3333.0				3334.0				D			
0001405492-22-000062	2318900	ZNOG Common Stock Options		0.01		30-SEP-2022		30-SEP-2022		4	A	0				300000.0				0.0		A		30-SEP-2022		23-SEP-2032		ZNOG Common Stock Par Value $0.01		300000.0				1275000.0				D			
0001654954-22-013143	2318945	Employee Stock Option (Right to buy)		4.75		28-SEP-2022		28-SEP-2022		4	A	false				7500.0				4.75		A		28-SEP-2022		28-SEP-2025		Common Stock		7500.0				10500.0				D			
0001019056-22-000603	2318994	Convertible Units		0.07		15-SEP-2022				4	C	0				9008914.0	F4			0.07		D		31-OCT-2018		31-OCT-2022		Common Stock		9641120.0				6756685.0				I		Navy Capital Green Co-Invest Fund, LLC	F9, F8, F2, F3, F4, F1, F5
0001019056-22-000603	2318995	Convertible Units		0.07		15-SEP-2022				4	C	0				2252228.0	F4			0.07		D		31-OCT-2018		31-OCT-2022		Common Stock		2410281.0				2295233.0				I		Navy Capital Green Fund, LP	F9, F8, F2, F3, F4, F1, F5
0001019056-22-000603	2318997	Warrant		0.1		15-SEP-2022				4	J	0				1205140.0	F7			0.1		A		15-SEP-2022		15-SEP-2025		Common Stock		1205140.0				3500373.0				I		Navy Capital Green Fund, LP	F7, F8, F9, F1
0001019056-22-000603	2318996	Warrant		0.1		15-SEP-2022				4	J	0				4820559.0	F6			0.1		A		15-SEP-2022		15-SEP-2025		Common Stock		4820559.0				11577244.0				I		Navy Capital Green Co-Invest Fund, LLC	F6, F8, F9, F1
0001654954-22-013136	2318987	Employee Stock Option (Right to Buy)		4.75		28-SEP-2022		28-SEP-2022		4	A	false				7500.0				4.75		A		28-SEP-2022		28-SEP-2025		Common Stock		7500.0				31929.0				D			
0001943952-22-000007	2318979	Call Option (obligation to sell)		2.5		30-SEP-2022				4	S	0				303.0				0.1	F2	A			F1	16-DEC-2022		Common Stock		30300.0				303.0				D			
0000899243-22-032279	2318934	Options-Right to Buy		17.93		29-SEP-2022				4	M	0				4500.0				0.0		D		31-DEC-2014		31-DEC-2023		Common Stock		4500.0				0.0				D			
0001062993-22-020089	2318867	Phantom Stock (unitized)			F1	29-SEP-2022				4	A	0				66.98				11.02		A			F1		F1	Common Stock		19.0				83127.05	F2			I		By Deferred Compensation Plan	
0001062993-22-020088	2318941	Phantom Stock (unitized)			F1	29-SEP-2022				4	A	0				304.21				11.02		A			F1		F1	Common Stock		87.0				263677.98	F2			I		By Deferred Compensation Plan	
0001062993-22-020087	2318875	Phantom Stock (unitized)			F1	29-SEP-2022				4	A	0				114.08				11.02		A			F1		F1	Common Stock		33.0				76471.7	F2			I		By Deferred Compensation Plan	
0001062993-22-020086	2318946	Phantom Stock (unitized)			F1	29-SEP-2022				4	A	0				103.61				11.02		A			F1		F1	Common Stock		30.0				14489.15	F2			I		By Deferred Compensation Plan	
0001062993-22-020085	2318910	Phantom Stock (unitized)			F1	29-SEP-2022				4	A	0				124.55				11.02		A			F1		F1	Common Stock		36.0				100835.39	F2			I		By Deferred Compensation Plan	
0001062993-22-020084	2318903	Phantom Stock (unitized)			F1	29-SEP-2022				4	A	0				51.28				11.02		A			F1		F1	Common Stock		15.0				3791.45	F2			I		By Deferred Compensation Plan	
0001062993-22-020083	2318905	Phantom Stock (unitized)			F1	29-SEP-2022				4	A	0				135.01				11.02		A			F1		F1	Common Stock		39.0				66099.8	F2			I		By Deferred Compensation Plan	
0001062993-22-020082	2318888	Phantom Stock (unitized)			F1	29-SEP-2022				4	A	0				250.14				11.02		A			F1		F1	Common Stock		71.0				94396.94	F2			I		By Deferred Compensation Plan	
0001493152-22-027222	2318924	Employee Stock Option	F1	2.58		29-SEP-2022				4	M	0				40000.0				0.0		D		15-FEB-2013		15-FEB-2023		Common Stock		40000.0				0.0				D			
0001405492-22-000061	2318925	ZNOG Common Stock Options		0.01		30-SEP-2022		30-SEP-2022		4	A	0				300000.0				0.0		A		30-SEP-2022		23-SEP-2032		ZNOG Common Stock Par Value $0.01		300000.0				1505000.0				D			
0001774155-22-000108	2318864	Stock Option (right to buy)		2.15		28-SEP-2022				4	M	0				141253.0				0.0		D			F1	27-MAR-2028		Class 1 Common Stock		141253.0				1553774.0				D			
