ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001140361-17-037017	498630	Director Stock Option (Right to Buy)		6.71		27-SEP-2017				4	A	0				6000.0				0.0		A			F1	26-SEP-2027		Common Stock		6000.0				6000.0				D			
0001140361-17-037016	518802	Director Stock Option (Right to Buy)		6.71		27-SEP-2017				4	A	0				6000.0				0.0		A			F1	26-SEP-2027		Common Stock		6000.0				6000.0				D	F2		
0001140361-17-037014	504563	Director Stock Option (Right to Buy)		6.71		27-SEP-2017				4	A	0				6000.0				0.0		A			F1	26-SEP-2027		Common Stock		6000.0				6000.0				D			
0001140361-17-037013	539923	Director Stock Option (Right to Buy)		6.71		27-SEP-2017				4	A	0				6000.0				0.0		A			F1	26-SEP-2027		Common Stock		6000.0				6000.0				D			
0001140361-17-037012	476147	Director Stock Option (Right to Buy)		6.71		27-SEP-2017				4	A	0				6000.0				0.0		A			F1	26-SEP-2027		Common Stock		6000.0				6000.0				D			
0001348334-17-000114	571101	Employee Stock Option (right to buy)		12.66		28-SEP-2017				4	M	0				40000.0				0.0		D			F9	20-NOV-2022		Common Stock		40000.0				0.0				D			
0001348334-17-000114	571102	Employee Stock Option (right to buy)		17.13		28-SEP-2017				4	M	0				12500.0				0.0		D			F9	25-MAY-2026		Common Stock		12500.0				0.0				D			
0001140361-17-037011	497417	Employee Stock Option (Right to buy)	F3	7.99		27-SEP-2017				4	M	0				1266.0				0.0		D			F4	21-MAY-2018		Common Stock		1266.0				22415.0				D			
0001140361-17-037011	497418	Employee Stock Option (Right to buy)	F3	7.99		28-SEP-2017				4	M	0				22415.0				0.0		D			F4	21-MAY-2018		Common Stock		22415.0				0.0				D			
0001127602-17-028520	477839	Stock Option		33.78		29-SEP-2017				4	M	0				45000.0				0.0		D			F2	31-MAY-2023		Common Stock		45000.0				0.0				D			
0001209191-17-054452	568073	Employee Stock Option (right to buy)		8.5		28-SEP-2017				4	M	0				6715.0				0.0		D		23-MAR-2011		22-MAR-2021		Common Stock		6715.0				5049.0				D			
0001209191-17-054452	568074	Employee Stock Option (right to buy)		7.0		28-SEP-2017				4	M	0				14285.0				0.0		D		08-MAR-2012		07-MAR-2022		Common Stock		14285.0				0.0				D			
0001562180-17-003065	557748	Stock Option		10.58		29-SEP-2017				4	M	false				45000.0	F1			0.0		D		01-NOV-2010	F3	01-NOV-2017		Common Stock		45000.0				0.0				D			
0001562180-17-003064	519209	Stock Option		10.58		29-SEP-2017				4	M	false				45000.0	F1			0.0		D		01-NOV-2010	F3	01-NOV-2017		Common Stock		45000.0				0.0				D			
0001209191-17-054440	501272	Stock Option (right to buy)		2.19		27-SEP-2017				4	M	0	F1			3750.0				0.0		D			F2	04-FEB-2025		Common Stock		3750.0				37347.0				D			
0001209191-17-054436	475218	Stock Option (right to buy)		1.23		27-SEP-2017				4	M	0	F2			13334.0				0.0		D			F5	05-FEB-2023		Class B Common Stock		13334.0				1028778.0				D			
0001209191-17-054436	475219	Class B Common Stock			F3	27-SEP-2017				4	M	0	F2			13334.0				0.0		A			F3		F3	Class A Common Stock		13334.0				1343844.0				D			
0001209191-17-054436	475220	Class B Common Stock			F3	27-SEP-2017				4	C	0	F2			40000.0				0.0		D			F3		F3	Class A Common Stock		40000.0				1303844.0				D			
0001225208-17-015472	548709	Stock Option 09/01/16 $17.78		17.78		01-SEP-2016				4	A	0				4417.0				0.0		A		01-SEP-2017	F3	01-SEP-2023		Common Stock (Direct)		4417.0				4417.0				D			
0001179110-17-012771	516488	Non Qualified Stock Options (right to buy)		8.19		27-SEP-2017				4	M	0				23419.0				0.0		D			F4	03-JAN-2018		Common Stock		23419.0				170781.0				D			
0001179110-17-012771	516489	Non Qualified Stock Options (right to buy)		8.19		28-SEP-2017				4	M	0				70781.0				0.0		D			F4	03-JAN-2018		Common Stock		70781.0				100000.0				D			
0001140361-17-036990	573172	Option to Buy		0.65		27-SEP-2017				4	A	0				750000.0				0.0		A		27-SEP-2021	F1	27-SEP-2022		Common Stock		750000.0				750000.0				D			
0001477932-17-004816	472500	Warrant		0.22		03-FEB-2016				4	A	false				750000.0				0.22		A		03-FEB-2016		03-FEB-2021		Common Stock		750000.0				750000.0				D			
0001477932-17-004816	472501	Warrant		0.1		20-JUL-2017				4	A	false				1400000.0				0.1		A		20-JUL-2017		20-JUL-2022		Common Stock		1400000.0				1400000.0				D			
0000812011-17-000109	556799	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				900.0				0.0		A			F1		F1	Common Stock		900.0				900.0				D			
0000899243-17-022969	513819	Stock Option (right to buy)		6.73		28-SEP-2017				4	M	0				12776.0				0.0		D			F4	29-JAN-2023		Ordinary Shares		12776.0				18500.0				D			
0000899243-17-022969	513818	Stock Option (right to buy)		6.73		27-SEP-2017				4	M	0				4724.0				0.0		D			F4	29-JAN-2023		Ordinary Shares		4724.0				31276.0				D			
0000812011-17-000108	524853	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				900.0				0.0		A			F1		F1	Common Stock		900.0				900.0				D			
0000899243-17-022968	567927	Stock Option(right to buy)		27.81		28-SEP-2017				4	M	0				1500.0				0.0		D			F2	11-MAR-2025		Ordinary Shares		1500.0				17500.0				D			
0000899243-17-022967	454395	Stock Option (right to buy)		6.41		28-SEP-2017				4	M	0				2800.0				0.0		D			F2	29-JAN-2023		Ordinary Shares		2800.0				109074.0				D			
0000812011-17-000107	537557	Share Appreciation Right		228.04		27-SEP-2017				4	A	0				2552.0				0.0		A			F2	27-SEP-2027		Common Stock		2552.0				2552.0				D			
0000812011-17-000107	537556	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				275.0				0.0		A			F1		F1	Common Stock		275.0				275.0				D			
0000812011-17-000106	538949	Share Appreciation Right		228.04		27-SEP-2017				4	A	0				4360.0				0.0		A			F2	27-SEP-2027		Common Stock		4360.0				4360.0				D			
0000812011-17-000106	538948	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				1623.0				0.0		A			F1		F1	Common Stock		1623.0				1623.0				D			
0000899243-17-022966	494877	Stock Option (right to buy)		6.41		28-SEP-2017				4	M	0				900.0				0.0		D			F2	29-JAN-2023		Ordinary Shares		900.0				15100.0				D			
0000899243-17-022965	504126	Stock Option (right to buy)		6.65		28-SEP-2017				4	M	0				900.0				0.0		D			F2	18-MAR-2023		Ordinary Shares		900.0				14100.0				D			
0000812011-17-000105	457219	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				900.0				0.0		A			F1		F1	Common Stock		900.0				900.0				D			
0000812011-17-000104	575147	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				900.0				0.0		A			F1		F1	Common Stock		900.0				900.0				D			
0001562180-17-003063	470050	Employee Stock Option (right to buy)		6.4		27-SEP-2017				4	M	false				69026.0				0.0		D		17-SEP-2015	F2	05-DEC-2020	F3	Common Stock		69026.0				0.0				D			
0001562180-17-003063	470051	Employee Stock Option (right to buy)		12.49		27-SEP-2017				4	M	false				196574.0				0.0		D		11-DEC-2016	F2	10-DEC-2021	F3	Common Stock		196574.0				0.0				D			
0000812011-17-000103	528175	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				900.0				0.0		A			F1		F1	Common Stock		900.0				900.0				D			
0000812011-17-000102	465912	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				900.0				0.0		A			F1		F1	Common Stock		900.0				900.0				D			
0001140361-17-036985	489970	Class B Common Stock			F2	27-SEP-2017				4	C	0	F1			25000.0					F2	D			F2		F2	Class A Common Stock		25000.0				0.0				D			
0001140361-17-036985	489968	Employee Stock Option (right to buy)		0.28		27-SEP-2017				4	M	0	F1			25000.0				0.0		D			F3	26-MAR-2023		Class B Common Stock		25000.0				295175.0				D			
0001140361-17-036985	489969	Class B Common Stock			F2	27-SEP-2017				4	M	0	F1			25000.0					F2	A			F2		F2	Class A Common Stock		25000.0				25000.0				D			
0000812011-17-000101	558398	Share Appreciation Right		228.04		27-SEP-2017				4	A	0				3058.0				0.0		A			F2	27-SEP-2027		Common Stock		3058.0				3058.0				D			
0000812011-17-000101	558397	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				1138.0				0.0		A			F1		F1	Common Stock		1138.0				1138.0				D			
0000812011-17-000100	513696	Share Appreciation Right		228.04		27-SEP-2017				4	A	0				6851.0				0.0		A			F2	27-SEP-2027		Common Stock		6851.0				6851.0				D			
0000812011-17-000100	513695	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				2550.0				0.0		A			F1		F1	Common Stock		2550.0				2550.0				D			
0000845877-17-000140	473430	Stock Appreciation Right		28.94		27-SEP-2017				4	M	0				19509.0	F2, F1			0.0		D		31-MAY-2009	F6	05-JUN-2018		Class C Non-Voting Common Stock		19509.0				0.0				D			
0000812011-17-000099	477330	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				6602.0				0.0		A			F1		F1	Common Stock		6602.0				6602.0				D			
0000812011-17-000099	477331	Share Appreciation Right		285.05		27-SEP-2017				4	A	0				14814.0				0.0		A			F2	27-SEP-2027		Common Stock		14814.0				14814.0				D			
0001209191-17-054429	454543	Non-Qualified Stock Options (right to buy)		43.81		28-SEP-2017				4	M	0				25000.0				0.0		D		24-MAR-2012	F5	24-MAR-2018		Common Stock		25000.0				0.0				D			
0000812011-17-000098	467856	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				900.0				0.0		A			F1		F1	Common Stock		900.0				900.0				D			
0000812011-17-000097	513072	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				900.0				0.0		A			F1		F1	Common Stock		900.0				900.0				D			
0000812011-17-000096	482609	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				2550.0				0.0		A			F1		F1	Common Stock		2550.0				2550.0				D			
0000812011-17-000096	482610	Share Appreciation Right		228.04		27-SEP-2017				4	A	0				6851.0				0.0		A			F2	27-SEP-2027		Common Stock		6851.0				6851.0				D			
0001209191-17-054426	487190	Stock Option (right to buy)		20.44		27-SEP-2017				4	A	0				4500.0				0.0		A			F1	26-SEP-2027		Common Stock		4500.0				4500.0				D			
0000812011-17-000095	534688	Share Appreciation Right		228.04		27-SEP-2017				4	A	0				7682.0				0.0		A			F2	27-SEP-2027		Common Stock		7682.0				7682.0				D			
0000812011-17-000095	534687	Restricted Share Unit		0.0		27-SEP-2017				4	A	0				2859.0				0.0		A			F1		F1	Common Stock		2859.0				2859.0				D			
0001340127-17-000119	470859	Stock Option (Right to Buy)		10.4		29-SEP-2017				4	M	0				1563.0				10.4		D		28-JAN-2015		28-OCT-2024		Common Stock		1563.0				9375.0				D			
0001104659-17-059981	459598	Stock Option (Right to Buy)		8.1		27-SEP-2017				4	M	0				5000.0				0.0		D		31-DEC-2009		28-SEP-2017		Common Stock		5000.0				0.0				D			
0001144204-17-050737	464708	Employee Stock Options (right to buy)		8.75		27-SEP-2017				4	M	0	F1			20934.0				0.0		D			F10	10-FEB-2019		Common Stock, par value $0.001 per share		20934.0				0.0				D			
0000899243-17-022963	495714	Subscripton Rights (Right to buy)		0.45		08-SEP-2017		08-SEP-2017		4	X	0	F1			13348.0				0.45		D		15-AUG-2017		08-SEP-2017		Common Stock		144444.0				0.0				D			
0000899243-17-022961	484661	Subscripton Rights (Right to buy)		0.45		08-SEP-2017		08-SEP-2017		4	X	0	F1			14378.0				0.45		D		15-AUG-2017		08-SEP-2017		Common Stock		122222.0				0.0				D			
0001127602-17-028514	475178	Non-qualified Stock Option (Right to Buy)		90.81		29-SEP-2017				4	M	0				14964.0				0.0		D			F2	02-JUN-2018		Common Stock		14964.0				0.0				D			
0001127602-17-028514	475177	Incentive Stock Option (Right to Buy)		90.81		29-SEP-2017				4	M	0				1101.0				0.0		D			F2	02-JUN-2018		Common Stock		1101.0				0.0				D			
0001387131-17-004891	479453	Option		1.35		28-SEP-2017				4	A	0				25000.0				0.0	F2	A		28-SEP-2018	F1	28-SEP-2022		Common Stock		25000.0				25000.0				D			
0001387131-17-004890	547110	Option		1.35		28-SEP-2017				4	A	0				25000.0				0.0	F2	A		28-SEP-2018	F1	28-SEP-2022		Common Stock		25000.0				25000.0				D			
0001387131-17-004889	546465	Option		1.35		28-SEP-2017				4	A	0				25000.0				0.0	F2	A		28-SEP-2018	F1	28-SEP-2022		Common Stock		25000.0				25000.0				D			
0001140361-17-036981	456013	Stock Option (Right to Buy)	F2	22.03		27-SEP-2017				4	M	0				7885.0				0.0		D			F3	14-MAR-2018		Common Stock		7885.0				0.0				D			
0001387131-17-004887	572181	Option		1.35		28-SEP-2017				4	A	0				10000.0				0.0	F2	A		28-SEP-2018	F1	28-SEP-2022		Common Stock		10000.0				10000.0				D			
0001387131-17-004886	519359	Option		1.35		28-SEP-2017				4	A	0				5000.0				0.0	F2	A		28-SEP-2018	F1	28-SEP-2022		Common Stock		5000.0				5000.0				D			
0001387131-17-004885	479112	Option		1.35		28-SEP-2017				4	A	0				25000.0				0.0	F2	A		28-SEP-2018	F1	28-SEP-2022		Common Stock		25000.0				25000.0				D			
0001387131-17-004884	496555	Option		1.39		15-SEP-2017				4	A	0				300000.0				0.0		A		15-SEP-2017	F1	15-SEP-2022		Common Stock		300000.0				300000.0				D			
0001140361-17-036976	566414	Stock Equivalent Units		0.0	F1	28-SEP-2017				4	A	0				797.19	F2				F2	A			F1		F1	Common Stock		797.19				75350.57	F3			D			
0001127602-17-028512	565604	Restricted Stock Units (2017)			F1	28-SEP-2017				4	A	0				2053.0					F1	A			F1		F1	Common Stock		2053.0				18961.0				D			
0001127602-17-028511	457387	Restricted Stock Units (2017)			F1	28-SEP-2017				4	M	0				548.0					F1	D			F1		F1	Common Stock		548.0				53824.0				D			
0001127602-17-028511	457386	Restricted Stock Units (2017)			F1	28-SEP-2017				4	A	0				14106.0					F1	A			F1		F1	Common Stock		14106.0				54372.0				D			
0001140361-17-036971	541609	Series 1 Preferred Stock			F1	29-SEP-2017				4	J	0				1149.0					F2	A			F1		F1	Common Stock			F1			116127.0	F2			I		by Intrexon	F3
0001140361-17-036969	472132	Stock Equivalent Units		0.0	F1	28-SEP-2017				4	A	0				669.64	F2				F2	A			F1		F1	Common Stock		669.64				108904.46	F3			D			
0001615774-17-005475	483910	Stock Option (Right to Buy)		7.12		27-SEP-2017				4	A	0				75000.0				0.0		A			F1	26-SEP-2027		Common Stock		75000.0				75000.0				D			
0001140361-17-036964	499270	Stock Equivalent Units		0.0	F1	28-SEP-2017				4	A	0				749.36	F2				F2	A			F1		F1	Common Stock		749.36				77244.4	F3			D			
0001638599-17-000968	461986	Share Units			F1	27-SEP-2017				4	A	0				5256.0				0.0		A			F2		F2	Ordinary Shares		5256.0				5256.0				D			
0001638599-17-000967	477943	Share Units			F1	27-SEP-2017				4	A	0				5256.0				0.0		A			F2		F2	Ordinary Shares		5256.0				5256.0				D			
0001638599-17-000966	493872	Share Units			F1	27-SEP-2017				4	A	0				5256.0				0.0		A			F2		F2	Ordinary Shares		5256.0				5256.0				D			
0001638599-17-000965	544894	Share Units			F1	27-SEP-2017				4	A	0				5256.0				0.0		A			F2		F2	Ordinary Shares		5256.0				5256.0				D			
0001140361-17-036963	569927	Stock Option (Right to Buy)	F4	22.03		27-SEP-2017				4	M	0				15000.0				0.0		D			F5	14-MAR-2018		Common Stock		15000.0				11508.0				D			
0001615774-17-005473	503685	Stock Option (Right to Buy)		7.12		27-SEP-2017				4	A	0				30000.0				0.0		A			F1	26-SEP-2024		Common Stock		30000.0				30000.0				D			
0001615774-17-005472	541031	Stock Option (Right to Buy)		7.12		27-SEP-2017				4	A	0				60000.0				0.0		A			F1	26-SEP-2024		Common Stock		60000.0				60000.0				D			
0001638599-17-000964	522402	Option (Right to Buy)		22.83		27-SEP-2017				4	A	0				41494.0				0.0		A			F1	27-SEP-2027		Ordinary Shares		41494.0				41494.0				D			
0001638599-17-000964	522403	Restricted Stock Units	F2		F3	27-SEP-2017				4	A	0				17521.0				0.0		A			F2		F2	Ordinary Shares		17521.0				17521.0				D			
0001209191-17-054421	510965	Employee Stock Option (right to buy)		14.4		27-SEP-2017				4	M	0	F1			10000.0				0.0		D			F2	24-OCT-2023		Common Stock		10000.0				47226.0				D			
0001638599-17-000963	555216	Option (Right to Buy)		22.83		27-SEP-2017				4	A	0				12967.0				0.0		A			F1	27-SEP-2027		Ordinary Shares		12967.0				12967.0				D			
0001638599-17-000963	555217	Restricted Stock Units	F2		F3	27-SEP-2017				4	A	0				5475.0				0.0		A			F2		F2	Ordinary Shares		5475.0				5475.0				D			
0001638599-17-000962	557333	Option (Right to Buy)		22.83		27-SEP-2017				4	A	0				10373.0				0.0		A			F1	27-SEP-2027		Ordinary Shares		10373.0				10373.0				D			
0001638599-17-000962	557334	Restricted Stock Units	F2		F3	27-SEP-2017				4	A	0				4380.0				0.0		A			F2		F2	Ordinary Shares		4380.0				4380.0				D			
0001615774-17-005470	563710	Stock Option (Right to Buy)		7.12		27-SEP-2017				4	A	0				24000.0				0.0		A			F1	26-SEP-2024		Common Stock		24000.0				24000.0				D			
0001615774-17-005466	496396	Stock Option (Right to Buy)		7.12		27-SEP-2017				4	A	0				10000.0				0.0		A			F1	26-SEP-2024		Common Stock		10000.0				10000.0				D			
0001140361-17-036958	538402	Stock Equivalent Units		0.0	F1	28-SEP-2017				4	A	0				701.53	F2				F2	A			F1		F1	Common Stock		701.53				48433.77	F3			D			
0001209191-17-054418	467734	Performance Shares			F1	28-SEP-2017				4	M	0				22500.0				0.0		D			F3	28-SEP-2018		Common Stock		22500.0				22500.0				D			
0001209191-17-054417	468262	Performance Shares			F1	28-SEP-2017				4	M	0				12000.0				0.0		D			F2	28-SEP-2018		Common Stock		12000.0				12000.0				D			
0001209191-17-054416	555600	Performance Shares			F1	28-SEP-2017				4	M	0				10500.0				0.0		D			F2	28-SEP-2018		Common Stock		10500.0				10500.0				D			
0001144204-17-050706	507266	Director Stock Option (right to buy)		6.71		27-SEP-2017				4	A	0				6000.0	F2			0.0		A			F1	26-SEP-2027		Common Stock		6000.0	F2			6000.0	F2			I		See footnote	F3
0001209191-17-054415	456626	Performance Shares			F1	28-SEP-2017				4	M	0				10500.0				0.0		D			F2	28-SEP-2018		Common Stock		10500.0				10500.0				D			
0001144204-17-050704	457872	Deferred Stock Units	F1	16.33	F2	28-SEP-2017				4	A	0				61237.0				0.0		A			F3		F4	Common Stock		61237.0				61237.0				D			
0001140361-17-036954	531388	Stock Equivalent Units		0.0	F1	28-SEP-2017				4	A	0				765.31	F2				F2	A			F1		F1	Common Stock		765.31				42875.28	F3			D			
0001209191-17-054414	567108	Performance Shares			F1	28-SEP-2017				4	M	0				10500.0				0.0		D			F2	28-SEP-2018		Common Stock		10500.0				10500.0				D			
0001127602-17-028507	482307	Stock Option (Right to Buy)		74.88		27-SEP-2017				4	M	0				6440.0				0.0		D			F1	28-SEP-2019		Common Stock		6440.0				0.0				D			
0001638599-17-000961	509812	Restricted Stock Units	F2		F3	27-SEP-2017				4	A	0				3833.0				0.0		A			F2		F2	Ordinary Shares		3833.0				3833.0				D			
0001638599-17-000961	509811	Option (Right to Buy)		22.83		27-SEP-2017				4	A	0				9077.0				0.0		A			F1	27-SEP-2027		Ordinary Shares		9077.0				9077.0				D			
0001225208-17-015458	564590	Non-Qualified Stock Option (right to buy)	F4	119.15		28-SEP-2017				4	M	0				3000.0				0.0		D		01-JAN-2011		01-JAN-2018		Common Stock		3000.0				0.0				D			
0001443646-17-000151	531188	Employee Stock Option (right to buy)		4.28		28-SEP-2017				4	M	0				28000.0				0.0		D			F4	19-NOV-2018		Class A Common Stock		28000.0				0.0				D			
0001562180-17-003045	489340	Stock Option (Right to Buy)		0.85		27-SEP-2017				4	M	false	F1			20000.0				0.0		D			F2	23-SEP-2024		Common Stock		20000.0				254100.0				D			
0001209191-17-054406	504408	Common stock options, .001 (right to buy)		8.88		27-SEP-2017				4	M	0				6335.0				0.0		D		22-MAY-2017		22-MAY-2020		Common Shares		6335.0				24114.0				D			
0001478242-17-000060	481115	Employee Stock Option (Right to Buy)		30.07		27-SEP-2017				4	X	0				10000.0				0.0		D		07-FEB-2015		07-FEB-2023		Common Stock		10000.0				55000.0				D			
0000902664-17-003847	467782	Restricted Stock Units			F1	28-SEP-2017				4	A	0				2273.0				0.0		A			F2		F2	Common Stock		2273.0				2273.0				I		See footnote	F2
0001179110-17-012763	522718	Option to Purchase Common Stock		5.28		28-SEP-2017				4	M	0				6761.0				0.0		D			F1	07-JUN-2022		Common Stock		6761.0				0.0				D			
0001209191-17-054404	480480	Stock Option (right to buy)		53.0		28-SEP-2017				4	X	0	F1			2501.0				0.0	F4	D			F3	05-MAR-2023		Common Stock		2501.0				18408.0				D			
0001209191-17-054404	480476	Stock Option (right to buy)		32.91		28-SEP-2017				4	X	0	F1			15312.0				0.0	F4	D			F3	04-MAR-2019		Common Stock		15312.0				0.0				D			
0001209191-17-054404	480479	Stock Option (right to buy)		47.46		28-SEP-2017				4	X	0	F1			2501.0				0.0	F4	D			F3	05-MAR-2022		Common Stock		2501.0				19636.0				D			
0001209191-17-054404	480478	Stock Option (right to buy)		49.1		28-SEP-2017				4	X	0	F1			2501.0				0.0	F4	D			F3	03-MAR-2021		Common Stock		2501.0				14031.0				D			
0001209191-17-054404	480477	Stock Option (right to buy)		42.75		28-SEP-2017				4	X	0	F1			2501.0				0.0	F4	D			F3	03-MAR-2020		Common Stock		2501.0				15464.0				D			
0001179755-17-000053	487083	Restricted Share Units			F3	27-SEP-2017				4	J	0				4028.0					F1	D			F4		F4	Common Shares		4028.0				0.0				D			
0001140361-17-036942	561392	Stock Options		12.35		28-SEP-2017				4	M	0				10000.0				0.0		D		23-MAY-2009		23-MAY-2018		Common Stock		10000.0				24127.0				D			
0001209191-17-054403	453978	Stock Option (right to buy)		42.75		27-SEP-2017				4	X	0	F1			3538.0				0.0	F5	D			F4	03-MAR-2020		Common Stock		3538.0				17965.0				D			
0001209191-17-054403	453979	Stock Option (right to buy)		49.1		27-SEP-2017				4	X	0	F1			3654.0				0.0	F5	D			F4	03-MAR-2021		Common Stock		3654.0				16532.0				D			
0001209191-17-054403	453981	Stock Option (right to buy)		53.0		27-SEP-2017				4	X	0	F1			3574.0				0.0	F5	D			F4	05-MAR-2023		Common Stock		3574.0				20909.0				D			
0001209191-17-054403	453977	Stock Option (right to buy)		32.91		27-SEP-2017				4	X	0	F1			5580.0				0.0	F5	D			F4	04-MAR-2019		Common Stock		5580.0				15312.0				D			
0001209191-17-054403	453980	Stock Option (right to buy)		47.46		27-SEP-2017				4	X	0	F1			3575.0				0.0	F5	D			F4	05-MAR-2022		Common Stock		3575.0				22137.0				D			
0001225208-17-015457	520332	Option to Purchase		9.49		28-SEP-2017				4	M	0	F1			9900.0				0.0		D		28-MAR-2009	F2	27-MAR-2018		Class A Common Stock		9900.0				0.0				D			
