ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001140361-17-034383	574233	Restricted Stock Units			F2	31-AUG-2017				4	M	0				20725.0				0.0		D			F3		F3	Common Stock		20725.0				20725.0				D			
0001140361-17-034382	458234	Restricted Stock Units			F2	31-AUG-2017				4	M	0				2365.0				0.0		D			F3		F3	Common Stock		2365.0				2365.0				D			
0001023731-17-000019	506368	Restricted Stock Unit			F1	10-AUG-2017				4	A	0				13409.0				0.0		A			F2	10-AUG-2018		Common Stock		13409.0				47160.0				D			
0001209191-17-051483	523737	Employee Stock Option (Right to Buy)		0.17		01-SEP-2017				4	M	0				12500.0				0.0		D			F4	07-FEB-2023		Class B Common Stock		12500.0				130500.0				D			
0001209191-17-051483	523738	Class B Common Stock		0.0		01-SEP-2017				4	M	0				12500.0				0.0		A			F5		F5	Class A Common Stock		12500.0				107500.0				D			
0001209191-17-051483	523739	Class B Common Stock		0.0		01-SEP-2017				4	C	0				12500.0				0.0		D			F5		F5	Class A Common Stock		12500.0				95000.0				D			
0001209191-17-051481	547996	Stock Option (Right to Buy)		3.6		31-AUG-2017				4	M	0				6000.0				0.0		D			F2	11-MAR-2019		Common Stock		6000.0				6000.0				D			
0001209191-17-051481	547997	Stock Option (Right to Buy)		3.6		01-SEP-2017				4	M	0				6000.0				0.0		D			F2	11-MAR-2019		Common Stock		6000.0				0.0				D			
0000907242-17-000010	460087	Options / Right to Sell		35.1		01-SEP-2017				4	A	0				11666.0				35.1		A		01-SEP-2020		01-SEP-2027		Common Stock		11666.0				196665.0				D			
0001023731-17-000018	546729	Restricted Stock Unit			F1	10-AUG-2017				4	A	0				13409.0				0.0		A			F2	10-AUG-2018		Common Stock		13409.0				13409.0				D			
0001348334-17-000102	540702	Employee Stock Option (right to buy)		7.8		01-SEP-2017				4	M	0				1250.0				0.0		A		24-MAR-2009	F3	24-MAR-2018		Common Stock				1250.0		7500.0				D			
0001140361-17-034381	460434	Convertible Notes		3.77		31-AUG-2017				4	A	0						840000.0		0.0		A		31-AUG-2017		31-AUG-2022		Common Stock		222908.0						840000.0		D			
0001140361-17-034380	561503	Convertible Notes		3.77		31-AUG-2017				4	A	0						444000.0		0.0		A		31-AUG-2017		31-AUG-2022		Common Stock		117823.0						444000.0		D			
0001140361-17-034379	512835	Convertible Notes		3.77		31-AUG-2017				4	A	0						444000.0		0.0		A		31-AUG-2017		31-AUG-2022		Common Stock		117823.0						444000.0		D			
0001140361-17-034378	548454	Convertible Notes		3.77		31-AUG-2017				4	A	0						444000.0		0.0		A		31-AUG-2017		31-AUG-2022		Common Stock		117823.0						444000.0		D			
0001455244-17-000035	571664	Subscription Rights (right to buy)		1.0		31-AUG-2017				4	X	0				1601.0				0.0		D		10-AUG-2017		31-AUG-2017		Common Stock		3714.0				0.0				D			
0001209191-17-051476	482731	Employee Stock Option (Right to Buy)		0.82		05-SEP-2017				4	M	0				2778.0				0.82		D			F2	19-JAN-2025		Class B Common Stock		2778.0				38889.0				D			
0001209191-17-051476	482736	Class B Common Stock		0.0		05-SEP-2017				4	C	0				686.0				0.0		D			F1		F1	Class A Common Stock		686.0				0.0				D			
0001209191-17-051476	482735	Class B Common Stock		0.0		05-SEP-2017				4	M	0				686.0				0.0		A			F1		F1	Class A Common Stock		686.0				686.0				D			
0001209191-17-051476	482733	Class B Common Stock		0.0		05-SEP-2017				4	C	0				2778.0				0.0		D			F1		F1	Class A Common Stock		2778.0				0.0				D			
0001209191-17-051476	482734	Employee Stock Option Exercise (Right to Buy)		0.82		05-SEP-2017				4	M	0				686.0				0.82		D			F3	19-JAN-2025		Class B Common Stock		686.0				11659.0				D			
0001209191-17-051476	482732	Class B Common Stock		0.0		05-SEP-2017				4	M	0				2778.0				0.0		A			F1		F1	Class A Common Stock		2778.0				2778.0				D			
0001144204-17-046676	519790	Option to Purchase Common Stock		31.9		01-SEP-2017				4	M	0				1250.0				0.0		D			F2	07-MAY-2023		Common Stock		1250.0				21031.0				D			
0001610950-17-000049	481976	Class A Common Stock		40.12		01-SEP-2017				4	M	0	F1			4066.0				0.0		D			F9	30-JUN-2025		Class A Common Stock		4066.0				8132.0				D			
0001610950-17-000049	481975	Stock Option (Right to Buy Class A Common Stock)		16.06		01-SEP-2017				4	M	0	F1			23668.0				0.0		D			F8	30-JUN-2024		Class A Common Stock		23668.0				0.0				D			
0001610950-17-000049	481974	Stock Option (Right to Buy Class A Common Stock)		10.06		01-SEP-2017				4	M	0	F1			71005.0				0.0		D			F8	30-AUG-2023		Class A Common Stock		71005.0				0.0				D			
0001065280-17-000122	530407	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				358.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		358.0				358.0				D			
0001065280-17-000121	530343	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				4054.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		4054.0				4054.0				D			
0001065280-17-000120	535761	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				2277.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		2277.0				2277.0				D			
0001065280-17-000119	571936	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				25275.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		25275.0				25275.0				D			
0001065280-17-000118	573947	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				358.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		358.0				358.0				D			
0001065280-17-000117	462871	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				358.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		358.0				358.0				D			
0001065280-17-000116	496790	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				13115.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		13115.0				13115.0				D			
0001065280-17-000115	465131	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				1026.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		1026.0				1026.0				D			
0001104659-17-055602	562920	Stock Option (right to buy)		2.14		31-AUG-2017				4	A	0				1400000.0	F1			0.0		A			F2	31-AUG-2027		Common Stock		1400000.0				1400000.0				D			
0001104659-17-055601	495755	Stock Option (right to buy)		2.14		31-AUG-2017				4	A	0				100000.0	F1			0.0		A			F2	31-AUG-2027		Common Stock		100000.0				100000.0				D			
0001610950-17-000048	491709	Stock Option (Right to Buy Class A Common Stock)		16.06		30-AUG-2017				4	M	0	F1			5917.0				0.0		D			F5	30-JUN-2024		Class A Common Stock		5917.0				23668.0				D			
0001065280-17-000114	521392	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				358.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		358.0				358.0				D			
0001610950-17-000048	491708	Stock Option (Right to Buy Class A Common Stock)		10.06		30-AUG-2017				4	M	0	F1			35503.0				0.0		D			F5	30-AUG-2023		Class A Common Stock		35503.0				71005.0				D			
0001104659-17-055598	549375	Stock Option (right to buy)		2.14		31-AUG-2017				4	A	0				650000.0	F1			0.0		A			F2	31-AUG-2027		Common Stock		650000.0				650000.0				D			
0001065280-17-000113	551271	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				745.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		745.0				745.0				D			
0001065280-17-000112	475326	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				1449.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		1449.0				1449.0				D			
0001104659-17-055597	455350	Stock Option (right to buy)		2.14		31-AUG-2017				4	A	0				325000.0	F1			0.0		A			F2	31-AUG-2027		Common Stock		325000.0				325000.0				D			
0001065280-17-000111	525918	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				358.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		358.0				358.0				D			
0001104659-17-055596	552841	Stock Option (right to buy)		2.14		31-AUG-2017				4	A	0				550000.0	F1			0.0		A			F2	31-AUG-2027		Common Stock		550000.0				550000.0				D			
0001065280-17-000110	463738	Non-Qualified Stock Option (right to buy)		174.74		01-SEP-2017				4	A	0				358.0				0.0		A		01-SEP-2017		01-SEP-2027		Common Stock		358.0				358.0				D			
0001209191-17-051473	539234	Non-Qualified Stock Option		14.99		01-SEP-2017		01-SEP-2017		4	M	0				3468.0				0.0		D		02-JAN-2011		02-JAN-2020		Common Stock		5000.0				56532.0				D			
0001209191-17-051473	539235	Non-Qualified Stock Option		14.99		05-SEP-2017		05-SEP-2017		4	M	0				1532.0				0.0		D		02-JAN-2011		02-JAN-2020		Common Stock		1532.0				55000.0				D			
0001209191-17-051472	481715	Warrant to Purchase Common Stock		4.64		31-AUG-2017				4	P	0				35376.0	F1				F1	A		31-AUG-2017		31-DEC-2019		Common Stock		35376.0				35376.0				I		See Footnote	F2
0001140361-17-034371	561644	Restricted Stock Units			F1	31-AUG-2017				4	A	0				9450.0				0.0		A			F2		F2	Common Stock		9450.0				9450.0				D			
0001140361-17-034370	487923	Restricted Stock Units			F1	31-AUG-2017				4	A	0				9450.0				0.0		A			F2		F2	Common Stock		9450.0				9450.0				D			
0001140361-17-034369	549164	Restricted Stock Units			F2	31-AUG-2017				4	A	0				2780.0				0.0		A			F3		F3	Common Stock		2780.0				2780.0				D			
0000921895-17-002271	509709	Units			F7	01-SEP-2017				4	A	0				1.62				79.4	F9	A			F7		F7	Common Stock, $1.00 Par Value		1.62	F8			860.74				D			
0001601045-17-000025	534586	Restricted Stock Unit		0.0	F1	03-SEP-2017				4	M	0				9000.0				0.0		D			F2		F2	Common Stock		9000.0				0.0				D			
0001179110-17-012035	566613	Employee Stock Option (right to buy)		48.14		31-AUG-2017				4	M	0				1692.0					F5	D			F3	31-AUG-2017	F4	Common Stock		1692.0				0.0				D			
0001179110-17-012035	566612	Employee Stock Option (right to buy)		48.14		31-AUG-2017				4	M	0				8308.0					F5	D			F3	31-AUG-2017	F4	Common Stock		8308.0				0.0				D			
0001179110-17-012035	566611	Restricted Stock Units			F1	31-AUG-2017				4	M	0				6667.0				0.0		D			F2		F2	Common Stock		6667.0				0.0				D			
0001179110-17-012034	526846	Restricted Stock Units			F1	31-AUG-2017				4	M	0				5000.0				0.0		D			F2		F2	Common Stock		5000.0				0.0				D			
0001179110-17-012033	516640	Restricted Stock Units			F1	31-AUG-2017				4	M	0				6667.0				0.0		D			F2		F2	Common Stock		6667.0				0.0				D			
0001179110-17-012032	546496	Restricted Stock Units			F1	31-AUG-2017				4	M	0				5000.0				0.0		D			F2		F2	Common Stock		5000.0				0.0				D			
0001209191-17-051470	572585	Warrant to Purchase Common Stock		4.64		31-AUG-2017				4	P	0				14151.0	F1				F1	A		31-AUG-2017		31-DEC-2019		Common Stock		14151.0				14151.0				D			
0001179110-17-012031	553604	Restricted Stock Units			F1	31-AUG-2017				4	M	0				8334.0				0.0		D			F2		F2	Common Stock		8334.0				0.0				D			
0001179110-17-012029	574638	Restricted Stock Units			F1	31-AUG-2017				4	M	0				6667.0				0.0		D			F2		F2	Common Stock		6667.0				0.0				D			
0001127602-17-026997	544335	Non-qualified Stock Option (Right to Buy)		39.09		05-SEP-2017				4	M	0	F1			8027.0				0.0		D		27-NOV-2013	F9	27-NOV-2017		Common Stock		8027.0				88287.0				D			
0001179110-17-012027	569209	Restricted Stock Units			F1	31-AUG-2017				4	M	0				6667.0				0.0		D			F2		F2	Common Stock		6667.0				0.0				D			
0001179110-17-012026	465164	Restricted Stock Units			F1	31-AUG-2017				4	M	0				6667.0				0.0		D			F2		F2	Common Stock		6667.0				0.0				D			
0001203311-17-000072	533332	Non-Qualified Stock Option (right to buy)		15.46		31-AUG-2017				4	M	0				25000.0				0.0		D			F3	24-AUG-2021		Common Stock		25000.0				18089.0				D			
0001203311-17-000070	500115	Non-Qualified Stock Option (right to buy)		18.46		31-AUG-2017				4	M	0				2907.0				0.0		D			F3	28-FEB-2022		Common Stock		2907.0				0.0				D			
0001310524-17-000034	464313	Restricted Stock Units			F1	31-AUG-2017				4	A	0				3690.0				0.0		A			F1		F1	Common Shares		3690.0				37664.0				D			
0001310524-17-000033	484716	Restricted Stock Units			F1	31-AUG-2017				4	A	0				3690.0				0.0		A			F1		F1	Common Shares		3690.0				6643.0				D			
0001310524-17-000032	532418	Restricted Stock Units			F1	31-AUG-2017				4	A	0				3690.0				0.0		A			F1		F1	Common Shares		3690.0				37644.0				D			
0001373715-17-000149	484079	Employee Stock Option (Right to Buy)		2.6		01-SEP-2017				4	M	0	F1			150000.0				0.0		D			F5	05-MAY-2021		Common Stock		150000.0				731996.0				D			
0001310524-17-000031	474086	Restricted Stock Units			F1	31-AUG-2017				4	A	0				3690.0				0.0		A			F1		F1	Common Shares		3690.0				37664.0				D			
0001310524-17-000030	563305	Restricted Stock Units			F1	31-AUG-2017				4	A	0				3690.0				0.0		A			F1		F1	Common Shares		3690.0				16092.0				D			
0001310524-17-000029	539006	Restricted Stock Units			F1	31-AUG-2017				4	A	0				3690.0				0.0		A			F1		F1	Common Shares		3690.0				37664.0				D			
0001635563-17-000022	552505	Non-Qualified Stock Option (right to buy)		45.27		05-SEP-2017				4	M	0				113.0				0.0		D			F2	04-SEP-2024		Common Stock		113.0				339.0				D			
0001635563-17-000022	552504	Incentive Stock Option (right to buy)		45.27		05-SEP-2017				4	M	0				23.0				0.0		D			F2	04-SEP-2024		Common Stock		23.0				1287.0				D			
0001310524-17-000028	492768	Restricted Stock Units			F1	31-AUG-2017				4	A	0				3690.0				0.0		A			F1		F1	Common Shares		3690.0				37664.0				D			
0001635563-17-000020	573941	Incentive Stock Option (right to buy)		53.04		05-SEP-2017				4	M	0				157.0				0.0		D			F2	05-MAR-2025		Common Stock		157.0				3482.0				D			
0001635563-17-000020	573942	Non-Qualified Stock Option (right to buy)		53.04		05-SEP-2017				4	M	0				218.0				0.0		D			F2	05-MAR-2025		Common Stock		218.0				3269.0				D			
0001310524-17-000027	476497	Restricted Stock Units			F1	31-AUG-2017				4	A	0				3690.0				0.0		A			F1		F1	Common Shares		3690.0				6643.0				D			
0001140361-17-034361	487898	Deferred Share Unit			F3	14-JUL-2017				4	A	0				26753.0					F3	A		14-JUL-2017	F6		F3	Common		26753.0				160926.4				D			
0001540041-17-000032	475649	Non-Qualified Stock Option (right to buy)		45.27		05-SEP-2017				4	M	0				93.0				0.0		D			F2	04-SEP-2024		Common Stock		93.0				282.0				D			
0001209191-17-051454	526841	stock option		47.15		01-SEP-2017				4	M	0				700.0				0.0		D			F2	27-JAN-2018		common stock		700.0				2900.0				D			
0001179706-17-000198	545978	Restricted Stock Units			F3	05-JUL-2017				4	A	0				45.48	F4				F4	A			F4		F4	Common Stock		45.48				11898.48				D			
0001179706-17-000197	554430	Restricted Stock Units			F5	05-JUL-2017				4	A	0				45.48	F6				F6	A			F6		F6	Common Stock		45.48				11898.48				D			
0001179706-17-000196	471794	Restricted Stock Units			F3	05-JUL-2017				4	A	0				45.48	F4				F4	A			F4		F4	Common Stock		45.48				11898.48				D			
0001140361-17-034357	557735	Deferred Share Units			F4	14-JUL-2017				4	A	0				13376.0					F4	A		14-JUL-2017	F5		F4	Common		13376.0				60368.0				D			
0001179706-17-000195	546019	Restricted Stock Units			F3	05-JUL-2017				4	A	0				45.48	F4				F4	A			F4		F4	Common Stock		45.48				11898.48				D			
0001179706-17-000194	472077	Restricted Stock Units			F5	05-JUL-2017				4	A	0				45.48	F6				F6	A			F6		F6	Common Stock		45.48				11898.48				D			
0000899243-17-021482	460478	Warrant to Purchase Common Stock (Right to Buy)		14.18		31-AUG-2017				4	M	0	F1			14106.0				0.0		D		18-AUG-2014		08-OCT-2019		Common Stock		14106.0				0.0				I		See Footnote	F2
0000899243-17-021482	460477	Warrant to Purchase Common Stock (Right to Buy)		14.18		31-AUG-2017				4	M	0	F1			14106.0				0.0		D		18-AUG-2014		01-JUL-2019		Common Stock		14106.0				0.0				I		See Footnote	F2
0000899243-17-021482	460476	Warrant to Purchase Common Stock (Right to Buy)		14.18		31-AUG-2017				4	M	0	F1			14106.0				0.0		D		18-AUG-2014		13-APR-2019		Common Stock		14106.0				0.0				I		See Footnote	F2
0000899243-17-021482	460475	Warrant to Purchase Common Stock (Right to Buy)		14.18		31-AUG-2017				4	M	0	F1			14106.0				0.0		D		18-AUG-2014		14-JAN-2019		Common Stock		14106.0				0.0				I		See Footnote	F2
0000899243-17-021482	460474	Warrant to Purchase Common Stock (Right to Buy)		14.18		31-AUG-2017				4	M	0	F1			14106.0				0.0		D		18-AUG-2014		08-DEC-2018		Common Stock		14106.0				0.0				I		See Footnote	F2
0000899243-17-021482	460473	Warrant to Purchase Common Stock (Right to Buy)		14.18		31-AUG-2017				4	M	0	F1			14106.0				0.0		D		18-AUG-2014		04-NOV-2018		Common Stock		14106.0				0.0				I		See Footnote	F2
0000899243-17-021482	460482	Warrant to Purchase Common Stock (Right to Buy)		14.18		31-AUG-2017				4	M	0	F1			14106.0				0.0		D		18-AUG-2014		28-MAY-2020		Common Stock		14106.0				0.0				I		See Footnote	F2
0000899243-17-021482	460481	Warrant to Purchase Common Stock (Right to Buy)		14.18		31-AUG-2017				4	M	0	F1			14106.0				0.0		D		18-AUG-2014		01-APR-2020		Common Stock		14106.0				0.0				I		See Footnote	F2
0000899243-17-021482	460480	Warrant to Purchase Common Stock (Right to Buy)		14.18		31-AUG-2017				4	M	0	F1			14106.0				0.0		D		18-AUG-2014		22-JAN-2020		Common Stock		14106.0				0.0				I		See Footnote	F2
0000899243-17-021482	460479	Warrant to Purchase Common Stock (Right to Buy)		14.18		31-AUG-2017				4	M	0	F1			14106.0				0.0		D		18-AUG-2014		15-DEC-2019		Common Stock		14106.0				0.0				I		See Footnote	F2
0001039399-17-000073	502984	Non-Qualified Stock Option (right to buy)		9.31		01-SEP-2017				4	M	0				6000.0				9.31		D			F1	13-APR-2018		Common Stock		6000.0				0.0				D			
0001209191-17-051451	501840	05/28/09 DIOD NQSO		15.05		01-SEP-2017				4	M	0	F1			9000.0				0.0		D		28-MAY-2010	F4	28-MAY-2019		Diodes Incorporated Common Stock - Diodes		9000.0				0.0				D			
0001209191-17-051451	501839	05/28/09 DIOD NQSO		15.05		31-AUG-2017				4	M	0	F1			4500.0				0.0		D		28-MAY-2010	F4	28-MAY-2019		Diodes Incorporated Common Stock - Diodes		4500.0				9000.0				D			
0000899243-17-021479	560338	Employee Stock Option (right to buy)		3.4		31-AUG-2017				4	M	0				198.0				0.0		D			F3	08-APR-2025		Common Stock		198.0				76746.0				D			
0000899243-17-021479	560340	Employee Stock Option (right to buy)		3.4		31-AUG-2017				4	M	0				601.0				0.0		D			F5	08-APR-2025		Common Stock		601.0				8084.0				D			
0000899243-17-021479	560339	Employee Stock Option (right to buy)		3.4		31-AUG-2017				4	M	0				601.0				0.0		D			F4	08-APR-2025		Common Stock		601.0				8084.0				D			
0000899243-17-021477	531280	Stock Options (Right to Buy)		1.81		05-SEP-2017				4	M	0				3853.0				0.0		D			F4	10-SEP-2025		Common Shares		3853.0				40826.0				D			
0000899243-17-021475	477794	Employee Stock Option (right to buy)		2.8		01-SEP-2017				4	A	0				10000.0				0.0		A			F1	01-SEP-2027		Common Stock		10000.0				10000.0				D			
0000878560-17-000111	550810	Non-Qualified Stock Option (right to buy)		19.05		05-SEP-2017				4	M	0				37000.0				0.0		D		07-SEP-2010		07-SEP-2017		Common Stock		37000.0				0.0				D			
0000899243-17-021471	545305	Employee Stock Option (right to buy)		2.8		01-SEP-2017				4	A	0				10000.0				0.0		A			F1	01-SEP-2027		Common Stock		10000.0				10000.0				D			
0000899243-17-021470	535291	Employee Stock Option (right to buy)		2.8		01-SEP-2017				4	A	0				10000.0				0.0		A			F1	01-SEP-2027		Common Stock		10000.0				10000.0				D			
0000899243-17-021469	561768	Employee Stock Option (right to buy)		2.8		01-SEP-2017				4	A	0				10000.0				0.0		A			F1	01-SEP-2027		Common Stock		10000.0				10000.0				D			
0001209191-17-051450	462974	Stock Option (Common Stock)		87.88		01-SEP-2017				4	M	0				1200.0				0.0		D		05-FEB-2017		05-FEB-2026		Common Stock		1200.0				62800.0				D			
0000899243-17-021468	497768	Employee Stock Option (right to buy)		2.8		01-SEP-2017				4	A	0				25000.0				0.0		A			F1	01-SEP-2027		Common Stock		25000.0				25000.0				D			
0001179110-17-012022	467151	Common share tax-offset right			F2	01-SEP-2017				4	X	0								0.0		A		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0				D			
0001179110-17-012022	467150	Common share tax-offset right			F2	01-SEP-2017				4	A	0				0.0	F2	0.0	F2	0.0		A		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0	F2			D			
0001179110-17-012021	555276	Common share tax-offset right			F2	01-SEP-2017				4	X	0				0.0				0.0		A		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0				D			
0001179110-17-012021	555275	Common share tax-offset right			F2	01-SEP-2017				4	A	0				0.0	F2			0.0		A		01-SEP-2017		01-SEP-2017		Common share tax-offset righ		0.0	F2			0.0	F2			D			
0001466815-17-000048	522375	Stock Options (right to buy)		1.3		01-SEP-2017				4	M	0				15000.0				0.0		D			F3	08-DEC-2019		Common Stock, par value $0.001 per share		15000.0				530000.0				D			
0001455244-17-000034	507500	Subscription Rights (right to buy)		1.0		31-AUG-2017				4	X	0				1429.0				0.0		D		10-AUG-2017		31-AUG-2017		Common Stock		1829.0				0.0				D			
0001466815-17-000047	500015	Stock Options (right to buy)		1.3		01-SEP-2017				4	M	0				5000.0				0.0		A			F3	27-JAN-2020		Common Stock, par value $0.001 per share		5000.0				118400.0				D			
0001179110-17-012020	570861	Common share tax-offset right			F2	01-SEP-2017				4	X	0				0.0				0.0		D		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0				D			
0001179110-17-012020	570860	Common share tax-offset right			F2	01-SEP-2017				4	A	0				0.0	F2			0.0		A		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0	F2			D			
0001455244-17-000033	479576	Subscription Rights (right to buy)		1.0		31-AUG-2017				4	X	0				9817.0				0.0		D		10-AUG-2017		31-AUG-2017		Common Stock		12554.0				0.0				D			
0001179110-17-012019	539572	Common share tax-offset right			F2	01-SEP-2017				4	X	0				0.0				0.0		D		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0				D			
0001179110-17-012019	539571	Common share tax-offset right			F2	01-SEP-2017				4	A	0				0.0	F2			0.0		A		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0	F2			D			
0001455244-17-000032	491697	Subscription Rights (right to buy)		1.0		31-AUG-2017				4	X	0				172295.0				0.0		D		10-AUG-2017		31-AUG-2017		Common Stock		200000.0				0.0				D			
0001140361-17-034348	526304	Stock Option (right to buy)		0.95		01-SEP-2017				4	M	0				9930.0				0.0		D			F4	25-FEB-2023		Common Stock		9930.0				25043.0				D			
0001179110-17-012018	520033	Common share tax-offset right			F2	01-SEP-2017				4	X	0				0.0				0.0		D		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0				D			
0001179110-17-012018	520032	Common share tax-offset right			F2	01-SEP-2017				4	A	0				0.0	F2			0.0		A		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0	F2			D			
0001455244-17-000031	526013	Subscription Rights (right to buy)		1.0		31-AUG-2017				4	X	0				13062.0				0.0		D		10-AUG-2017		31-AUG-2017		Common Stock		15162.0				0.0				D			
0001127294-17-000006	563235	Restricted DuPont Common Stock Units			F5	31-AUG-2017				4	D	0				10591.13	F4				F4	D			F4		F6	Common Stock		10591.13				0.0				D			
0001455244-17-000030	552384	Subscription Rights (right to buy)		1.0		31-AUG-2017				4	X	0				2858.0				0.0		D		10-AUG-2017		31-AUG-2017		Common Stock		6634.0				0.0				D			
0001179110-17-012011	523715	Common share tax-offset right			F2	01-SEP-2017				4	X	0				0.0				0.0		D		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0				0.0				D			
0001179110-17-012011	523714	Common share tax-offset right			F2	01-SEP-2017				4	A	0				0.0	F2			0.0		A		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0	F2			D			
0001179110-17-012010	542520	Common share tax-offset right			F2	01-SEP-2017				4	A	0				0.0	F2			0.0		A		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0	F2			D			
0001179110-17-012010	542521	Common share tax-offset right			F2	01-SEP-2017				4	X	0				0.0	F2			0.0		A		01-SEP-2017		01-SEP-2017		Common share tax-offset right		0.0	F2			0.0				D			
0001217496-17-000004	508459	Restricted DuPont Common Stock Units			F3	31-AUG-2017				4	D	0				3575.13	F2				F2	D			F2		F4	Common Stock		3575.13				0.0				D			
0001349330-17-000004	469726	Restricted DuPont Common Stock Units			F4	31-AUG-2017				4	D	0				7802.26	F3				F3	D			F3		F5	Common Stock		7802.26				0.0				D			
0001104659-17-055551	542724	Options (right to buy)		18.0		01-SEP-2017				4	M	0				14574.0				0.0		D			F1	11-MAR-2025		Class A Common Stock		14574.0				85271.0				D			
0001562180-17-002837	529790	Stock Options (Right to buy)		16.51		01-SEP-2017		01-SEP-2017		4	M	false				7161.0				16.51		D		28-FEB-2014		28-SEP-2020		Common Stock		7161.0				12000.0				D			
0001225208-17-014618	468589	Stock Option (Right to Buy)		1.18		01-SEP-2017				4	M	0				3750.0				0.0		D		01-MAR-2012	F2	01-MAR-2018		Class A Common Stock		3750.0				37004.0				D			
0001398379-17-000004	534506	Restricted DuPont Common Stock Units			F4	31-AUG-2017				4	D	0				3281.71	F3				F3	D			F3		F5	Common Stock		3281.71				0.0				D			
0000899243-17-021455	558067	Exchange Notes	F6	0.27		31-AUG-2017				4	A	0				17775807.0				0.0	F10	A		31-AUG-2017		31-AUG-2022		Common Stock		4717699.0				17775807.0				D			
0000899243-17-021455	558068	New Money Notes	F6	0.27		31-AUG-2017				4	A	0				7125323.0				5700258.0	F11	A		31-AUG-2017		31-AUG-2022		Common Stock		1891061.0				7125323.0				D			
0001526513-17-000009	477636	Stock Option (right to buy)		18.35		01-SEP-2017				4	A	0				4325.0				0.0		A			F2	31-AUG-2027		Common Stock		4325.0				4325.0				D			
